s2g	s2gp	s2chr	s2gi	s1g	s1gp	s1chr	s1gi	s1tot	s2tot	n	fishp	padj	scol	sxchr	clg
3550	EA32321	5884960	chr7	3791	PACSIN1	16605055	chrm7	1636	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3551	EA32758	5992455	chr7	3792	LOC116939989	11469872	chrm7	1578	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O1
3552	EA34248	6159061	chr7	3793	LOC116939990	11477911	chrm7	1579	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3553	EA34399	8532321	chr7	3804	LOC116940069	16570952	chrm7	1633	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O1
3554	EA33636	9291516	chr7	3807	CKAP5	14004411	chrm7	1603	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O1
3555	EA32088	9450638	chr7	3808	LRP4	14171819	chrm7	1604	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O1
3556	EA31478	9945981	chr7	3809	HSD17B12	14282952	chrm7	1605	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O1
3557	EA33579	10297319	chr7	3810	API5	14370291	chrm7	1606	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3558	EA35017	10370263	chr7	3811	LOC116940114	16653142	chrm7	1637	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O1
3559	EA32375	11147359	chr7	3813	PAH	16511058	chrm7	1631	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O2
3560	EA34501	11283797	chr7	3814	LOC103091799	16538175	chrm7	1632	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3561	EA31391	12304823	chr7	3816	PARPBP	16718341	chrm7	1639	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3562	EA32890	12466712	chr7	3817	NUP37	16718194	chrm7	1638	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O2
3563	EA33306	12918435	chr7	3818	LOC116940063	16444009	chrm7	1629	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3564	EA31424	13092352	chr7	3819	BET1L	12156842	chrm7	1587	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3565	EA34567	13443298	chr7	3820	RFX4	12252041	chrm7	1588	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3566	EA31431	14265447	chr7	3821	LOC116940009	12611694	chrm7	1589	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O2
3567	EA31299	15657829	chr7	3822	TTLL12	9107370	chrm7	1551	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O2
3568	EA35086	15724942	chr7	3824	ACTR6	12658524	chrm7	1590	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O2
3569	EA32680	15814708	chr7	3825	LOC116940012	12681279	chrm7	1591	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O2
3570	EA34296	16599949	chr7	3826	LOC116939868	4296004	chrm7	1509	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O1
3571	EA32138	16754990	chr7	3827	LRRIQ1	4374631	chrm7	1510	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3572	EA31080	42857634	chr7	3907	LOC116939924	8133080	chrm7	1545	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O1
3573	EA34069	44553957	chr7	3909	LOC116939936	8975495	chrm7	1547	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3574	EA34601	44649044	chr7	3910	BORCS5	9055268	chrm7	1548	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3575	EA32306	47323091	chr7	3921	LOC116939920	8058458	chrm7	1543	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3576	EA34293	47727843	chr7	3922	LOC116939917	7973885	chrm7	1542	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3577	EA32352	50313841	chr7	3926	LOC116939940	9057530	chrm7	1549	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O1
3578	EA35428	51678618	chr7	3936	CCDC59	6681480	chrm7	1524	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3579	EA34047	51727325	chr7	3937	CMAS	6682828	chrm7	1525	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O2
3580	EA34971	51867028	chr7	3938	LOC103091776	7504158	chrm7	1534	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3581	EA33402	60202609	chr7	3961	LOC116939939	9087742	chrm7	1550	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3582	EA34083	71696120	chr7	3995	LOC116939943	9150632	chrm7	1552	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3583	EA31737	71783169	chr7	3996	RPLP2	9161470	chrm7	1553	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3584	EA34156	71975277	chr7	3997	BTBD10	9213564	chrm7	1554	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O2
3585	EA30793	77202861	chr7	4013	D2HGDH	1506942	chrm7	1498	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3586	EA34685	102673523	chr7	4125	LOC116940044	14779079	chrm7	1611	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O1
3587	EA34331	102690395	chr7	4126	FBXO47	14768814	chrm7	1610	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O1
3588	EA34237	103686230	chr7	4127	DNAJC24	14460956	chrm7	1609	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3589	EA31072	103809077	chr7	4128	LOC116940040	14387700	chrm7	1608	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O1
3590	EA31024	104059968	chr7	4129	LOC116940083	15449535	chrm7	1616	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3591	EA30800	104315760	chr7	4130	HIPK2	15456800	chrm7	1617	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O1
3592	EA34335	104731906	chr7	4131	LOC116940080	15541885	chrm7	1618	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3593	EA32114	106003211	chr7	4132	LOC116940047	15750957	chrm7	1619	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3594	EA31650	106137086	chr7	4133	PPFIBP1	15854944	chrm7	1620	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O1
3595	EA32092	114820367	chr7	4155	ITFG2	15273199	chrm7	1614	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O1
3596	EA35525	114959143	chr7	4156	LOC116940091	15191500	chrm7	1613	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3597	EA35311	115197540	chr7	4158	LOC116940110	15000862	chrm7	1612	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3598	EA34189	115532304	chr7	4159	LOC116940049	15907859	chrm7	1621	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3599	EA33504	115946767	chr7	4160	LOC116940052	15968199	chrm7	1622	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3600	EA34936	116036350	chr7	4161	LOC116940054	16065767	chrm7	1623	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O2
3601	EA34940	116778447	chr7	4162	YJU2	16165041	chrm7	1624	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O2
3602	EA35566	117791054	chr7	4163	LOC116940058	16189104	chrm7	1625	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O1
3603	EA34509	118565807	chr7	4164	LOC116940060	16376408	chrm7	1626	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O1
3604	EA32201	118657743	chr7	4165	LOC116940061	16390614	chrm7	1627	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O1
3605	EA30805	118859210	chr7	4166	MTCH2	16428716	chrm7	1628	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O2
3606	EA32542	119271087	chr7	4167	NUP205	12761184	chrm7	1592	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O2
3607	EA31388	119826737	chr7	4168	KIAA0930	13002001	chrm7	1593	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O1
3608	EA32880	120037586	chr7	4169	NUP50	13045213	chrm7	1594	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O1
3609	EA34942	120163527	chr7	4170	PHF21A	13051790	chrm7	1595	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O1
3610	EA32695	120661778	chr7	4171	AMBRA1	13154135	chrm7	1596	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O1
3611	EA31016	121244893	chr7	4172	CHRM4	13334767	chrm7	1597	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3612	EA35273	121406125	chr7	4173	LOC116940024	13397672	chrm7	1598	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O2
3613	EA34359	122041585	chr7	4174	LOC116940025	13764887	chrm7	1599	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3614	EA33390	122880549	chr7	4175	CREB3L1	13830555	chrm7	1600	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O2
3615	EA32707	123059068	chr7	4176	SSBP1	13868610	chrm7	1601	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3616	EA33644	123390220	chr7	4177	SHISAL1	15341116	chrm7	1615	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3617	EA34664	123585069	chr7	4179	LOC116940035	13972950	chrm7	1602	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3618	EA33171	124307831	chr7	4180	TMTC2	3059067	chrm7	1507	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O2
3619	EA30889	124457348	chr7	4181	DHDH	3001654	chrm7	1506	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O2
3620	EA33354	124523262	chr7	4182	NAT10	10624680	chrm7	1566	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O1
3621	EA35447	124797153	chr7	4183	SND1	10577987	chrm7	1565	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O2
3622	EA34939	125501865	chr7	4184	LOC116939964	10411572	chrm7	1564	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3623	EA35277	127583105	chr7	4185	WDR77	9903904	chrm7	1563	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3624	EA33743	127593564	chr7	4186	ATP5PB	14371798	chrm7	1607	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3625	EA34334	127679744	chr7	4187	TMEM41B	10740121	chrm7	1570	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O1
3626	EA32654	127912811	chr7	4188	LOC116939974	10757755	chrm7	1571	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O1
3627	EA34919	128492507	chr7	4189	LOC116939898	7162602	chrm7	1528	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O2
3628	EA31351	128997657	chr7	4190	SMPD2	7530259	chrm7	1535	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3629	EA33473	129269014	chr7	4191	LOC116939909	7573907	chrm7	1536	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3630	EA32782	129472170	chr7	4192	LOC116939910	7624871	chrm7	1537	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O1
3631	EA34436	129627942	chr7	4193	NOSIP	7689014	chrm7	1538	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O1
3632	EA35257	130016804	chr7	4194	LOC116939912	7726939	chrm7	1539	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3633	EA34713	130192402	chr7	4195	PTDSS2	7785687	chrm7	1540	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O1
3634	EA32346	130621927	chr7	4196	IGHMBP2	7354906	chrm7	1533	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3635	EA32687	130625697	chr7	4197	MRPL21	7354814	chrm7	1532	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3636	EA33359	130654494	chr7	4198	LOC116939903	7342470	chrm7	1531	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O2
3637	EA31914	130975413	chr7	4199	TNPO3	7256596	chrm7	1530	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O2
3638	EA34377	131043193	chr7	4200	LOC116939899	7204228	chrm7	1529	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3639	EA33325	131201860	chr7	4201	SRSF3	9393370	chrm7	1559	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O1
3640	EA32984	131244004	chr7	4202	ERGIC2	9392815	chrm7	1558	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O1
3641	EA32215	131425285	chr7	4203	LOC116939949	9313637	chrm7	1557	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O1
3642	EA34111	131606681	chr7	4204	CCDC91	9251637	chrm7	1556	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	chrm7	O1
3643	EA33168	131746014	chr7	4205	TEN1	9213645	chrm7	1555	144	436	111	1.95674952498731e-119	1.36385441891616e-116	S	NA	NA
3644	EA34434	42018697	chr7	3904	SETD9	74685	chrm10	1853	150	436	1	0.999531829080894	1	NS	NA	NA
3645	EA31872	18498570	chr7	3831	LOC116941490	544196	chrm12	2290	115	436	1	0.997232494313943	1	NS	NA	NA
3646	EA31765	72644780	chr7	4000	LOC116943048	15055019	chrm16	2956	155	436	5	0.887297953675233	1	NS	NA	NA
3647	EA33353	72693877	chr7	4001	LOC116943047	15054770	chrm16	2955	155	436	5	0.887297953675233	1	NS	chrm16	F
3648	EA30837	88444907	chr7	4058	ING1	7321100	chrm16	2854	155	436	5	0.887297953675233	1	NS	NA	NA
3649	EA32188	112058563	chr7	4151	OMA1	9764882	chrm16	2887	155	436	5	0.887297953675233	1	NS	NA	NA
3650	EA33669	134838827	chr7	4217	WDR19	6877193	chrm16	2843	155	436	5	0.887297953675233	1	NS	NA	NA
3651	EA31093	8780317	chr7	3806	APAF1	7794140	chrm19	3272	118	436	18	1.87997884014522e-05	0.0131034525158122	S	NA	NA
3652	EA33685	30129426	chr7	3862	PJVK	5598888	chrm19	3262	118	436	18	1.87997884014522e-05	0.0131034525158122	S	NA	NA
3653	EA34711	134962130	chr7	4218	LOC116943899	8719035	chrm19	3280	118	436	18	1.87997884014522e-05	0.0131034525158122	S	chrm19	B1
3654	EA31029	135613601	chr7	4219	LOC116944013	14174183	chrm19	3341	118	436	18	1.87997884014522e-05	0.0131034525158122	S	chrm19	B1
3655	EA34927	135639648	chr7	4220	TMEM41A	3025347	chrm19	3249	118	436	18	1.87997884014522e-05	0.0131034525158122	S	NA	NA
3656	EA33311	140043945	chr7	4237	PIP4K2A	6575456	chrm19	3265	118	436	18	1.87997884014522e-05	0.0131034525158122	S	chrm19	B1
3657	EA35412	140820623	chr7	4242	LOC116943771	10789331	chrm19	3290	118	436	18	1.87997884014522e-05	0.0131034525158122	S	chrm19	B2
3658	EA33143	140904706	chr7	4243	LSM12	1265062	chrm19	3229	118	436	18	1.87997884014522e-05	0.0131034525158122	S	NA	NA
3659	EA33071	141246594	chr7	4244	RPL37A	13285419	chrm19	3322	118	436	18	1.87997884014522e-05	0.0131034525158122	S	NA	NA
3660	EA35510	141246739	chr7	4245	ZNF622	13285524	chrm19	3323	118	436	18	1.87997884014522e-05	0.0131034525158122	S	chrm19	B1
3661	EA31107	141329209	chr7	4246	LOC116943803	455392	chrm19	3225	118	436	18	1.87997884014522e-05	0.0131034525158122	S	NA	NA
3662	EA32359	141833425	chr7	4247	VPS8	2994111	chrm19	3248	118	436	18	1.87997884014522e-05	0.0131034525158122	S	chrm19	B3
3663	EA34496	142012211	chr7	4248	NOP58	8795464	chrm19	3281	118	436	18	1.87997884014522e-05	0.0131034525158122	S	chrm19	B3
3664	EA32145	142134324	chr7	4249	PITRM1	14008740	chrm19	3338	118	436	18	1.87997884014522e-05	0.0131034525158122	S	NA	NA
3665	EA31091	142620578	chr7	4251	ADPRH	10801507	chrm19	3291	118	436	18	1.87997884014522e-05	0.0131034525158122	S	NA	NA
3666	EA33822	142652021	chr7	4252	LOC116943827	1838088	chrm19	3232	118	436	18	1.87997884014522e-05	0.0131034525158122	S	chrm19	B3
3667	EA32172	142962113	chr7	4253	HIBCH	11643986	chrm19	3300	118	436	18	1.87997884014522e-05	0.0131034525158122	S	chrm19	B2
3668	EA34258	143016998	chr7	4254	LOC116943922	11676439	chrm19	3301	118	436	18	1.87997884014522e-05	0.0131034525158122	S	NA	NA
3669	EA31435	8091851	chr7	3803	RTTN	6512359	chrm20	3377	111	436	2	0.976697540641994	1	NS	chrm20	D
3670	EA34896	37719605	chr7	3881	FGGY	9057480	chrm20	3397	111	436	2	0.976697540641994	1	NS	NA	NA
3671	EA34406	16962065	chr7	3828	CHST14	11944644	chrm21	3547	120	436	3	0.941489606412784	1	NS	NA	NA
3672	EA32729	77301002	chr7	4014	KANSL3	14174224	chrm21	3572	120	436	3	0.941489606412784	1	NS	chrm21	I
3673	EA31130	142237645	chr7	4250	CHMP7	13903296	chrm21	3569	120	436	3	0.941489606412784	1	NS	NA	NA
3674	EA33883	6322622	chr7	3794	MRRF	169698	chrm22	3576	141	436	3	0.973416086263951	1	NS	chrm22	M
3675	EA35082	22881182	chr7	3838	WDR24	12354841	chrm22	3702	141	436	3	0.973416086263951	1	NS	NA	NA
3676	EA30854	71978239	chr7	3998	RABGGTB	988983	chrm22	3593	141	436	3	0.973416086263951	1	NS	NA	NA
3677	EA31192	11133007	chr7	3812	LOC116945509	2528785	chrm24	3728	114	436	1	0.997088056621924	1	NS	NA	NA
3678	EA33737	95277224	chr7	4086	LOC116945170	2453884	chrm23	3864	87	436	1	0.988473202927052	1	NS	chrm23	C1
3679	EA33827	17123301	chr7	3829	LOC116947050	13434035	chrm28	4306	117	436	1	0.997500187427778	1	NS	NA	NA
3680	EA32350	23082721	chr7	3839	LOC116946217	6630234	chrm26	4659	110	436	3	0.915968533020371	1	NS	NA	NA
3681	EA33345	65803976	chr7	3979	LOC116946144	2488742	chrm26	4617	110	436	3	0.915968533020371	1	NS	chrm26	H
3682	EA34413	138102375	chr7	4228	NAGA	2901944	chrm26	4622	110	436	3	0.915968533020371	1	NS	NA	NA
3683	EA31545	100314038	chr7	4113	CGRRF1	12942508	chrm31	4862	164	436	1	0.999769532647404	1	NS	chrm31	A
3684	EA32604	20038418	chr7	3832	RNF11	11024254	chrm35	5302	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	chrm35	L
3685	EA31457	20264371	chr7	3833	MAST2	11077580	chrm35	5303	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	NA	NA
3686	EA32240	20647622	chr7	3834	LOC116948911	6440488	chrm35	5281	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	chrm35	L
3687	EA33971	38536043	chr7	3885	S1PR1	1475705	chrm35	5226	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	NA	NA
3688	EA32694	47124641	chr7	3919	MPL	12540617	chrm35	5316	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	NA	NA
3689	EA34998	47824027	chr7	3923	SLC30A7	1285817	chrm35	5224	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	chrm35	L
3690	EA34800	48125760	chr7	3924	DPH5	1350694	chrm35	5225	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	chrm35	L
3691	EA33868	48500654	chr7	3925	ACOT11	1743885	chrm35	5227	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	NA	NA
3692	EA31803	50395062	chr7	3927	SERBP1	3491414	chrm35	5254	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	NA	NA
3693	EA32646	50422802	chr7	3928	LOC116948866	3500960	chrm35	5255	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	NA	NA
3694	EA31663	50478586	chr7	3929	LOC116948864	3527579	chrm35	5256	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	chrm35	L
3695	EA35308	50610645	chr7	3930	LOC116948927	8035137	chrm35	5287	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	chrm35	L
3696	EA35521	51136872	chr7	3932	NSUN4	2884099	chrm35	5240	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	NA	NA
3697	EA33231	51332045	chr7	3934	UHRF1	3447865	chrm35	5252	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	chrm35	L
3698	EA32337	51662402	chr7	3935	LOC116948859	3402756	chrm35	5251	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	NA	NA
3699	EA31750	52212327	chr7	3939	LOC116948952	10973582	chrm35	5301	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	NA	NA
3700	EA31206	52983805	chr7	3940	LOC116948930	8165100	chrm35	5288	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	NA	NA
3701	EA32217	53117435	chr7	3941	FARSA	2970328	chrm35	5242	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	NA	NA
3702	EA34280	53213233	chr7	3942	LURAP1	3036243	chrm35	5243	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	NA	NA
3703	EA32705	53230275	chr7	3943	DOHH	3045694	chrm35	5244	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	chrm35	L
3704	EA34849	53239338	chr7	3944	C9orf72	3045795	chrm35	5245	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	chrm35	L
3705	EA34725	53631190	chr7	3945	TMEM275	3190975	chrm35	5249	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	NA	NA
3706	EA33991	53792111	chr7	3946	TMEM53	3155988	chrm35	5248	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	chrm35	L
3707	EA31687	53976456	chr7	3947	IPO13	3152302	chrm35	5247	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	chrm35	L
3708	EA32524	54179348	chr7	3948	REXO1	3079498	chrm35	5246	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	chrm35	L
3709	EA30884	57723225	chr7	3949	TMEM59	1835402	chrm35	5229	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	chrm35	L
3710	EA35062	57869190	chr7	3950	LOC116948841	2938428	chrm35	5241	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	NA	NA
3711	EA35130	58287789	chr7	3951	TIMM29	11388223	chrm35	5305	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	chrm35	L
3712	EA34877	58413706	chr7	3953	YIPF1	3527669	chrm35	5257	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	chrm35	L
3713	EA35547	58593339	chr7	3954	LOC116948882	4940932	chrm35	5265	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	NA	NA
3714	EA31428	58866964	chr7	3955	LOC116948777	187393	chrm35	5205	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	NA	NA
3715	EA32269	59100096	chr7	3956	ALKBH7	2732859	chrm35	5238	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	chrm35	L
3716	EA35221	59186402	chr7	3957	EIF2B3	3345422	chrm35	5250	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	NA	NA
3717	EA32656	60156826	chr7	3960	DHCR24	3476235	chrm35	5253	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	chrm35	L
3718	EA32999	60555009	chr7	3962	TMEM125	12402443	chrm35	5313	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	NA	NA
3719	EA33061	61159832	chr7	3964	LOC116948837	2836223	chrm35	5239	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	chrm35	L
3720	EA31804	61568895	chr7	3965	RPE65	2403470	chrm35	5234	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	NA	NA
3721	EA35415	62411386	chr7	3966	LOC116948831	2639582	chrm35	5235	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	chrm35	L
3722	EA33929	62411944	chr7	3967	ERI3	2639816	chrm35	5236	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	NA	NA
3723	EA31740	62784927	chr7	3968	RAD54L	2719922	chrm35	5237	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	chrm35	L
3724	EA33780	63154656	chr7	3969	IFT74	12413610	chrm35	5314	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	chrm35	L
3725	EA31723	66598988	chr7	3982	LOC116948881	4841530	chrm35	5264	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	chrm35	L
3726	EA32477	67579688	chr7	3984	LOC116948936	8759515	chrm35	5290	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	chrm35	L
3727	EA33607	67766130	chr7	3985	TMEM38A	8964813	chrm35	5291	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	NA	NA
3728	EA32925	67804550	chr7	3986	LOC116948939	9007646	chrm35	5292	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	NA	NA
3729	EA31263	68233562	chr7	3987	FREM1	9108334	chrm35	5293	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	NA	NA
3730	EA35031	68437254	chr7	3988	STIL	9238881	chrm35	5294	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	chrm35	L
3731	EA34565	68514970	chr7	3989	LOC116948942	9265600	chrm35	5295	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	NA	NA
3732	EA33038	69038512	chr7	3990	LOC116948943	9668952	chrm35	5296	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	chrm35	L
3733	EA31758	69171400	chr7	3991	LOC116948944	9755531	chrm35	5297	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	chrm35	L
3734	EA32008	69236438	chr7	3992	MRPL55	9796382	chrm35	5298	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	NA	NA
3735	EA35052	71221509	chr7	3993	PRKCSH	10581179	chrm35	5299	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	chrm35	L
3736	EA34544	71283441	chr7	3994	DMRTA2	10659522	chrm35	5300	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	chrm35	L
3737	EA31447	72152074	chr7	3999	MTG1	4688686	chrm35	5262	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	NA	NA
3738	EA32901	73631071	chr7	4002	PRPF38A	12043997	chrm35	5310	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	chrm35	L
3739	EA33406	73982457	chr7	4003	LOC116948921	7104783	chrm35	5285	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	NA	NA
3740	EA34979	74036651	chr7	4004	LOC116948920	7042027	chrm35	5284	114	436	98	3.76349541182245e-114	2.62315630204025e-111	S	NA	NA
