s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi	clg	clg2
BL26942	7671113	BFL_8	4059	ENSLOCG00000003146	4153418	LG3	1522	M	M
BL18489	19113722	BFL_8	4253	ENSLOCG00000010074	26438512	LG3	1696	M	M
BL13116	24231402	BFL_8	4309	ENSLOCG00000004497	5906625	LG3	1547	M	M
BL18149	12928925	BFL_8	4150	ENSLOCG00000007818	16614253	LG9	2095	M	M
BL18190	13461610	BFL_8	4161	ENSLOCG00000010785	30654432	LG9	2181	M	M
BL18214	13895741	BFL_8	4167	ENSLOCG00000012852	47007568	LG9	2273	M	M
BL22692	5134740	BFL_8	4022	ENSLOCG00000013958	46968596	LG5	2735	M	M
BL26930	7838602	BFL_8	4064	ENSLOCG00000013212	41099832	LG5	2689	M	M
BL26829	10283720	BFL_8	4093	ENSLOCG00000009752	20159748	LG5	2519	M	M
BL18251	14454612	BFL_8	4178	ENSLOCG00000014515	50933935	LG5	2781	M	M
BL18335	15724276	BFL_8	4209	ENSLOCG00000004509	5501044	LG5	2358	M	M
BL18457	18551195	BFL_8	4249	ENSLOCG00000011792	31445527	LG5	2610	M	M
BL18535	20171789	BFL_8	4267	ENSLOCG00000005811	8215707	LG5	2390	M	M
BL11764	2897450	BFL_8	3999	ENSLOCG00000009552	5215121	LG7	2844	M	M
BL26984	7028527	BFL_8	4044	ENSLOCG00000014705	40885251	LG7	3104	M	M
BL18323	15538853	BFL_8	4203	ENSLOCG00000013209	18824817	LG7	3016	M	M
BL11994	982714	BFL_8	3987	ENSLOCG00000015512	8867344	LG8	3260	M	M
BL26997	6541127	BFL_8	4038	ENSLOCG00000015499	8763916	LG8	3257	M	M
BL18060	11492794	BFL_8	4119	ENSLOCG00000015420	6557890	LG8	3246	M	M
BL18085	11948060	BFL_8	4132	ENSLOCG00000016974	47033621	LG8	3546	M	M
BL18092	12105889	BFL_8	4135	ENSLOCG00000017042	48666080	LG8	3557	M	M
BL18256	14576361	BFL_8	4181	ENSLOCG00000016490	36421434	LG8	3465	M	M
BL21236	22192691	BFL_8	4297	ENSLOCG00000016171	26361041	LG8	3416	M	M
BL11973	710555	BFL_8	3977	ENSLOCG00000003355	3865491	LG10	3619	M	M
BL11991	958646	BFL_8	3984	ENSLOCG00000009237	21038722	LG10	3771	M	M
BL11993	970552	BFL_8	3986	ENSLOCG00000009973	25116731	LG10	3796	M	M
BL11995	992532	BFL_8	3988	ENSLOCG00000009981	25178518	LG10	3797	M	M
BL11999	1036053	BFL_8	3989	ENSLOCG00000009831	24156204	LG10	3792	M	M
BL13414	2226577	BFL_8	3990	ENSLOCG00000007393	11824176	LG10	3718	M	M
BL11784	2436146	BFL_8	3996	ENSLOCG00000007781	13086796	LG10	3726	M	M
BL11768	2854028	BFL_8	3998	ENSLOCG00000012683	36062301	LG10	3930	M	M
BL11760	2985275	BFL_8	4001	ENSLOCG00000003656	4401624	LG10	3628	M	M
BL11717	3734615	BFL_8	4003	ENSLOCG00000004472	6085509	LG10	3648	M	M
BL22725	4142839	BFL_8	4005	ENSLOCG00000005105	7450253	LG10	3667	M	M
BL22724	4170878	BFL_8	4006	ENSLOCG00000010464	26314347	LG10	3821	M	M
BL22715	4278136	BFL_8	4010	ENSLOCG00000009251	21225491	LG10	3772	M	M
BL22708	4456972	BFL_8	4013	ENSLOCG00000007494	12286000	LG10	3720	M	M
BL22705	4503408	BFL_8	4015	ENSLOCG00000007170	10820051	LG10	3712	M	M
BL22694	4962213	BFL_8	4020	ENSLOCG00000004695	6454470	LG10	3655	M	M
BL22688	5242320	BFL_8	4023	ENSLOCG00000001656	649494	LG10	3578	M	M
BL27057	5448761	BFL_8	4025	ENSLOCG00000005032	7136788	LG10	3664	M	M
BL27056	5458836	BFL_8	4026	ENSLOCG00000007370	11811020	LG10	3716	M	M
BL27054	5482862	BFL_8	4028	ENSLOCG00000007384	11813483	LG10	3717	M	M
BL27053	5494699	BFL_8	4029	ENSLOCG00000007403	11824552	LG10	3719	M	M
BL27018	6028896	BFL_8	4033	ENSLOCG00000001189	147774	LG10	3566	M	M
BL27017	6057317	BFL_8	4034	ENSLOCG00000001482	381664	LG10	3572	M	M
BL27000	6500852	BFL_8	4036	ENSLOCG00000004566	6313311	LG10	3650	M	M
BL26986	6973448	BFL_8	4043	ENSLOCG00000003745	4519264	LG10	3629	M	M
BL26981	7046626	BFL_8	4047	ENSLOCG00000005057	7146866	LG10	3665	M	M
BL26962	7370147	BFL_8	4050	ENSLOCG00000009071	20134045	LG10	3763	M	M
BL26953	7513231	BFL_8	4052	ENSLOCG00000004740	6566028	LG10	3658	M	M
BL26951	7541758	BFL_8	4053	ENSLOCG00000010505	26528711	LG10	3823	M	M
BL26947	7564563	BFL_8	4055	ENSLOCG00000001553	426433	LG10	3574	M	M
BL26943	7650942	BFL_8	4058	ENSLOCG00000010383	26173731	LG10	3818	M	M
BL26934	7804163	BFL_8	4063	ENSLOCG00000001781	735370	LG10	3581	M	M
BL26893	8514757	BFL_8	4070	ENSLOCG00000005077	7194066	LG10	3666	M	M
BL26875	9110371	BFL_8	4078	ENSLOCG00000010492	26521390	LG10	3822	M	M
BL26850	9782341	BFL_8	4085	ENSLOCG00000005135	7566853	LG10	3668	M	M
BL26849	9864589	BFL_8	4086	ENSLOCG00000005156	7567201	LG10	3669	M	M
BL26837	10126612	BFL_8	4090	ENSLOCG00000001809	756866	LG10	3582	M	M
BL26830	10263730	BFL_8	4092	ENSLOCG00000001731	686365	LG10	3579	M	M
BL26817	10398536	BFL_8	4100	ENSLOCG00000006084	8990614	LG10	3686	M	M
BL26816	10405238	BFL_8	4101	ENSLOCG00000006070	8986326	LG10	3685	M	M
BL18032	11142052	BFL_8	4106	ENSLOCG00000010200	25776298	LG10	3806	M	M
BL18034	11172613	BFL_8	4107	ENSLOCG00000010338	26120488	LG10	3816	M	M
BL18039	11216696	BFL_8	4110	ENSLOCG00000009635	23273851	LG10	3787	M	M
BL18048	11381180	BFL_8	4114	ENSLOCG00000002010	1075902	LG10	3588	M	M
BL18057	11472094	BFL_8	4118	ENSLOCG00000006045	8976299	LG10	3684	M	M
BL18066	11555844	BFL_8	4122	ENSLOCG00000002311	1877502	LG10	3591	M	M
BL18069	11658471	BFL_8	4123	ENSLOCG00000002091	1256451	LG10	3589	M	M
BL18072	11764321	BFL_8	4125	ENSLOCG00000002158	1284220	LG10	3590	M	M
BL18079	11876976	BFL_8	4129	ENSLOCG00000003568	4238943	LG10	3626	M	M
BL18087	11972350	BFL_8	4133	ENSLOCG00000004872	6667634	LG10	3661	M	M
BL18089	12024144	BFL_8	4134	ENSLOCG00000003447	3964549	LG10	3623	M	M
BL18101	12222733	BFL_8	4136	ENSLOCG00000017731	168928	LG10	3567	M	M
BL18118	12452139	BFL_8	4140	ENSLOCG00000010289	26004861	LG10	3813	M	M
BL18119	12456845	BFL_8	4141	ENSLOCG00000007922	13244941	LG10	3729	M	M
BL18134	12656916	BFL_8	4145	ENSLOCG00000003500	4084354	LG10	3624	M	M
BL18144	12782094	BFL_8	4146	ENSLOCG00000009489	22587583	LG10	3782	M	M
BL18161	13133983	BFL_8	4153	ENSLOCG00000001749	734514	LG10	3580	M	M
BL18176	13252276	BFL_8	4156	ENSLOCG00000009045	20062915	LG10	3762	M	M
BL18183	13363662	BFL_8	4159	ENSLOCG00000004662	6396398	LG10	3653	M	M
BL18209	13789651	BFL_8	4165	ENSLOCG00000007192	10954876	LG10	3713	M	M
BL18223	14063660	BFL_8	4170	ENSLOCG00000009149	20896594	LG10	3765	M	M
BL18246	14373760	BFL_8	4175	ENSLOCG00000009179	20908355	LG10	3767	M	M
BL18247	14377415	BFL_8	4176	ENSLOCG00000009186	20911447	LG10	3768	M	M
BL18252	14461823	BFL_8	4179	ENSLOCG00000003345	3864860	LG10	3618	M	M
BL18283	15015160	BFL_8	4192	ENSLOCG00000007624	12483269	LG10	3721	M	M
BL18336	15803071	BFL_8	4210	ENSLOCG00000007670	12803236	LG10	3722	M	M
BL18344	16084866	BFL_8	4213	ENSLOCG00000001436	357137	LG10	3571	M	M
BL18365	16592456	BFL_8	4220	ENSLOCG00000007954	13467853	LG10	3730	M	M
BL18375	17053295	BFL_8	4225	ENSLOCG00000001642	532953	LG10	3577	M	M
BL18421	17903744	BFL_8	4238	ENSLOCG00000004649	6394546	LG10	3652	M	M
BL18428	18132475	BFL_8	4240	ENSLOCG00000007751	13025520	LG10	3724	M	M
BL18434	18238353	BFL_8	4241	ENSLOCG00000004628	6380270	LG10	3651	M	M
BL18435	18270761	BFL_8	4242	ENSLOCG00000004677	6433185	LG10	3654	M	M
BL18440	18343001	BFL_8	4245	ENSLOCG00000007885	13187725	LG10	3728	M	M
BL18456	18542501	BFL_8	4248	ENSLOCG00000005376	7802970	LG10	3670	M	M
BL18475	18865624	BFL_8	4251	ENSLOCG00000007296	11722781	LG10	3715	M	M
BL18491	19143061	BFL_8	4254	ENSLOCG00000009782	23888282	LG10	3790	M	M
BL18514	19889345	BFL_8	4260	ENSLOCG00000001308	246827	LG10	3569	M	M
BL18515	19893230	BFL_8	4261	ENSLOCG00000009206	20932853	LG10	3770	M	M
BL18529	20042184	BFL_8	4266	ENSLOCG00000005404	7851830	LG10	3671	M	M
BL18544	20452513	BFL_8	4270	ENSLOCG00000008337	15085432	LG10	3743	M	M
BL18545	20460715	BFL_8	4271	ENSLOCG00000008324	15084284	LG10	3742	M	M
BL18548	20501031	BFL_8	4272	ENSLOCG00000001423	343854	LG10	3570	M	M
BL18562	20769930	BFL_8	4274	ENSLOCG00000004726	6565260	LG10	3657	M	M
BL18564	20815056	BFL_8	4276	ENSLOCG00000004711	6520509	LG10	3656	M	M
BL18565	20837642	BFL_8	4277	ENSLOCG00000003420	3919034	LG10	3621	M	M
BL23139	21150954	BFL_8	4281	ENSLOCG00000010429	26249158	LG10	3820	M	M
BL23140	21163043	BFL_8	4282	ENSLOCG00000010409	26249089	LG10	3819	M	M
BL21279	21283633	BFL_8	4283	ENSLOCG00000001278	240486	LG10	3568	M	M
BL21276	21327599	BFL_8	4284	ENSLOCG00000010249	25935933	LG10	3810	M	M
BL21264	21599312	BFL_8	4289	ENSLOCG00000010305	26039951	LG10	3814	M	M
BL21262	21627002	BFL_8	4290	ENSLOCG00000010332	26119266	LG10	3815	M	M
BL13205	22545329	BFL_8	4298	ENSLOCG00000001984	1049978	LG10	3587	M	M
BL13194	22681649	BFL_8	4301	ENSLOCG00000003605	4320641	LG10	3627	M	M
BL13162	23427415	BFL_8	4304	ENSLOCG00000005440	7926816	LG10	3672	M	M
BL13120	24144930	BFL_8	4307	ENSLOCG00000003437	3919181	LG10	3622	M	M
BL13119	24149747	BFL_8	4308	ENSLOCG00000009262	21302509	LG10	3773	M	M
BL13091	24570723	BFL_8	4313	ENSLOCG00000007860	13187047	LG10	3727	M	M
BL13078	24759061	BFL_8	4314	ENSLOCG00000001880	878652	LG10	3584	M	M
BL13076	24773032	BFL_8	4315	ENSLOCG00000001850	822501	LG10	3583	M	M
BL13060	25158970	BFL_8	4317	ENSLOCG00000001619	494420	LG10	3576	M	M
BL13056	25236137	BFL_8	4318	ENSLOCG00000001597	488815	LG10	3575	M	M
BL13047	25387819	BFL_8	4321	ENSLOCG00000010515	26625602	LG10	3824	M	M
BL18299	15182812	BFL_8	4197	ENSLOCG00000008682	27090406	LG11	4221	M	M
BL18508	19712408	BFL_8	4259	ENSLOCG00000004240	10477519	LG11	4095	M	M
BL13069	25074724	BFL_8	4316	ENSLOCG00000000998	673578	LG11	4022	M	M
BL11785	2399488	BFL_8	3995	ENSLOCG00000006992	13784128	LG6	4485	M	M
BL27004	6311609	BFL_8	4035	ENSLOCG00000006801	13527147	LG6	4484	M	M
BL26945	7603431	BFL_8	4057	ENSLOCG00000008543	17614950	LG6	4515	M	M
BL26935	7799027	BFL_8	4062	ENSLOCG00000008949	19421485	LG6	4520	M	M
BL26929	7845223	BFL_8	4065	ENSLOCG00000007381	14729811	LG6	4490	M	M
BL26900	8411051	BFL_8	4068	ENSLOCG00000008584	17674830	LG6	4517	M	M
BL26845	9950600	BFL_8	4087	ENSLOCG00000006590	13285900	LG6	4482	M	M
BL18130	12604003	BFL_8	4144	ENSLOCG00000008330	17162453	LG6	4512	M	M
BL18177	13269042	BFL_8	4157	ENSLOCG00000012089	37246613	LG6	4618	M	M
BL18282	14997259	BFL_8	4191	ENSLOCG00000007111	13916106	LG6	4487	M	M
BL18398	17485675	BFL_8	4230	ENSLOCG00000006119	12724208	LG6	4473	M	M
BL18479	18946567	BFL_8	4252	ENSLOCG00000007067	13878806	LG6	4486	M	M
BL18503	19592451	BFL_8	4257	ENSLOCG00000006534	13169683	LG6	4481	M	M
BL21266	21543235	BFL_8	4287	ENSLOCG00000008294	17139729	LG6	4511	M	M
BL17080	21227	BFL_8	3974	ENSLOCG00000008805	18994447	LG12	4843	M	M
BL11967	646457	BFL_8	3975	ENSLOCG00000010615	30650605	LG12	4912	M	M
BL18041	11259209	BFL_8	4111	ENSLOCG00000003503	6369018	LG12	4708	M	M
BL18049	11400291	BFL_8	4115	ENSLOCG00000011247	33613968	LG12	4936	M	M
BL18271	14809636	BFL_8	4185	ENSLOCG00000010697	30931254	LG12	4913	M	M
BL18313	15364662	BFL_8	4202	ENSLOCG00000002380	4165978	LG12	4682	M	M
BL18333	15715315	BFL_8	4207	ENSLOCG00000011404	34238404	LG12	4940	M	M
BL18334	15718023	BFL_8	4208	ENSLOCG00000008010	17100600	LG12	4810	M	M
BL18493	19228653	BFL_8	4255	ENSLOCG00000006058	12708431	LG12	4761	M	M
BL26963	7319801	BFL_8	4049	ENSLOCG00000008009	20527803	LG17	5083	M	M
BL18275	14885452	BFL_8	4188	ENSLOCG00000011099	31089964	LG17	5200	M	M
BL18396	17477007	BFL_8	4229	ENSLOCG00000008773	22887485	LG17	5109	M	M
BL26822	10367405	BFL_8	4097	ENSLOCG00000008958	18268796	LG14	5386	M	M
BL26892	8565844	BFL_8	4071	ENSLOCG00000015486	1554545	LG16	5480	M	M
BL26891	8585502	BFL_8	4072	ENSLOCG00000016036	8374548	LG16	5580	M	M
BL18117	12451527	BFL_8	4139	ENSLOCG00000015693	3732496	LG16	5514	M	M
BL18224	14083377	BFL_8	4171	ENSLOCG00000008360	15243099	LG13	5925	M	M
BL18332	15705521	BFL_8	4206	ENSLOCG00000003965	7457006	LG13	5797	M	M
BL18047	11374759	BFL_8	4113	ENSLOCG00000005566	11230766	LG23	6074	M	M
BL13143	23854590	BFL_8	4306	ENSLOCG00000017595	13012040	LG23	6095	M	M
BL18236	14293894	BFL_8	4173	ENSLOCG00000001659	2528122	LG18	6160	M	M
BL21239	22171336	BFL_8	4295	ENSLOCG00000006403	12883747	LG18	6243	M	M
BL22723	4173000	BFL_8	4007	ENSLOCG00000002376	5387350	LG27	6310	M	M
BL26809	10677050	BFL_8	4103	ENSLOCG00000017316	2250208	LG27	6289	M	M
BL11971	692784	BFL_8	3976	ENSLOCG00000005659	14019659	LG21	6562	M	M
BL11976	737185	BFL_8	3978	ENSLOCG00000000974	228971	LG21	6433	M	M
BL11981	798557	BFL_8	3981	ENSLOCG00000004058	8324946	LG21	6509	M	M
BL11992	962411	BFL_8	3985	ENSLOCG00000017342	7356875	LG21	6502	M	M
BL13415	2230122	BFL_8	3991	ENSLOCG00000004072	8325695	LG21	6510	M	M
BL13419	2324170	BFL_8	3992	ENSLOCG00000004143	8342898	LG21	6511	M	M
BL11789	2362741	BFL_8	3993	ENSLOCG00000003627	5312301	LG21	6495	M	M
BL11786	2383325	BFL_8	3994	ENSLOCG00000004479	8896281	LG21	6524	M	M
BL11777	2591444	BFL_8	3997	ENSLOCG00000005138	12430055	LG21	6546	M	M
BL11759	2997602	BFL_8	4002	ENSLOCG00000004351	8800741	LG21	6518	M	M
BL11716	3751460	BFL_8	4004	ENSLOCG00000004929	12081292	LG21	6538	M	M
BL22714	4320571	BFL_8	4011	ENSLOCG00000003880	7275475	LG21	6501	M	M
BL22713	4352343	BFL_8	4012	ENSLOCG00000004717	10033194	LG21	6532	M	M
BL22707	4488818	BFL_8	4014	ENSLOCG00000001053	249601	LG21	6434	M	M
BL22703	4539203	BFL_8	4017	ENSLOCG00000002536	3105792	LG21	6467	M	M
BL22693	5093596	BFL_8	4021	ENSLOCG00000005833	14218318	LG21	6567	M	M
BL22684	5345963	BFL_8	4024	ENSLOCG00000004730	10745026	LG21	6533	M	M
BL27055	5469581	BFL_8	4027	ENSLOCG00000005012	12111969	LG21	6542	M	M
BL27050	5554081	BFL_8	4030	ENSLOCG00000005257	13100817	LG21	6548	M	M
BL27023	5898863	BFL_8	4032	ENSLOCG00000005541	13857134	LG21	6558	M	M
BL26999	6520218	BFL_8	4037	ENSLOCG00000001270	688195	LG21	6435	M	M
BL26996	6592565	BFL_8	4039	ENSLOCG00000001342	942867	LG21	6437	M	M
BL26994	6610430	BFL_8	4040	ENSLOCG00000001302	933828	LG21	6436	M	M
BL26991	6702907	BFL_8	4041	ENSLOCG00000003283	4742040	LG21	6485	M	M
BL26989	6885045	BFL_8	4042	ENSLOCG00000001892	1989706	LG21	6449	M	M
BL26983	7033135	BFL_8	4045	ENSLOCG00000005311	13436222	LG21	6551	M	M
BL26982	7042320	BFL_8	4046	ENSLOCG00000004163	8353523	LG21	6512	M	M
BL26961	7414746	BFL_8	4051	ENSLOCG00000005672	14022464	LG21	6563	M	M
BL26949	7555246	BFL_8	4054	ENSLOCG00000003073	4397069	LG21	6480	M	M
BL26946	7588427	BFL_8	4056	ENSLOCG00000006071	14350130	LG21	6574	M	M
BL26940	7690148	BFL_8	4060	ENSLOCG00000002220	2425362	LG21	6455	M	M
BL26936	7790025	BFL_8	4061	ENSLOCG00000004245	8408330	LG21	6514	M	M
BL26911	8121295	BFL_8	4067	ENSLOCG00000002409	2930447	LG21	6464	M	M
BL26895	8477202	BFL_8	4069	ENSLOCG00000003763	6840675	LG21	6499	M	M
BL26890	8589359	BFL_8	4073	ENSLOCG00000004465	8892867	LG21	6523	M	M
BL26889	8599604	BFL_8	4074	ENSLOCG00000000864	192233	LG21	6430	M	M
BL26888	8603858	BFL_8	4075	ENSLOCG00000004805	11885842	LG21	6535	M	M
BL26886	8617837	BFL_8	4077	ENSLOCG00000002697	3431594	LG21	6471	M	M
BL26871	9180761	BFL_8	4079	ENSLOCG00000004021	8300784	LG21	6508	M	M
BL26870	9202096	BFL_8	4080	ENSLOCG00000003484	5113194	LG21	6489	M	M
BL26867	9247678	BFL_8	4081	ENSLOCG00000001665	1684584	LG21	6444	M	M
BL26866	9284051	BFL_8	4082	ENSLOCG00000001584	1653605	LG21	6443	M	M
BL26865	9412354	BFL_8	4083	ENSLOCG00000000581	78657	LG21	6422	M	M
BL26864	9423820	BFL_8	4084	ENSLOCG00000000546	78435	LG21	6421	M	M
BL26844	9963171	BFL_8	4088	ENSLOCG00000005327	13441177	LG21	6552	M	M
BL26843	9982022	BFL_8	4089	ENSLOCG00000005358	13492060	LG21	6554	M	M
BL26828	10291758	BFL_8	4094	ENSLOCG00000005343	13465586	LG21	6553	M	M
BL26825	10307201	BFL_8	4095	ENSLOCG00000004541	9157196	LG21	6527	M	M
BL26824	10340604	BFL_8	4096	ENSLOCG00000004568	9171327	LG21	6528	M	M
BL26819	10382727	BFL_8	4098	ENSLOCG00000017333	127754	LG21	6424	M	M
BL26818	10385503	BFL_8	4099	ENSLOCG00000002261	2645089	LG21	6458	M	M
BL26803	10917063	BFL_8	4104	ENSLOCG00000006144	14412490	LG21	6576	M	M
BL18036	11184410	BFL_8	4108	ENSLOCG00000005027	12123363	LG21	6543	M	M
BL18037	11205096	BFL_8	4109	ENSLOCG00000000468	62365	LG21	6419	M	M
BL18042	11334895	BFL_8	4112	ENSLOCG00000001381	1131494	LG21	6438	M	M
BL18054	11440665	BFL_8	4116	ENSLOCG00000000508	72929	LG21	6420	M	M
BL18055	11447616	BFL_8	4117	ENSLOCG00000002569	3140600	LG21	6468	M	M
BL18064	11518441	BFL_8	4121	ENSLOCG00000004506	9121074	LG21	6526	M	M
BL18071	11750885	BFL_8	4124	ENSLOCG00000006357	14758669	LG21	6582	M	M
BL18076	11834427	BFL_8	4127	ENSLOCG00000003793	7088375	LG21	6500	M	M
BL18078	11869469	BFL_8	4128	ENSLOCG00000001522	1406726	LG21	6442	M	M
BL18082	11906247	BFL_8	4130	ENSLOCG00000003231	4687177	LG21	6484	M	M
BL18083	11911288	BFL_8	4131	ENSLOCG00000004493	8904838	LG21	6525	M	M
BL18105	12262574	BFL_8	4137	ENSLOCG00000000657	125743	LG21	6423	M	M
BL18125	12521862	BFL_8	4142	ENSLOCG00000004191	8355347	LG21	6513	M	M
BL18145	12814282	BFL_8	4147	ENSLOCG00000003590	5187100	LG21	6494	M	M
BL18146	12894796	BFL_8	4148	ENSLOCG00000004579	9327131	LG21	6529	M	M
BL18150	12933158	BFL_8	4151	ENSLOCG00000002968	4199414	LG21	6476	M	M
BL18156	12991708	BFL_8	4152	ENSLOCG00000000818	162443	LG21	6429	M	M
BL18168	13205377	BFL_8	4154	ENSLOCG00000006233	14570039	LG21	6579	M	M
BL18187	13415268	BFL_8	4160	ENSLOCG00000005378	13504217	LG21	6555	M	M
BL18193	13543817	BFL_8	4162	ENSLOCG00000004625	9558235	LG21	6531	M	M
BL18218	13971780	BFL_8	4168	ENSLOCG00000001721	1778074	LG21	6445	M	M
BL18235	14244716	BFL_8	4172	ENSLOCG00000001438	1303913	LG21	6440	M	M
BL18242	14348008	BFL_8	4174	ENSLOCG00000004322	8684542	LG21	6517	M	M
BL18249	14426560	BFL_8	4177	ENSLOCG00000003942	7919303	LG21	6504	M	M
BL18253	14470911	BFL_8	4180	ENSLOCG00000002828	4010314	LG21	6474	M	M
BL18257	14581210	BFL_8	4182	ENSLOCG00000003705	5447740	LG21	6497	M	M
BL18260	14598226	BFL_8	4183	ENSLOCG00000005298	13406331	LG21	6550	M	M
BL18262	14665256	BFL_8	4184	ENSLOCG00000005271	13114845	LG21	6549	M	M
BL18272	14814074	BFL_8	4186	ENSLOCG00000000772	152835	LG21	6427	M	M
BL18273	14822560	BFL_8	4187	ENSLOCG00000004893	11926915	LG21	6537	M	M
BL18281	14965499	BFL_8	4190	ENSLOCG00000002137	2320980	LG21	6453	M	M
BL18284	15024724	BFL_8	4193	ENSLOCG00000005208	12821351	LG21	6547	M	M
BL18300	15190759	BFL_8	4198	ENSLOCG00000005588	13896314	LG21	6559	M	M
BL18301	15221359	BFL_8	4199	ENSLOCG00000005607	13917144	LG21	6560	M	M
BL18303	15271298	BFL_8	4200	ENSLOCG00000005630	13965704	LG21	6561	M	M
BL18311	15327960	BFL_8	4201	ENSLOCG00000002597	3155850	LG21	6469	M	M
BL18324	15559882	BFL_8	4204	ENSLOCG00000003563	5169869	LG21	6492	M	M
BL18329	15639701	BFL_8	4205	ENSLOCG00000002677	3305254	LG21	6470	M	M
BL18339	15958815	BFL_8	4211	ENSLOCG00000002330	2770795	LG21	6461	M	M
BL18342	16045519	BFL_8	4212	ENSLOCG00000017338	2698515	LG21	6460	M	M
BL18347	16138322	BFL_8	4214	ENSLOCG00000003100	4454685	LG21	6481	M	M
BL18355	16251345	BFL_8	4215	ENSLOCG00000004835	11904270	LG21	6536	M	M
BL18360	16344538	BFL_8	4217	ENSLOCG00000004423	8860781	LG21	6522	M	M
BL18361	16374775	BFL_8	4218	ENSLOCG00000005714	14093285	LG21	6564	M	M
BL18364	16467235	BFL_8	4219	ENSLOCG00000004302	8536391	LG21	6516	M	M
BL18369	16950620	BFL_8	4221	ENSLOCG00000002358	2785569	LG21	6462	M	M
BL18370	16982468	BFL_8	4222	ENSLOCG00000004614	9468761	LG21	6530	M	M
BL18371	16989445	BFL_8	4223	ENSLOCG00000001841	1893700	LG21	6447	M	M
BL18373	17032001	BFL_8	4224	ENSLOCG00000005040	12182614	LG21	6544	M	M
BL18376	17059923	BFL_8	4226	ENSLOCG00000005076	12232537	LG21	6545	M	M
BL18393	17339596	BFL_8	4227	ENSLOCG00000002383	2894314	LG21	6463	M	M
BL18407	17615123	BFL_8	4232	ENSLOCG00000005929	14274693	LG21	6571	M	M
BL18417	17848571	BFL_8	4236	ENSLOCG00000003674	5392801	LG21	6496	M	M
BL18418	17856695	BFL_8	4237	ENSLOCG00000000957	221841	LG21	6432	M	M
BL18426	18101628	BFL_8	4239	ENSLOCG00000004979	12097908	LG21	6540	M	M
BL18438	18295976	BFL_8	4243	ENSLOCG00000006102	14403023	LG21	6575	M	M
BL18439	18319938	BFL_8	4244	ENSLOCG00000006176	14483731	LG21	6578	M	M
BL18447	18449407	BFL_8	4247	ENSLOCG00000000793	156854	LG21	6428	M	M
BL18473	18796481	BFL_8	4250	ENSLOCG00000004760	11468060	LG21	6534	M	M
BL18494	19436046	BFL_8	4256	ENSLOCG00000003976	8075024	LG21	6505	M	M
BL18505	19613965	BFL_8	4258	ENSLOCG00000005855	14235648	LG21	6568	M	M
BL18522	19950016	BFL_8	4262	ENSLOCG00000004994	12109981	LG21	6541	M	M
BL18525	19983243	BFL_8	4265	ENSLOCG00000000723	144127	LG21	6425	M	M
BL18558	20678988	BFL_8	4273	ENSLOCG00000003997	8211348	LG21	6506	M	M
BL18563	20777251	BFL_8	4275	ENSLOCG00000005767	14117896	LG21	6565	M	M
BL18568	20945550	BFL_8	4278	ENSLOCG00000004384	8820960	LG21	6520	M	M
BL18569	20980594	BFL_8	4279	ENSLOCG00000003021	4263554	LG21	6478	M	M
BL18570	20984279	BFL_8	4280	ENSLOCG00000003002	4263076	LG21	6477	M	M
BL21275	21334667	BFL_8	4285	ENSLOCG00000003461	5085103	LG21	6488	M	M
BL21272	21411391	BFL_8	4286	ENSLOCG00000003419	5001676	LG21	6487	M	M
BL21247	22058856	BFL_8	4293	ENSLOCG00000003536	5144533	LG21	6491	M	M
BL21241	22145136	BFL_8	4294	ENSLOCG00000000748	145464	LG21	6426	M	M
BL21237	22189635	BFL_8	4296	ENSLOCG00000003154	4455416	LG21	6482	M	M
BL13204	22564720	BFL_8	4299	ENSLOCG00000005870	14241086	LG21	6569	M	M
BL13202	22603289	BFL_8	4300	ENSLOCG00000000885	197985	LG21	6431	M	M
BL13177	23138452	BFL_8	4302	ENSLOCG00000003505	5136375	LG21	6490	M	M
BL13144	23844721	BFL_8	4305	ENSLOCG00000002241	2577199	LG21	6456	M	M
BL13104	24374074	BFL_8	4311	ENSLOCG00000002768	3543247	LG21	6473	M	M
BL13095	24504340	BFL_8	4312	ENSLOCG00000001798	1859516	LG21	6446	M	M
BL13054	25305240	BFL_8	4319	ENSLOCG00000005818	14213576	LG21	6566	M	M
BL13050	25357364	BFL_8	4320	ENSLOCG00000001851	1950696	LG21	6448	M	M
BL26887	8609611	BFL_8	4076	ENSLOCG00000005912	7727936	LG20	6709	M	M
BL18115	12378022	BFL_8	4138	ENSLOCG00000006216	8719601	LG20	6717	M	M
BL18213	13893367	BFL_8	4166	ENSLOCG00000002092	1589419	LG20	6602	M	M
BL22700	4612660	BFL_8	4018	ENSLOCG00000004534	8554408	LG25	6868	M	M
BL27044	5655612	BFL_8	4031	ENSLOCG00000007937	12791194	LG26	7046	M	M
BL18061	11498322	BFL_8	4120	ENSLOCG00000003440	3921231	LG26	6992	M	M
BL18219	13979781	BFL_8	4169	ENSLOCG00000001475	575470	LG26	6956	M	M
BL18277	14926373	BFL_8	4189	ENSLOCG00000002710	3151489	LG26	6978	M	M
BL18406	17597218	BFL_8	4231	ENSLOCG00000002653	3122106	LG26	6977	M	M
BL26832	10212324	BFL_8	4091	ENSLOCG00000006840	10749968	LG22	7228	M	M
BL18289	15052991	BFL_8	4195	ENSLOCG00000002059	1519915	LG22	7088	M	M
