EA28386	ENSLOCG00000008751
EA52394	ENSLOCG00000006887
EA68133	ENSLOCG00000006716
EA54949	ENSLOCG00000003794
EA10585	ENSLOCG00000004006
EA37257	ENSLOCG00000003305
EA35047	ENSLOCG00000004364
EA19138	ENSLOCG00000009104
EA83584	ENSLOCG00000016336
EA24566	ENSLOCG00000012608
EA62317	ENSLOCG00000003296
EA45014	ENSLOCG00000016917
EA82709	ENSLOCG00000003094
EA14135	ENSLOCG00000006351
EA06346	ENSLOCG00000005150
EA81858	ENSLOCG00000003753
EA73845	ENSLOCG00000012416
EA36830	ENSLOCG00000009469
EA25350	ENSLOCG00000005973
EA65619	ENSLOCG00000001181
EA23393	ENSLOCG00000007713
EA63366	ENSLOCG00000015094
EA55605	ENSLOCG00000007004
EA54630	ENSLOCG00000016447
EA13873	ENSLOCG00000002319
EA05891	ENSLOCG00000006469
EA49422	ENSLOCG00000016084
EA24908	ENSLOCG00000009744
EA27348	ENSLOCG00000011804
EA30622	ENSLOCG00000009387
EA41315	ENSLOCG00000004240
EA00090	ENSLOCG00000007270
EA79091	ENSLOCG00000016737
EA00837	ENSLOCG00000012496
EA22101	ENSLOCG00000010150
EA41718	ENSLOCG00000004264
EA65469	ENSLOCG00000012487
EA11017	ENSLOCG00000010060
EA83066	ENSLOCG00000017257
EA78705	ENSLOCG00000015659
EA10553	ENSLOCG00000006964
EA12729	ENSLOCG00000010820
EA77917	ENSLOCG00000010989
EA16809	ENSLOCG00000000527
EA74167	ENSLOCG00000004830
EA01679	ENSLOCG00000012241
EA33779	ENSLOCG00000004800
EA54384	ENSLOCG00000001149
EA77985	ENSLOCG00000002125
EA07158	ENSLOCG00000006531
EA38953	ENSLOCG00000003694
EA79573	ENSLOCG00000003030
EA10606	ENSLOCG00000012891
EA49913	ENSLOCG00000015699
EA45314	ENSLOCG00000002158
EA29603	ENSLOCG00000006059
EA81457	ENSLOCG00000007352
EA75365	ENSLOCG00000017919
EA73668	ENSLOCG00000001409
EA53361	ENSLOCG00000017730
EA77414	ENSLOCG00000013006
EA14409	ENSLOCG00000017534
EA33742	ENSLOCG00000004404
EA78442	ENSLOCG00000010412
EA00190	ENSLOCG00000015080
EA33631	ENSLOCG00000010925
EA28915	ENSLOCG00000003521
EA82071	ENSLOCG00000002449
EA67285	ENSLOCG00000008703
EA21948	ENSLOCG00000000074
EA23396	ENSLOCG00000008483
EA28840	ENSLOCG00000009075
EA80020	ENSLOCG00000012756
EA16449	ENSLOCG00000016602
EA27732	ENSLOCG00000000495
EA48249	ENSLOCG00000007754
EA71274	ENSLOCG00000006400
EA44331	ENSLOCG00000017921
EA32825	ENSLOCG00000013286
EA16182	ENSLOCG00000010499
EA25092	ENSLOCG00000007391
EA82200	ENSLOCG00000002110
EA83312	ENSLOCG00000007751
EA80417	ENSLOCG00000005417
EA14392	ENSLOCG00000017352
EA74215	ENSLOCG00000010777
EA21846	ENSLOCG00000016391
EA73697	ENSLOCG00000015242
EA73365	ENSLOCG00000010535
EA37773	ENSLOCG00000013434
EA54712	ENSLOCG00000002375
EA15204	ENSLOCG00000003202
EA30841	ENSLOCG00000015405
EA68224	ENSLOCG00000003875
EA49744	ENSLOCG00000016337
EA40276	ENSLOCG00000015471
EA34184	ENSLOCG00000017183
EA80997	ENSLOCG00000013959
EA80257	ENSLOCG00000001341
EA20079	ENSLOCG00000010623
EA59429	ENSLOCG00000009517
EA42169	ENSLOCG00000016670
EA07579	ENSLOCG00000003975
EA23210	ENSLOCG00000010661
EA54388	ENSLOCG00000015953
EA04828	ENSLOCG00000009273
EA03259	ENSLOCG00000004690
EA03843	ENSLOCG00000016436
EA41842	ENSLOCG00000012934
EA55194	ENSLOCG00000011342
EA44276	ENSLOCG00000013628
EA75490	ENSLOCG00000004157
EA77402	ENSLOCG00000013958
EA78972	ENSLOCG00000016713
EA85454	ENSLOCG00000005428
EA53302	ENSLOCG00000015618
EA80283	ENSLOCG00000016948
EA20017	ENSLOCG00000011022
EA40522	ENSLOCG00000017847
EA46430	ENSLOCG00000008811
EA15848	ENSLOCG00000009363
EA41407	ENSLOCG00000015640
EA20863	ENSLOCG00000013798
EA07835	ENSLOCG00000010145
EA66671	ENSLOCG00000015045
EA51411	ENSLOCG00000012166
EA05931	ENSLOCG00000016540
EA62814	ENSLOCG00000003045
EA49620	ENSLOCG00000001166
EA16680	ENSLOCG00000009428
EA62160	ENSLOCG00000005178
EA60533	ENSLOCG00000005500
EA60283	ENSLOCG00000001670
EA36718	ENSLOCG00000004424
EA54369	ENSLOCG00000011791
EA14577	ENSLOCG00000002641
EA38080	ENSLOCG00000009949
EA64813	ENSLOCG00000001909
EA46488	ENSLOCG00000017757
EA44491	ENSLOCG00000007584
EA13949	ENSLOCG00000007553
EA52525	ENSLOCG00000014786
EA50947	ENSLOCG00000013249
EA05419	ENSLOCG00000010665
EA45741	ENSLOCG00000012299
EA50657	ENSLOCG00000017564
EA49231	ENSLOCG00000008582
EA47493	ENSLOCG00000005122
EA53190	ENSLOCG00000016301
EA75991	ENSLOCG00000007674
EA12188	ENSLOCG00000002195
EA55429	ENSLOCG00000016374
EA12701	ENSLOCG00000014705
EA43588	ENSLOCG00000007860
EA80716	ENSLOCG00000007714
EA20820	ENSLOCG00000009811
EA19878	ENSLOCG00000013529
EA68183	ENSLOCG00000008441
EA58831	ENSLOCG00000009688
EA44544	ENSLOCG00000002577
EA65580	ENSLOCG00000012716
EA80521	ENSLOCG00000004531
EA20841	ENSLOCG00000012273
EA29783	ENSLOCG00000009169
EA25695	ENSLOCG00000009372
EA11519	ENSLOCG00000016642
EA81190	ENSLOCG00000004139
EA76258	ENSLOCG00000002959
EA53627	ENSLOCG00000008419
EA04146	ENSLOCG00000001984
EA15355	ENSLOCG00000002054
EA17457	ENSLOCG00000014153
EA07045	ENSLOCG00000005483
EA83838	ENSLOCG00000017334
EA85593	ENSLOCG00000016166
EA48672	ENSLOCG00000017595
EA23254	ENSLOCG00000017179
EA45363	ENSLOCG00000007969
EA17174	ENSLOCG00000007974
EA20617	ENSLOCG00000014389
EA75634	ENSLOCG00000002999
EA02401	ENSLOCG00000005294
EA38432	ENSLOCG00000005629
EA30242	ENSLOCG00000015336
EA09666	ENSLOCG00000011626
EA13414	ENSLOCG00000009268
EA48463	ENSLOCG00000009540
EA53301	ENSLOCG00000009029
EA85113	ENSLOCG00000003218
EA43624	ENSLOCG00000006027
EA13391	ENSLOCG00000011449
EA16107	ENSLOCG00000004135
EA35280	ENSLOCG00000011474
EA74885	ENSLOCG00000011703
EA58209	ENSLOCG00000016127
EA35855	ENSLOCG00000013353
EA36075	ENSLOCG00000011090
EA17331	ENSLOCG00000017230
EA20900	ENSLOCG00000009970
EA82207	ENSLOCG00000007998
EA18029	ENSLOCG00000005998
EA29056	ENSLOCG00000001721
EA01147	ENSLOCG00000003177
EA67537	ENSLOCG00000006444
EA12648	ENSLOCG00000011799
EA80478	ENSLOCG00000007292
EA47682	ENSLOCG00000009236
EA05749	ENSLOCG00000002815
EA60575	ENSLOCG00000004875
EA50111	ENSLOCG00000006700
EA46192	ENSLOCG00000016550
EA58578	ENSLOCG00000003293
EA13661	ENSLOCG00000000440
EA06048	ENSLOCG00000016157
EA20736	ENSLOCG00000007703
EA19929	ENSLOCG00000004065
EA30176	ENSLOCG00000015422
EA18410	ENSLOCG00000013551
EA82400	ENSLOCG00000016329
EA18964	ENSLOCG00000011176
EA65288	ENSLOCG00000009261
EA66262	ENSLOCG00000006265
EA75522	ENSLOCG00000014145
EA75542	ENSLOCG00000007636
EA73065	ENSLOCG00000003724
EA76725	ENSLOCG00000014140
EA22269	ENSLOCG00000010611
EA16270	ENSLOCG00000015848
EA32901	ENSLOCG00000006262
EA78521	ENSLOCG00000012875
EA33579	ENSLOCG00000001136
EA32247	ENSLOCG00000001502
EA45838	ENSLOCG00000000508
EA13363	ENSLOCG00000008592
EA72444	ENSLOCG00000018172
EA02821	ENSLOCG00000000706
EA71995	ENSLOCG00000007451
EA84081	ENSLOCG00000002297
EA25378	ENSLOCG00000002408
EA06217	ENSLOCG00000013045
EA77124	ENSLOCG00000010498
EA46889	ENSLOCG00000004359
EA67778	ENSLOCG00000013329
EA28761	ENSLOCG00000011164
EA26508	ENSLOCG00000011803
EA51263	ENSLOCG00000012845
EA25994	ENSLOCG00000009434
EA81842	ENSLOCG00000015894
EA77301	ENSLOCG00000009758
EA02046	ENSLOCG00000007885
EA83715	ENSLOCG00000007534
EA78367	ENSLOCG00000016675
EA68835	ENSLOCG00000001745
EA55142	ENSLOCG00000006213
EA54535	ENSLOCG00000011121
EA09051	ENSLOCG00000016973
EA84206	ENSLOCG00000005630
EA21307	ENSLOCG00000015724
EA67551	ENSLOCG00000002377
EA64943	ENSLOCG00000003861
EA84086	ENSLOCG00000009156
EA46875	ENSLOCG00000016960
EA30192	ENSLOCG00000003806
EA23263	ENSLOCG00000009365
EA44386	ENSLOCG00000007176
EA06343	ENSLOCG00000007449
EA60822	ENSLOCG00000015520
EA67337	ENSLOCG00000011004
EA36762	ENSLOCG00000012343
EA54784	ENSLOCG00000015849
EA59629	ENSLOCG00000007187
EA60069	ENSLOCG00000017264
EA58109	ENSLOCG00000016993
EA09872	ENSLOCG00000002035
EA56628	ENSLOCG00000012385
EA12093	ENSLOCG00000009399
EA85069	ENSLOCG00000005978
EA17989	ENSLOCG00000014111
EA19860	ENSLOCG00000016700
EA19118	ENSLOCG00000016270
EA37816	ENSLOCG00000015539
EA13687	ENSLOCG00000011100
EA16814	ENSLOCG00000006342
EA64972	ENSLOCG00000007475
EA65846	ENSLOCG00000004215
EA01131	ENSLOCG00000007406
EA34434	ENSLOCG00000007551
EA02549	ENSLOCG00000005208
EA43422	ENSLOCG00000018338
EA80593	ENSLOCG00000015216
EA22713	ENSLOCG00000001083
EA71637	ENSLOCG00000008016
EA52769	ENSLOCG00000017048
EA59903	ENSLOCG00000009065
EA46418	ENSLOCG00000011891
EA16790	ENSLOCG00000006222
EA51177	ENSLOCG00000009544
EA72916	ENSLOCG00000008318
EA73639	ENSLOCG00000010711
EA77924	ENSLOCG00000003280
EA77347	ENSLOCG00000015012
EA85040	ENSLOCG00000000552
EA37409	ENSLOCG00000017240
EA33732	ENSLOCG00000013264
EA51245	ENSLOCG00000017583
EA23112	ENSLOCG00000016019
EA62912	ENSLOCG00000013049
EA64414	ENSLOCG00000017590
EA21752	ENSLOCG00000010760
EA55502	ENSLOCG00000007103
EA33685	ENSLOCG00000006261
EA65251	ENSLOCG00000011535
EA31465	ENSLOCG00000013587
EA42057	ENSLOCG00000016953
EA41557	ENSLOCG00000009271
EA16764	ENSLOCG00000001622
EA71744	ENSLOCG00000014918
EA43601	ENSLOCG00000015109
EA45146	ENSLOCG00000015688
EA82924	ENSLOCG00000016317
EA23139	ENSLOCG00000016308
EA09417	ENSLOCG00000016812
EA54060	ENSLOCG00000008789
EA64632	ENSLOCG00000013330
EA72977	ENSLOCG00000013306
EA81569	ENSLOCG00000014403
EA64868	ENSLOCG00000008536
EA78657	ENSLOCG00000009127
EA25946	ENSLOCG00000013359
EA79901	ENSLOCG00000003304
EA21041	ENSLOCG00000008944
EA20702	ENSLOCG00000000572
EA50040	ENSLOCG00000003137
EA44435	ENSLOCG00000003157
EA07106	ENSLOCG00000005016
EA05913	ENSLOCG00000003669
EA76780	ENSLOCG00000014017
EA72440	ENSLOCG00000012161
EA25496	ENSLOCG00000010852
EA66994	ENSLOCG00000012960
EA15899	ENSLOCG00000001779
EA13101	ENSLOCG00000011117
EA57017	ENSLOCG00000007855
EA48178	ENSLOCG00000017955
EA77670	ENSLOCG00000005118
EA22584	ENSLOCG00000015887
EA69470	ENSLOCG00000015139
EA28335	ENSLOCG00000012365
EA82710	ENSLOCG00000003169
EA15703	ENSLOCG00000010052
EA38486	ENSLOCG00000010657
EA47855	ENSLOCG00000000654
EA16584	ENSLOCG00000004722
EA15650	ENSLOCG00000002118
EA17036	ENSLOCG00000015512
EA38837	ENSLOCG00000014992
EA27908	ENSLOCG00000008927
EA26769	ENSLOCG00000008725
EA54756	ENSLOCG00000017004
EA05726	ENSLOCG00000004388
EA61666	ENSLOCG00000012527
EA83580	ENSLOCG00000005429
EA26158	ENSLOCG00000014610
EA00312	ENSLOCG00000003983
EA50425	ENSLOCG00000007883
EA46826	ENSLOCG00000010603
EA24385	ENSLOCG00000006123
EA79387	ENSLOCG00000011350
EA13858	ENSLOCG00000009882
EA42961	ENSLOCG00000017065
EA13502	ENSLOCG00000012704
EA52581	ENSLOCG00000016542
EA53176	ENSLOCG00000006941
EA12147	ENSLOCG00000009992
EA26684	ENSLOCG00000004754
EA24606	ENSLOCG00000009450
EA50276	ENSLOCG00000017604
EA67074	ENSLOCG00000002078
EA22565	ENSLOCG00000017188
EA05896	ENSLOCG00000003758
EA72668	ENSLOCG00000003761
EA03326	ENSLOCG00000017552
EA39242	ENSLOCG00000010093
EA55281	ENSLOCG00000017114
EA21850	ENSLOCG00000016275
EA16972	ENSLOCG00000007684
EA77967	ENSLOCG00000018158
EA12994	ENSLOCG00000000876
EA54090	ENSLOCG00000011150
EA25284	ENSLOCG00000007840
EA83639	ENSLOCG00000003763
EA71076	ENSLOCG00000006571
EA52337	ENSLOCG00000002050
EA45090	ENSLOCG00000005057
EA03496	ENSLOCG00000001914
EA77303	ENSLOCG00000014557
EA56653	ENSLOCG00000011631
EA75678	ENSLOCG00000015305
EA09496	ENSLOCG00000015933
EA12569	ENSLOCG00000009416
EA39011	ENSLOCG00000012026
EA03979	ENSLOCG00000003153
EA10745	ENSLOCG00000010963
EA09045	ENSLOCG00000011890
EA56449	ENSLOCG00000011941
EA12115	ENSLOCG00000016358
EA41735	ENSLOCG00000008740
EA62364	ENSLOCG00000009880
EA00702	ENSLOCG00000017189
EA34800	ENSLOCG00000000186
EA31803	ENSLOCG00000007107
EA49186	ENSLOCG00000011663
EA71664	ENSLOCG00000001428
EA53942	ENSLOCG00000016370
EA17066	ENSLOCG00000004598
EA75931	ENSLOCG00000004239
EA54096	ENSLOCG00000016089
EA67107	ENSLOCG00000007809
EA33737	ENSLOCG00000001896
EA78602	ENSLOCG00000004645
EA00571	ENSLOCG00000005258
EA33012	ENSLOCG00000001316
EA66968	ENSLOCG00000009595
EA37080	ENSLOCG00000016058
EA60913	ENSLOCG00000012949
EA52691	ENSLOCG00000013376
EA55268	ENSLOCG00000014527
EA74605	ENSLOCG00000016779
EA28279	ENSLOCG00000009041
EA24082	ENSLOCG00000004655
EA06654	ENSLOCG00000002885
EA65120	ENSLOCG00000003012
EA40828	ENSLOCG00000018089
EA16661	ENSLOCG00000005808
EA78223	ENSLOCG00000014172
EA85768	ENSLOCG00000000659
EA59147	ENSLOCG00000018154
EA31610	ENSLOCG00000001052
EA52933	ENSLOCG00000005841
EA41736	ENSLOCG00000011287
EA61271	ENSLOCG00000003899
EA16371	ENSLOCG00000003248
EA17031	ENSLOCG00000001792
EA09867	ENSLOCG00000015459
EA60255	ENSLOCG00000005324
EA19624	ENSLOCG00000011878
EA56614	ENSLOCG00000011014
EA83247	ENSLOCG00000012735
EA69734	ENSLOCG00000010109
EA07076	ENSLOCG00000006344
EA69041	ENSLOCG00000002488
EA31055	ENSLOCG00000017553
EA81672	ENSLOCG00000003555
EA20368	ENSLOCG00000006111
EA68387	ENSLOCG00000014536
EA36148	ENSLOCG00000003756
EA03862	ENSLOCG00000001305
EA19240	ENSLOCG00000013120
EA65840	ENSLOCG00000006818
EA67493	ENSLOCG00000013873
EA03542	ENSLOCG00000012954
EA75081	ENSLOCG00000016994
EA22309	ENSLOCG00000004233
EA49053	ENSLOCG00000012192
EA09247	ENSLOCG00000015449
EA27191	ENSLOCG00000009315
EA28905	ENSLOCG00000018182
EA71171	ENSLOCG00000006847
EA57404	ENSLOCG00000005504
EA61702	ENSLOCG00000012210
EA52892	ENSLOCG00000013841
EA17921	ENSLOCG00000012628
EA54055	ENSLOCG00000001411
EA35572	ENSLOCG00000011827
EA64459	ENSLOCG00000010478
EA60301	ENSLOCG00000012172
EA71032	ENSLOCG00000018253
EA84504	ENSLOCG00000002633
EA20376	ENSLOCG00000009164
EA12707	ENSLOCG00000014066
EA32902	ENSLOCG00000015081
EA42615	ENSLOCG00000009683
EA41266	ENSLOCG00000006329
EA41305	ENSLOCG00000005859
EA28621	ENSLOCG00000009424
EA42067	ENSLOCG00000004908
EA07652	ENSLOCG00000000236
EA81152	ENSLOCG00000017412
EA49159	ENSLOCG00000005747
EA67554	ENSLOCG00000011986
EA85283	ENSLOCG00000004115
EA29463	ENSLOCG00000001873
EA18693	ENSLOCG00000016402
EA06409	ENSLOCG00000011840
EA03527	ENSLOCG00000010034
EA40210	ENSLOCG00000001901
EA44139	ENSLOCG00000010464
EA14603	ENSLOCG00000016213
EA30593	ENSLOCG00000007282
EA39070	ENSLOCG00000003621
EA50942	ENSLOCG00000014629
EA67897	ENSLOCG00000011030
EA64933	ENSLOCG00000018103
EA37447	ENSLOCG00000007621
EA19232	ENSLOCG00000014213
EA48295	ENSLOCG00000013011
EA28747	ENSLOCG00000002662
EA80562	ENSLOCG00000007132
EA67642	ENSLOCG00000013594
EA81422	ENSLOCG00000003410
EA20294	ENSLOCG00000010686
EA06623	ENSLOCG00000010645
EA70162	ENSLOCG00000011896
EA34853	ENSLOCG00000009617
EA34936	ENSLOCG00000002360
EA77200	ENSLOCG00000008660
EA58359	ENSLOCG00000001849
EA44713	ENSLOCG00000013425
EA35252	ENSLOCG00000003277
EA35238	ENSLOCG00000008324
EA74950	ENSLOCG00000008102
EA82825	ENSLOCG00000000817
EA83876	ENSLOCG00000015620
EA26017	ENSLOCG00000012481
EA32028	ENSLOCG00000004020
EA19217	ENSLOCG00000006918
EA26537	ENSLOCG00000011101
EA70778	ENSLOCG00000015670
EA22597	ENSLOCG00000017637
EA45388	ENSLOCG00000003811
EA19736	ENSLOCG00000009626
EA39794	ENSLOCG00000009633
EA43985	ENSLOCG00000007063
EA77045	ENSLOCG00000008002
EA16442	ENSLOCG00000016523
EA50884	ENSLOCG00000009267
EA53240	ENSLOCG00000016352
EA27678	ENSLOCG00000003613
EA14266	ENSLOCG00000002942
EA06168	ENSLOCG00000017063
EA62875	ENSLOCG00000004484
EA04894	ENSLOCG00000016228
EA83268	ENSLOCG00000017384
EA83477	ENSLOCG00000001427
EA75975	ENSLOCG00000005246
EA20202	ENSLOCG00000002769
EA48996	ENSLOCG00000006341
EA37097	ENSLOCG00000017728
EA18510	ENSLOCG00000000023
EA46998	ENSLOCG00000014635
EA70907	ENSLOCG00000009894
EA54146	ENSLOCG00000008723
EA57063	ENSLOCG00000003816
EA62412	ENSLOCG00000007797
EA69746	ENSLOCG00000009712
EA24901	ENSLOCG00000006708
EA82389	ENSLOCG00000009407
EA49392	ENSLOCG00000012489
EA04331	ENSLOCG00000015498
EA01149	ENSLOCG00000002312
EA54381	ENSLOCG00000011009
EA67459	ENSLOCG00000012562
EA18700	ENSLOCG00000016889
EA65888	ENSLOCG00000006424
EA67373	ENSLOCG00000006598
EA16541	ENSLOCG00000016663
EA38292	ENSLOCG00000009637
EA59503	ENSLOCG00000007654
EA37235	ENSLOCG00000012337
EA38093	ENSLOCG00000013484
EA60157	ENSLOCG00000013749
EA69206	ENSLOCG00000007563
EA70226	ENSLOCG00000013897
EA44990	ENSLOCG00000016659
EA81087	ENSLOCG00000006802
EA14236	ENSLOCG00000016146
EA08037	ENSLOCG00000006334
EA05399	ENSLOCG00000002284
EA73312	ENSLOCG00000012080
EA74833	ENSLOCG00000002286
EA61887	ENSLOCG00000011341
EA80512	ENSLOCG00000010978
EA21248	ENSLOCG00000016840
EA23014	ENSLOCG00000011387
EA18016	ENSLOCG00000002900
EA12021	ENSLOCG00000013454
EA46849	ENSLOCG00000006419
EA36471	ENSLOCG00000009978
EA16704	ENSLOCG00000006778
EA52385	ENSLOCG00000012081
EA05011	ENSLOCG00000002747
EA57283	ENSLOCG00000002006
EA60497	ENSLOCG00000011662
EA39865	ENSLOCG00000006288
EA13435	ENSLOCG00000003819
EA76453	ENSLOCG00000006046
EA74718	ENSLOCG00000014346
EA77688	ENSLOCG00000007250
EA73643	ENSLOCG00000012309
EA54780	ENSLOCG00000016842
EA32996	ENSLOCG00000004247
EA75313	ENSLOCG00000010578
EA28569	ENSLOCG00000013711
EA30618	ENSLOCG00000013241
EA79796	ENSLOCG00000009799
EA17447	ENSLOCG00000016211
EA77766	ENSLOCG00000012211
EA45318	ENSLOCG00000009183
EA06229	ENSLOCG00000015111
EA35128	ENSLOCG00000015330
EA31261	ENSLOCG00000005306
EA19798	ENSLOCG00000010944
EA82323	ENSLOCG00000013331
EA85147	ENSLOCG00000015638
EA60403	ENSLOCG00000016929
EA19200	ENSLOCG00000012464
EA20277	ENSLOCG00000016017
EA43204	ENSLOCG00000015878
EA49505	ENSLOCG00000006767
EA52843	ENSLOCG00000005274
EA44094	ENSLOCG00000009986
EA23552	ENSLOCG00000011166
EA45972	ENSLOCG00000007572
EA13617	ENSLOCG00000001449
EA05730	ENSLOCG00000002052
EA57734	ENSLOCG00000007062
EA35031	ENSLOCG00000008609
EA34156	ENSLOCG00000003960
EA09886	ENSLOCG00000006122
EA62159	ENSLOCG00000006099
EA25610	ENSLOCG00000005014
EA21213	ENSLOCG00000014567
EA68047	ENSLOCG00000008058
EA20502	ENSLOCG00000012833
EA85065	ENSLOCG00000017100
EA57892	ENSLOCG00000002373
EA85396	ENSLOCG00000002968
EA78321	ENSLOCG00000000983
EA32380	ENSLOCG00000017643
EA43756	ENSLOCG00000004677
EA40639	ENSLOCG00000004893
EA10931	ENSLOCG00000000293
EA46673	ENSLOCG00000003165
EA02021	ENSLOCG00000003891
EA38290	ENSLOCG00000014573
EA38901	ENSLOCG00000004734
EA00807	ENSLOCG00000005602
EA03222	ENSLOCG00000016439
EA74490	ENSLOCG00000017936
EA62543	ENSLOCG00000001259
EA76965	ENSLOCG00000009530
EA76288	ENSLOCG00000003577
EA36617	ENSLOCG00000010599
EA05646	ENSLOCG00000017480
EA04098	ENSLOCG00000006706
EA02942	ENSLOCG00000000710
EA15250	ENSLOCG00000007130
EA25158	ENSLOCG00000009884
EA53125	ENSLOCG00000015561
EA58652	ENSLOCG00000010966
EA72652	ENSLOCG00000012657
EA80691	ENSLOCG00000006370
EA20486	ENSLOCG00000011397
EA47841	ENSLOCG00000017701
EA67799	ENSLOCG00000013730
EA76384	ENSLOCG00000017030
EA41078	ENSLOCG00000001447
EA05233	ENSLOCG00000017086
EA51076	ENSLOCG00000006093
EA68625	ENSLOCG00000008457
EA51249	ENSLOCG00000007841
EA66521	ENSLOCG00000008066
EA43567	ENSLOCG00000009142
EA29147	ENSLOCG00000012461
EA19233	ENSLOCG00000016515
EA18118	ENSLOCG00000014892
EA62329	ENSLOCG00000003183
EA62529	ENSLOCG00000013580
EA69813	ENSLOCG00000013778
EA70048	ENSLOCG00000008201
EA82871	ENSLOCG00000005699
EA29456	ENSLOCG00000013176
EA61648	ENSLOCG00000007071
EA16251	ENSLOCG00000001808
EA12621	ENSLOCG00000016151
EA02350	ENSLOCG00000013490
EA52599	ENSLOCG00000012158
EA00261	ENSLOCG00000009489
EA46309	ENSLOCG00000011911
EA18087	ENSLOCG00000011147
EA73665	ENSLOCG00000013344
EA49487	ENSLOCG00000010053
EA65740	ENSLOCG00000006326
EA24221	ENSLOCG00000012169
EA22518	ENSLOCG00000015390
EA07132	ENSLOCG00000000429
EA20150	ENSLOCG00000014873
EA73460	ENSLOCG00000013893
EA43357	ENSLOCG00000005461
EA65108	ENSLOCG00000013224
EA68428	ENSLOCG00000014545
EA28719	ENSLOCG00000005862
EA19721	ENSLOCG00000016733
EA49598	ENSLOCG00000001714
EA31454	ENSLOCG00000005809
EA34486	ENSLOCG00000010537
EA81238	ENSLOCG00000001633
EA06228	ENSLOCG00000016120
EA62393	ENSLOCG00000003068
EA37509	ENSLOCG00000007520
EA38697	ENSLOCG00000004478
EA43337	ENSLOCG00000005019
EA40526	ENSLOCG00000006462
EA71579	ENSLOCG00000010842
EA47156	ENSLOCG00000008824
EA26458	ENSLOCG00000001504
EA48881	ENSLOCG00000008621
EA21207	ENSLOCG00000015903
EA52677	ENSLOCG00000006070
EA31737	ENSLOCG00000010566
EA09958	ENSLOCG00000014598
EA07931	ENSLOCG00000013971
EA46270	ENSLOCG00000016561
EA06749	ENSLOCG00000004966
EA39997	ENSLOCG00000015205
EA13369	ENSLOCG00000001308
EA20796	ENSLOCG00000010898
EA17538	ENSLOCG00000008663
EA02617	ENSLOCG00000001912
EA02254	ENSLOCG00000000392
EA45490	ENSLOCG00000011845
EA41546	ENSLOCG00000002903
EA14190	ENSLOCG00000004390
EA00671	ENSLOCG00000016588
EA01158	ENSLOCG00000004900
EA60088	ENSLOCG00000003682
EA39014	ENSLOCG00000003778
EA69744	ENSLOCG00000016107
EA01970	ENSLOCG00000006303
EA73977	ENSLOCG00000006063
EA08030	ENSLOCG00000005124
EA77139	ENSLOCG00000014897
EA78237	ENSLOCG00000013698
EA17404	ENSLOCG00000002249
EA02256	ENSLOCG00000003535
EA32229	ENSLOCG00000011037
EA11007	ENSLOCG00000002539
EA61039	ENSLOCG00000001082
EA19168	ENSLOCG00000010083
EA64794	ENSLOCG00000007806
EA74250	ENSLOCG00000013810
EA83295	ENSLOCG00000017333
EA68838	ENSLOCG00000013519
EA13053	ENSLOCG00000014302
EA14657	ENSLOCG00000007581
EA26589	ENSLOCG00000006785
EA31824	ENSLOCG00000015359
EA01298	ENSLOCG00000012392
EA52809	ENSLOCG00000012227
EA47081	ENSLOCG00000006195
EA04445	ENSLOCG00000003803
EA68647	ENSLOCG00000004063
EA72388	ENSLOCG00000001328
EA15987	ENSLOCG00000013791
EA54594	ENSLOCG00000008965
EA33471	ENSLOCG00000009121
EA32495	ENSLOCG00000017092
EA72153	ENSLOCG00000007838
EA72369	ENSLOCG00000010117
EA69938	ENSLOCG00000002628
EA20800	ENSLOCG00000013556
EA66143	ENSLOCG00000012580
EA66088	ENSLOCG00000011088
EA36420	ENSLOCG00000015733
EA76635	ENSLOCG00000015593
EA06002	ENSLOCG00000001471
EA28731	ENSLOCG00000007294
EA19367	ENSLOCG00000009565
EA26893	ENSLOCG00000000774
EA71338	ENSLOCG00000012763
EA15347	ENSLOCG00000006236
EA40484	ENSLOCG00000002643
EA44258	ENSLOCG00000017243
EA79126	ENSLOCG00000008825
EA27179	ENSLOCG00000013287
EA70621	ENSLOCG00000011259
EA40330	ENSLOCG00000011687
EA33843	ENSLOCG00000007792
EA32835	ENSLOCG00000008446
EA30837	ENSLOCG00000009063
EA71122	ENSLOCG00000006652
EA01943	ENSLOCG00000013099
EA73866	ENSLOCG00000010856
EA58558	ENSLOCG00000002694
EA55380	ENSLOCG00000003658
EA79420	ENSLOCG00000006595
EA29276	ENSLOCG00000013549
EA01846	ENSLOCG00000011548
EA65174	ENSLOCG00000004666
EA46909	ENSLOCG00000002483
EA52428	ENSLOCG00000007209
EA60209	ENSLOCG00000014392
EA38991	ENSLOCG00000010812
EA19800	ENSLOCG00000016708
EA47624	ENSLOCG00000014764
EA08026	ENSLOCG00000002416
EA28726	ENSLOCG00000010441
EA81301	ENSLOCG00000007706
EA69900	ENSLOCG00000014550
EA79150	ENSLOCG00000013998
EA44045	ENSLOCG00000005469
EA42428	ENSLOCG00000005046
EA61237	ENSLOCG00000009938
EA44719	ENSLOCG00000009973
EA32646	ENSLOCG00000009209
EA41224	ENSLOCG00000005895
EA10237	ENSLOCG00000006166
EA27285	ENSLOCG00000015201
EA85457	ENSLOCG00000005257
EA22319	ENSLOCG00000010095
EA06067	ENSLOCG00000012270
EA36167	ENSLOCG00000003428
EA64901	ENSLOCG00000014055
