EA44645	ENSGALG00000032763.2
EA11456	ENSGALG00000020419.3
EA55576	ENSGALG00000016797.6
EA04199	ENSGALG00000033077.1
EA48179	ENSGALG00000009844.6
EA47218	ENSGALG00000010763.5
EA14135	ENSGALG00000006876.6
EA58139	ENSGALG00000033204.1
EA35779	ENSGALG00000038160.1
EA26710	ENSGALG00000032082.1
EA21265	ENSGALG00000006421.6
EA03585	ENSGALG00000005420.6
EA75756	ENSGALG00000002634.5
EA84674	ENSGALG00000008744.5
EA73098	ENSGALG00000008814.5
EA62026	ENSGALG00000039424.1
EA60285	ENSGALG00000012837.6
EA54961	ENSGALG00000015306.2
EA40245	ENSGALG00000003337.6
EA05253	ENSGALG00000004820.5
EA41300	ENSGALG00000007216.6
EA17418	ENSGALG00000033170.2
EA23090	ENSGALG00000003631.5
EA42667	ENSGALG00000042421.2
EA32654	ENSGALG00000005787.5
EA20462	ENSGALG00000004870.6
EA24565	ENSGALG00000008621.5
EA84438	ENSGALG00000001996.5
EA10646	ENSGALG00000032400.1
EA84222	ENSGALG00000031341.1
EA82907	ENSGALG00000039468.1
EA06934	ENSGALG00000021572.4
EA40810	ENSGALG00000005200.6
EA27574	ENSGALG00000033877.1
EA28222	ENSGALG00000003326.5
EA50877	ENSGALG00000009850.6
EA76453	ENSGALG00000042469.2
EA63403	ENSGALG00000014701.6
EA37471	ENSGALG00000010318.5
EA72247	ENSGALG00000002371.5
EA25965	ENSGALG00000012128.6
EA18141	ENSGALG00000042266.1
EA24385	ENSGALG00000026516.3
EA54230	ENSGALG00000003383.5
EA00303	ENSGALG00000016665.3
EA19169	ENSGALG00000002882.5
EA36883	ENSGALG00000009252.7
EA16905	ENSGALG00000016442.7
EA48327	ENSGALG00000016823.5
EA30192	ENSGALG00000030775.1
EA78643	ENSGALG00000002362.5
EA49296	ENSGALG00000009919.5
EA73843	ENSGALG00000034067.1
EA72871	ENSGALG00000006956.5
EA77303	ENSGALG00000006641.6
EA85000	ENSGALG00000019036.5
EA05020	ENSGALG00000011069.4
EA81188	ENSGALG00000016552.5
EA44302	ENSGALG00000004460.5
EA53942	ENSGALG00000046008.1
EA54505	ENSGALG00000007272.5
EA55314	ENSGALG00000004480.4
EA10379	ENSGALG00000001569.5
EA21883	ENSGALG00000008586.4
EA02091	ENSGALG00000013971.4
EA85552	ENSGALG00000037219.2
EA80719	ENSGALG00000030862.2
EA39338	ENSGALG00000042031.1
EA85419	ENSGALG00000009021.5
EA07535	ENSGALG00000032789.2
EA53302	ENSGALG00000008550.5
EA63966	ENSGALG00000037258.1
EA65924	ENSGALG00000034212.1
EA51466	ENSGALG00000010296.6
EA70044	ENSGALG00000030344.1
EA34953	ENSGALG00000003247.5
EA51070	ENSGALG00000016974.5
EA49218	ENSGALG00000045226.1
EA67646	ENSGALG00000015151.4
EA81190	ENSGALG00000033439.2
EA46939	ENSGALG00000011182.5
EA82871	ENSGALG00000005976.6
EA29355	ENSGALG00000012543.5
EA70890	ENSGALG00000007353.5
EA71214	ENSGALG00000015595.4
EA16616	ENSGALG00000013632.6
EA57124	ENSGALG00000011239.6
EA59246	ENSGALG00000037675.2
EA72590	ENSGALG00000015090.5
EA23390	ENSGALG00000008286.5
EA76725	ENSGALG00000013940.6
EA64729	ENSGALG00000037401.2
EA45419	ENSGALG00000043372.2
EA70220	ENSGALG00000001101.5
EA52313	ENSGALG00000008496.4
EA23958	ENSGALG00000024480.4
EA50496	ENSGALG00000008198.5
EA68641	ENSGALG00000041181.1
EA22915	ENSGALG00000034414.1
EA22084	ENSGALG00000002878.6
EA27678	ENSGALG00000004192.5
EA68450	ENSGALG00000042651.1
EA24028	ENSGALG00000009540.3
EA02124	ENSGALG00000033919.1
EA55486	ENSGALG00000002479.5
EA00631	ENSGALG00000001076.5
EA33631	ENSGALG00000030800.1
EA18046	ENSGALG00000027682.3
EA19168	ENSGALG00000018946.5
EA64347	ENSGALG00000013212.5
EA23210	ENSGALG00000004517.5
EA85205	ENSGALG00000000847.6
EA81660	ENSGALG00000002985.6
EA48273	ENSGALG00000036067.1
EA66924	ENSGALG00000008128.6
EA41672	ENSGALG00000038003.1
EA44622	ENSGALG00000001144.6
EA70063	ENSGALG00000002326.5
EA81406	ENSGALG00000015320.3
EA33652	ENSGALG00000011457.5
EA10338	ENSGALG00000030011.2
EA85346	ENSGALG00000044675.1
EA75634	ENSGALG00000011884.5
EA05518	ENSGALG00000016590.6
EA14917	ENSGALG00000019019.5
EA58117	ENSGALG00000005303.6
EA62251	ENSGALG00000046256.1
EA17252	ENSGALG00000016279.4
EA73402	ENSGALG00000006576.5
EA10002	ENSGALG00000008167.5
EA29456	ENSGALG00000000404.6
EA53542	ENSGALG00000031163.1
EA03289	ENSGALG00000003879.5
EA06791	ENSGALG00000029242.1
EA62973	ENSGALG00000040492.1
EA64833	ENSGALG00000039205.1
EA36554	ENSGALG00000039772.2
EA20820	ENSGALG00000005947.6
EA74900	ENSGALG00000007393.6
EA56605	ENSGALG00000008555.5
EA27412	ENSGALG00000010718.5
EA59118	ENSGALG00000003403.5
EA57885	ENSGALG00000003256.6
EA70981	ENSGALG00000007382.6
EA74885	ENSGALG00000000055.5
EA53234	ENSGALG00000009003.5
EA58674	ENSGALG00000038298.2
EA37816	ENSGALG00000010639.5
EA58520	ENSGALG00000009309.6
EA40129	ENSGALG00000043107.1
EA36117	ENSGALG00000036806.1
EA05967	ENSGALG00000012836.5
EA00718	ENSGALG00000004534.4
EA38951	ENSGALG00000012011.6
EA05713	ENSGALG00000015570.3
EA85681	ENSGALG00000037845.1
EA70422	ENSGALG00000003039.5
EA04605	ENSGALG00000008100.3
EA01155	ENSGALG00000031737.1
EA75664	ENSGALG00000005054.5
EA21179	ENSGALG00000030175.2
EA58848	ENSGALG00000024053.4
EA57610	ENSGALG00000000650.5
EA58355	ENSGALG00000003816.5
EA84086	ENSGALG00000043193.1
EA61116	ENSGALG00000002055.6
EA72506	ENSGALG00000012594.6
EA81165	ENSGALG00000027262.2
EA18132	ENSGALG00000041232.1
EA83203	ENSGALG00000026007.2
EA43847	ENSGALG00000001143.6
EA05383	ENSGALG00000017148.6
EA07747	ENSGALG00000042515.1
EA73761	ENSGALG00000010371.5
EA28154	ENSGALG00000014085.6
EA83463	ENSGALG00000031525.1
EA84399	ENSGALG00000000226.5
EA20923	ENSGALG00000010792.5
EA48781	ENSGALG00000004671.5
EA44719	ENSGALG00000003880.5
EA20279	ENSGALG00000010822.3
EA31595	ENSGALG00000017026.4
EA79096	ENSGALG00000027476.2
EA72817	ENSGALG00000036300.2
EA10428	ENSGALG00000044726.1
EA56682	ENSGALG00000008187.5
EA30259	ENSGALG00000007513.6
EA76645	ENSGALG00000005678.6
EA38862	ENSGALG00000009052.2
EA04328	ENSGALG00000041814.1
EA03167	ENSGALG00000003365.6
EA01289	ENSGALG00000034344.2
EA34867	ENSGALG00000008730.6
EA45139	ENSGALG00000029670.2
EA63243	ENSGALG00000002578.6
EA57700	ENSGALG00000005983.5
EA74770	ENSGALG00000005622.5
EA08091	ENSGALG00000015410.6
EA58780	ENSGALG00000031947.1
EA07775	ENSGALG00000029944.2
EA74074	ENSGALG00000004108.6
EA25907	ENSGALG00000013135.4
EA82309	ENSGALG00000029523.1
EA70452	ENSGALG00000004347.5
EA19886	ENSGALG00000008836.6
EA65288	ENSGALG00000042929.1
EA48189	ENSGALG00000030253.1
EA25023	ENSGALG00000040833.2
EA20131	ENSGALG00000008394.5
EA77868	ENSGALG00000016350.5
EA70919	ENSGALG00000008980.6
EA75262	ENSGALG00000035194.1
EA34628	ENSGALG00000006969.6
EA63234	ENSGALG00000020895.4
EA35519	ENSGALG00000002595.5
EA33390	ENSGALG00000008393.3
EA52782	ENSGALG00000006963.5
EA03428	ENSGALG00000037872.1
EA73860	ENSGALG00000041445.1
EA61265	ENSGALG00000008910.5
EA06807	ENSGALG00000038536.2
EA61367	ENSGALG00000010269.5
EA47493	ENSGALG00000034216.1
EA77220	ENSGALG00000030603.1
EA55605	ENSGALG00000033186.1
EA54630	ENSGALG00000009926.5
EA02483	ENSGALG00000003424.5
EA01248	ENSGALG00000039541.1
EA54312	ENSGALG00000015590.5
EA03176	ENSGALG00000042641.1
EA66384	ENSGALG00000041080.1
EA16454	ENSGALG00000015970.5
EA57437	ENSGALG00000035068.1
EA53691	ENSGALG00000001607.5
EA72484	ENSGALG00000032278.1
EA16002	ENSGALG00000004640.6
EA52845	ENSGALG00000011114.5
EA24136	ENSGALG00000008094.5
EA55523	ENSGALG00000034982.1
EA62107	ENSGALG00000009086.4
EA74519	ENSGALG00000005506.6
EA27087	ENSGALG00000006173.6
EA45742	ENSGALG00000000223.6
EA15495	ENSGALG00000028191.2
EA32160	ENSGALG00000043930.1
EA60575	ENSGALG00000013383.6
EA47987	ENSGALG00000003308.5
EA25406	ENSGALG00000007958.5
EA25637	ENSGALG00000010694.5
EA00567	ENSGALG00000013095.6
EA01917	ENSGALG00000016698.5
EA07488	ENSGALG00000029709.1
EA60815	ENSGALG00000004793.5
EA74331	ENSGALG00000023032.2
EA71855	ENSGALG00000026271.2
EA72213	ENSGALG00000010081.6
EA79299	ENSGALG00000041437.1
EA73851	ENSGALG00000042423.1
EA79334	ENSGALG00000009865.6
EA12386	ENSGALG00000041962.1
EA77965	ENSGALG00000000329.6
EA52933	ENSGALG00000039741.1
EA02628	ENSGALG00000003029.5
EA01994	ENSGALG00000002056.3
EA10469	ENSGALG00000027834.2
EA60790	ENSGALG00000009570.6
EA62507	ENSGALG00000005061.6
EA13825	ENSGALG00000029198.1
EA41241	ENSGALG00000015751.6
EA06893	ENSGALG00000017106.5
EA35415	ENSGALG00000010109.5
EA79322	ENSGALG00000010614.4
EA31740	ENSGALG00000010356.5
EA04331	ENSGALG00000016513.6
EA04133	ENSGALG00000012181.6
EA20151	ENSGALG00000009723.5
EA78576	ENSGALG00000014924.7
EA25840	ENSGALG00000034025.1
EA01673	ENSGALG00000011124.6
EA04805	ENSGALG00000029387.1
EA33743	ENSGALG00000001452.5
EA30516	ENSGALG00000002750.5
EA23770	ENSGALG00000012230.6
EA44750	ENSGALG00000011794.3
EA43022	ENSGALG00000002797.5
EA18948	ENSGALG00000030925.1
EA47356	ENSGALG00000009565.3
EA30415	ENSGALG00000014690.5
EA25114	ENSGALG00000008905.5
EA16042	ENSGALG00000014846.5
EA57856	ENSGALG00000011098.4
EA69984	ENSGALG00000004294.5
EA28724	ENSGALG00000011068.5
EA18876	ENSGALG00000011572.6
EA53612	ENSGALG00000008359.4
EA78631	ENSGALG00000007572.5
EA80722	ENSGALG00000029190.2
EA51524	ENSGALG00000041616.1
EA65695	ENSGALG00000040770.1
EA52676	ENSGALG00000013785.5
EA12901	ENSGALG00000042105.1
EA54535	ENSGALG00000032418.2
EA07049	ENSGALG00000015545.6
EA61337	ENSGALG00000043916.1
EA48763	ENSGALG00000010541.4
EA74216	ENSGALG00000015437.5
EA10582	ENSGALG00000008372.5
EA39633	ENSGALG00000006361.6
EA72568	ENSGALG00000015713.6
EA69376	ENSGALG00000022950.3
EA57067	ENSGALG00000015844.6
EA31091	ENSGALG00000015473.6
EA01485	ENSGALG00000004345.5
EA71234	ENSGALG00000041089.1
EA33545	ENSGALG00000004176.4
EA01013	ENSGALG00000013743.5
EA73365	ENSGALG00000009790.3
EA33401	ENSGALG00000002345.5
EA84854	ENSGALG00000006594.6
EA24974	ENSGALG00000039734.1
EA38456	ENSGALG00000039473.2
EA04051	ENSGALG00000003500.5
EA80024	ENSGALG00000039842.1
EA63391	ENSGALG00000001658.6
EA26903	ENSGALG00000009676.5
EA36512	ENSGALG00000010504.5
EA38022	ENSGALG00000012052.5
EA62956	ENSGALG00000009458.6
EA72332	ENSGALG00000028512.2
EA70128	ENSGALG00000039477.1
EA60734	ENSGALG00000005150.5
EA61936	ENSGALG00000005823.6
EA18570	ENSGALG00000016772.4
EA65105	ENSGALG00000001602.6
EA76198	ENSGALG00000002501.4
EA37187	ENSGALG00000040840.2
EA37911	ENSGALG00000011655.6
EA71029	ENSGALG00000006705.5
EA53677	ENSGALG00000004816.5
EA07691	ENSGALG00000003743.4
EA64742	ENSGALG00000012702.4
EA57563	ENSGALG00000041896.1
EA35935	ENSGALG00000043243.1
EA60343	ENSGALG00000042577.2
EA20287	ENSGALG00000000419.5
EA44090	ENSGALG00000036827.1
EA05745	ENSGALG00000005896.6
EA52776	ENSGALG00000012744.4
EA82136	ENSGALG00000006092.5
EA48813	ENSGALG00000015451.5
EA49791	ENSGALG00000010526.5
EA71154	ENSGALG00000030988.1
EA21849	ENSGALG00000005248.5
EA72153	ENSGALG00000016262.5
EA68956	ENSGALG00000020741.4
EA24687	ENSGALG00000007929.6
EA84013	ENSGALG00000015969.5
EA18016	ENSGALG00000044716.1
EA71744	ENSGALG00000005659.4
EA60885	ENSGALG00000000657.4
EA02780	ENSGALG00000027818.2
EA00212	ENSGALG00000033678.1
EA72943	ENSGALG00000005181.5
EA41419	ENSGALG00000007276.5
EA04142	ENSGALG00000010401.6
EA36528	ENSGALG00000028937.2
EA50362	ENSGALG00000011498.4
EA57637	ENSGALG00000016364.5
EA36069	ENSGALG00000015665.1
EA48180	ENSGALG00000007477.6
EA48276	ENSGALG00000010410.5
EA64274	ENSGALG00000013484.5
EA16579	ENSGALG00000029789.1
EA52677	ENSGALG00000033460.2
EA03960	ENSGALG00000044599.1
EA04514	ENSGALG00000004227.2
EA73355	ENSGALG00000032836.1
EA78994	ENSGALG00000041078.1
EA01703	ENSGALG00000014194.6
EA78209	ENSGALG00000001849.4
EA77446	ENSGALG00000003875.5
EA72944	ENSGALG00000016124.6
EA12308	ENSGALG00000015959.5
EA54384	ENSGALG00000039071.1
EA71368	ENSGALG00000030729.1
EA54867	ENSGALG00000002013.5
EA02405	ENSGALG00000017009.6
EA56653	ENSGALG00000015652.6
EA17865	ENSGALG00000031372.1
EA02932	ENSGALG00000030028.2
EA09059	ENSGALG00000010622.5
EA15685	ENSGALG00000016389.4
EA04884	ENSGALG00000030776.1
EA74151	ENSGALG00000005972.5
EA75788	ENSGALG00000027860.2
EA00499	ENSGALG00000012131.6
EA81149	ENSGALG00000011992.6
EA48313	ENSGALG00000035421.2
EA78766	ENSGALG00000002094.5
EA10099	ENSGALG00000037632.2
EA75349	ENSGALG00000030530.1
EA05131	ENSGALG00000004088.5
EA19986	ENSGALG00000041216.1
EA70468	ENSGALG00000012968.5
EA49513	ENSGALG00000008525.5
EA47321	ENSGALG00000009642.3
EA00571	ENSGALG00000000615.6
EA58290	ENSGALG00000001174.4
EA09761	ENSGALG00000033677.1
EA83390	ENSGALG00000007948.4
EA15950	ENSGALG00000044554.1
EA40472	ENSGALG00000011549.4
EA26508	ENSGALG00000041267.1
EA35462	ENSGALG00000023490.3
EA34664	ENSGALG00000014213.5
EA78196	ENSGALG00000012974.3
EA78680	ENSGALG00000001925.5
EA34111	ENSGALG00000031666.1
EA11017	ENSGALG00000011921.5
EA29396	ENSGALG00000013441.5
EA29191	ENSGALG00000006939.5
EA23901	ENSGALG00000003558.5
EA26307	ENSGALG00000043025.2
EA54300	ENSGALG00000013647.6
EA52936	ENSGALG00000003781.5
EA28253	ENSGALG00000004518.5
EA01819	ENSGALG00000005567.5
EA73091	ENSGALG00000016852.4
EA67221	ENSGALG00000038723.1
EA82494	ENSGALG00000037172.2
EA50704	ENSGALG00000043039.1
EA69814	ENSGALG00000036511.1
EA43312	ENSGALG00000002886.3
EA04950	ENSGALG00000032946.1
EA50071	ENSGALG00000003219.6
EA68021	ENSGALG00000033091.2
EA53506	ENSGALG00000005617.5
EA85471	ENSGALG00000033074.1
EA19657	ENSGALG00000010047.5
EA42880	ENSGALG00000011555.6
EA69203	ENSGALG00000002363.3
EA74927	ENSGALG00000016241.5
EA34921	ENSGALG00000041978.1
EA34150	ENSGALG00000002159.3
EA73092	ENSGALG00000010019.4
EA25173	ENSGALG00000037944.1
EA50672	ENSGALG00000010048.5
EA17457	ENSGALG00000013916.5
EA58583	ENSGALG00000004081.6
EA38918	ENSGALG00000010598.4
EA79192	ENSGALG00000037991.1
EA70465	ENSGALG00000034352.1
EA00536	ENSGALG00000034625.2
EA31959	ENSGALG00000010743.4
EA70778	ENSGALG00000007606.5
EA72339	ENSGALG00000011203.5
EA45618	ENSGALG00000008318.5
EA37505	ENSGALG00000010708.6
EA62681	ENSGALG00000011132.5
EA38178	ENSGALG00000027138.2
EA29013	ENSGALG00000006795.6
EA38466	ENSGALG00000038522.2
EA37057	ENSGALG00000046494.1
EA53656	ENSGALG00000016872.6
EA73639	ENSGALG00000003720.5
EA62231	ENSGALG00000006131.3
EA72082	ENSGALG00000009704.5
EA66461	ENSGALG00000010170.5
EA46830	ENSGALG00000009858.5
EA78702	ENSGALG00000001229.6
EA75805	ENSGALG00000002377.6
EA25739	ENSGALG00000031193.1
EA63830	ENSGALG00000006782.6
EA26389	ENSGALG00000004825.6
EA57906	ENSGALG00000002569.6
EA39191	ENSGALG00000001158.5
EA73223	ENSGALG00000009179.5
EA12556	ENSGALG00000011169.6
EA85488	ENSGALG00000030383.2
EA77301	ENSGALG00000000122.5
EA14713	ENSGALG00000002321.5
EA36350	ENSGALG00000011389.5
EA33685	ENSGALG00000023439.2
EA45300	ENSGALG00000015185.5
EA59048	ENSGALG00000013197.5
EA84073	ENSGALG00000004620.5
EA29828	ENSGALG00000010077.5
EA42439	ENSGALG00000046347.1
EA67222	ENSGALG00000044240.1
EA62721	ENSGALG00000006627.5
EA10680	ENSGALG00000012341.5
EA83048	ENSGALG00000041072.2
EA53708	ENSGALG00000003319.5
EA00912	ENSGALG00000035677.2
EA54830	ENSGALG00000003260.6
EA55129	ENSGALG00000037018.1
EA61390	ENSGALG00000044625.1
EA69303	ENSGALG00000011387.6
EA11758	ENSGALG00000008953.4
EA27917	ENSGALG00000010224.5
EA65938	ENSGALG00000013573.4
EA68030	ENSGALG00000013437.5
EA53363	ENSGALG00000008504.6
EA66472	ENSGALG00000038978.1
EA42357	ENSGALG00000009304.5
EA16855	ENSGALG00000012830.5
EA72126	ENSGALG00000001449.5
EA16433	ENSGALG00000014857.5
EA79908	ENSGALG00000015733.6
EA49565	ENSGALG00000009413.5
EA30580	ENSGALG00000013174.6
EA26988	ENSGALG00000004153.4
EA10562	ENSGALG00000008477.4
EA63300	ENSGALG00000011372.6
EA16148	ENSGALG00000018874.3
EA69290	ENSGALG00000002980.5
EA53133	ENSGALG00000007378.5
EA01140	ENSGALG00000017208.5
EA40949	ENSGALG00000027369.3
EA45931	ENSGALG00000001163.6
EA20296	ENSGALG00000028520.3
EA45662	ENSGALG00000006188.6
EA44299	ENSGALG00000032499.1
EA74971	ENSGALG00000037455.1
EA52987	ENSGALG00000011861.5
EA52693	ENSGALG00000009256.6
EA73519	ENSGALG00000013728.4
EA41933	ENSGALG00000012165.4
EA43723	ENSGALG00000015546.5
EA21011	ENSGALG00000028879.3
EA49774	ENSGALG00000032840.1
EA32330	ENSGALG00000005407.5
EA52686	ENSGALG00000008779.5
EA16602	ENSGALG00000028336.2
EA46270	ENSGALG00000015466.4
EA06040	ENSGALG00000016559.4
EA10755	ENSGALG00000026557.2
EA70453	ENSGALG00000015649.6
EA63931	ENSGALG00000015124.5
EA01982	ENSGALG00000009963.4
EA79493	ENSGALG00000002587.5
EA46395	ENSGALG00000005998.1
EA68967	ENSGALG00000042552.1
EA69796	ENSGALG00000023066.4
EA01648	ENSGALG00000032584.1
EA47053	ENSGALG00000030269.2
EA64933	ENSGALG00000001626.4
EA68929	ENSGALG00000003206.6
EA69938	ENSGALG00000011403.5
EA83609	ENSGALG00000040373.2
EA35815	ENSGALG00000011504.6
EA19207	ENSGALG00000011400.7
EA67621	ENSGALG00000035845.1
EA25836	ENSGALG00000032372.2
EA48400	ENSGALG00000031266.2
EA64823	ENSGALG00000042242.2
EA65170	ENSGALG00000010988.5
EA26574	ENSGALG00000012783.5
EA48672	ENSGALG00000002356.3
EA47391	ENSGALG00000025755.2
EA66293	ENSGALG00000005974.5
EA33311	ENSGALG00000007877.5
EA71288	ENSGALG00000007659.6
EA20463	ENSGALG00000009692.5
EA06482	ENSGALG00000003072.5
EA13502	ENSGALG00000003605.5
EA60396	ENSGALG00000006118.5
EA32148	ENSGALG00000031642.2
EA60296	ENSGALG00000008590.5
EA48064	ENSGALG00000009303.6
EA60672	ENSGALG00000037723.1
EA02073	ENSGALG00000039990.1
EA77600	ENSGALG00000030324.1
EA11356	ENSGALG00000039011.2
EA48241	ENSGALG00000029498.2
EA12593	ENSGALG00000024378.3
EA84170	ENSGALG00000001253.5
EA65688	ENSGALG00000045212.1
EA66135	ENSGALG00000028197.3
EA07120	ENSGALG00000042533.1
EA71839	ENSGALG00000046023.1
EA81851	ENSGALG00000006267.6
EA80145	ENSGALG00000005781.5
EA49837	ENSGALG00000035625.1
EA49162	ENSGALG00000027334.3
EA76281	ENSGALG00000001459.5
EA34979	ENSGALG00000010094.5
EA18800	ENSGALG00000043106.1
EA17465	ENSGALG00000035352.1
EA78144	ENSGALG00000021275.3
EA02826	ENSGALG00000008438.5
EA32604	ENSGALG00000010539.3
EA11122	ENSGALG00000011213.6
EA84672	ENSGALG00000015285.5
EA67981	ENSGALG00000011465.6
EA66750	ENSGALG00000002219.6
EA36351	ENSGALG00000010340.6
EA23879	ENSGALG00000036471.2
EA78111	ENSGALG00000016766.6
EA73600	ENSGALG00000034615.1
EA76483	ENSGALG00000009076.4
EA45093	ENSGALG00000004583.6
EA34446	ENSGALG00000011543.5
EA32201	ENSGALG00000029618.2
EA79241	ENSGALG00000007341.5
EA75789	ENSGALG00000041861.1
EA73152	ENSGALG00000006345.5
EA12998	ENSGALG00000044606.1
EA26311	ENSGALG00000012470.4
EA54536	ENSGALG00000005006.5
EA07422	ENSGALG00000003522.4
EA13852	ENSGALG00000004882.5
EA26312	ENSGALG00000006158.5
EA46914	ENSGALG00000004494.6
EA65165	ENSGALG00000005132.5
EA67674	ENSGALG00000039817.1
EA24012	ENSGALG00000040272.2
EA04706	ENSGALG00000030822.2
EA61223	ENSGALG00000027144.2
EA84356	ENSGALG00000041573.2
EA10283	ENSGALG00000012705.5
EA47367	ENSGALG00000026534.2
EA60016	ENSGALG00000033862.1
EA09295	ENSGALG00000012429.6
EA71058	ENSGALG00000001377.5
EA45844	ENSGALG00000016524.6
EA58868	ENSGALG00000042764.1
EA58524	ENSGALG00000000907.6
EA42130	ENSGALG00000028863.3
EA14557	ENSGALG00000000835.4
EA81274	ENSGALG00000006035.5
EA07786	ENSGALG00000016930.6
EA61238	ENSGALG00000030411.2
EA59685	ENSGALG00000008238.5
EA48429	ENSGALG00000036869.1
EA51347	ENSGALG00000033063.1
EA47186	ENSGALG00000034048.1
EA14163	ENSGALG00000035699.1
EA22386	ENSGALG00000029616.1
EA15050	ENSGALG00000014906.5
EA43252	ENSGALG00000037726.1
EA42454	ENSGALG00000040836.2
EA41859	ENSGALG00000033106.1
EA62378	ENSGALG00000042459.1
EA47495	ENSGALG00000033857.1
EA63901	ENSGALG00000007492.5
EA42985	ENSGALG00000002900.5
EA07005	ENSGALG00000019979.4
EA53103	ENSGALG00000011660.6
EA76632	ENSGALG00000004366.5
EA74729	ENSGALG00000017343.5
EA13136	ENSGALG00000006101.5
EA53778	ENSGALG00000003596.6
EA54778	ENSGALG00000003158.6
EA49277	ENSGALG00000008615.5
EA71684	ENSGALG00000015435.5
EA11531	ENSGALG00000008609.5
EA26081	ENSGALG00000000866.6
EA31587	ENSGALG00000009782.5
EA70693	ENSGALG00000030095.1
EA33071	ENSGALG00000011472.5
EA10498	ENSGALG00000003183.5
EA18489	ENSGALG00000023023.3
EA11659	ENSGALG00000015491.5
EA60615	ENSGALG00000014901.4
EA42276	ENSGALG00000002959.5
EA42896	ENSGALG00000031689.1
EA53711	ENSGALG00000015611.6
EA72379	ENSGALG00000040086.2
EA02253	ENSGALG00000005569.5
EA48380	ENSGALG00000034534.2
EA14409	ENSGALG00000014742.5
EA31513	ENSGALG00000010565.6
EA83263	ENSGALG00000001950.4
EA74032	ENSGALG00000002057.4
EA45392	ENSGALG00000035911.1
EA63935	ENSGALG00000040244.1
EA36145	ENSGALG00000008381.6
EA34684	ENSGALG00000028530.2
EA75246	ENSGALG00000014567.6
EA11020	ENSGALG00000009485.6
EA67554	ENSGALG00000011814.5
EA24563	ENSGALG00000006104.6
EA23374	ENSGALG00000012947.6
EA17977	ENSGALG00000010061.5
EA51538	ENSGALG00000012105.5
EA37409	ENSGALG00000009896.5
EA71815	ENSGALG00000003299.6
EA78872	ENSGALG00000029585.1
EA78933	ENSGALG00000016231.5
EA09997	ENSGALG00000033573.1
EA85749	ENSGALG00000043628.1
EA77450	ENSGALG00000013759.5
EA50876	ENSGALG00000027947.3
EA63938	ENSGALG00000040993.2
EA63895	ENSGALG00000001252.5
EA46047	ENSGALG00000016426.5
EA13889	ENSGALG00000030097.1
EA71076	ENSGALG00000002888.5
EA46895	ENSGALG00000012623.4
EA50243	ENSGALG00000033196.1
EA54831	ENSGALG00000020003.4
EA73418	ENSGALG00000041911.1
EA60331	ENSGALG00000000408.4
EA39528	ENSGALG00000032819.2
EA75677	ENSGALG00000003165.5
EA39726	ENSGALG00000005417.6
EA53658	ENSGALG00000015494.4
EA67233	ENSGALG00000033162.2
EA54984	ENSGALG00000045753.1
EA29572	ENSGALG00000014810.6
EA07540	ENSGALG00000007937.4
EA06213	ENSGALG00000007185.6
EA58345	ENSGALG00000042460.2
EA37435	ENSGALG00000045860.1
EA51026	ENSGALG00000003425.4
EA68188	ENSGALG00000007649.4
EA40484	ENSGALG00000002158.8
EA44258	ENSGALG00000029011.2
EA02671	ENSGALG00000008794.5
EA36003	ENSGALG00000041676.1
EA70252	ENSGALG00000004696.6
EA75704	ENSGALG00000015246.5
EA12698	ENSGALG00000025941.2
EA72163	ENSGALG00000004038.5
EA60157	ENSGALG00000010636.5
EA65854	ENSGALG00000005316.5
EA67224	ENSGALG00000007848.5
EA57228	ENSGALG00000036004.1
EA51222	ENSGALG00000009615.6
EA57571	ENSGALG00000010337.3
EA27167	ENSGALG00000008606.4
EA25999	ENSGALG00000043006.2
EA51014	ENSGALG00000011008.5
EA24082	ENSGALG00000030466.1
EA42113	ENSGALG00000039883.2
EA09040	ENSGALG00000040084.2
EA73661	ENSGALG00000012074.5
EA77703	ENSGALG00000004251.5
EA10342	ENSGALG00000009388.6
EA12217	ENSGALG00000009510.6
EA15462	ENSGALG00000016437.6
EA15899	ENSGALG00000004047.5
EA78226	ENSGALG00000041750.1
EA26501	ENSGALG00000034461.1
EA36732	ENSGALG00000031560.1
EA53957	ENSGALG00000013165.5
EA04343	ENSGALG00000012163.5
EA02009	ENSGALG00000002800.5
EA73538	ENSGALG00000020805.1
EA74395	ENSGALG00000009927.4
EA18891	ENSGALG00000007387.3
EA12630	ENSGALG00000009678.5
EA35701	ENSGALG00000002305.6
EA03222	ENSGALG00000009596.4
EA53855	ENSGALG00000000848.5
EA02732	ENSGALG00000012121.5
EA02111	ENSGALG00000000523.5
EA26266	ENSGALG00000043268.1
EA19661	ENSGALG00000000094.6
EA64466	ENSGALG00000037863.2
EA68266	ENSGALG00000001800.6
EA11068	ENSGALG00000009068.6
EA78013	ENSGALG00000041419.2
EA54894	ENSGALG00000032336.1
EA52905	ENSGALG00000032239.1
EA03899	ENSGALG00000028872.2
EA32996	ENSGALG00000010083.6
EA34711	ENSGALG00000008747.6
EA80156	ENSGALG00000026820.2
EA82367	ENSGALG00000012048.6
EA63871	ENSGALG00000041625.1
EA80478	ENSGALG00000039815.1
EA16522	ENSGALG00000034374.2
EA53383	ENSGALG00000026293.3
EA74437	ENSGALG00000039779.2
EA28239	ENSGALG00000009405.6
