BL08827	EA69229
BL14502	EA72308
BL14534	EA41266
BL16762	EA27678
BL19041	EA81050
BL02819	EA19217
BL03236	EA64472
BL05489	EA12038
BL19064	EA66615
BL22660	EA10198
BL10426	EA48966
BL24797	EA33362
BL27717	EA18956
BL09549	EA71787
BL15891	EA13300
BL13567	EA07598
BL08196	EA65170
BL11399	EA67461
BL17511	EA20935
BL17543	EA05236
BL07494	EA13687
BL07526	EA26458
BL02281	EA36230
BL05865	EA26541
BL12468	EA67606
BL22347	EA49413
BL18017	EA20638
BL16856	EA14381
BL19874	EA78766
BL09363	EA72817
BL09843	EA02147
BL18445	EA66994
BL15471	EA66889
BL21610	EA28500
BL19986	EA59324
BL24460	EA18016
BL25800	EA25732
BL05647	EA09556
BL18168	EA84075
BL27778	EA17529
BL26794	EA59850
BL27099	EA71881
BL04114	EA85021
BL04150	EA68124
BL00652	EA58290
BL25812	EA78636
BL25844	EA42028
BL15962	EA40976
BL12648	EA28621
BL12809	EA07154
BL20524	EA74198
BL17917	EA00936
BL15344	EA75924
BL01483	EA48470
BL22119	EA84785
BL07304	EA14874
BL07336	EA52594
BL26199	EA81391
BL07657	EA03190
BL07689	EA15842
BL02880	EA05581
BL19527	EA81457
BL20552	EA00146
BL01484	EA48793
BL01516	EA52547
BL15645	EA07106
BL26963	EA80086
BL01151	EA36350
BL01183	EA20706
BL19993	EA72134
BL20025	EA44153
BL07610	EA81605
BL01821	EA12707
BL27444	EA36031
BL05375	EA01994
BL06332	EA67914
BL05548	EA50415
BL19531	EA52922
BL24518	EA49889
BL20515	EA07802
BL11533	EA33390
BL09069	EA33698
BL03834	EA15547
BL19055	EA05936
BL22489	EA10206
BL20245	EA73687
BL23491	EA26389
BL19105	EA53487
BL19651	EA50059
BL18411	EA72503
BL11319	EA65260
BL03223	EA11086
BL03255	EA16929
BL13372	EA05011
BL07427	EA10577
BL07459	EA63895
BL25547	EA30545
BL00590	EA21207
BL01139	EA19235
BL01203	EA43840
BL01235	EA05321
BL04129	EA60815
BL01605	EA50484
BL21195	EA71734
BL13593	EA69733
BL00066	EA56280
BL06990	EA13177
BL07022	EA41305
BL01073	EA51219
BL12037	EA46889
BL13143	EA48672
BL12848	EA54866
BL12849	EA46439
BL12881	EA10498
BL05143	EA16736
BL09731	EA33497
BL03361	EA67233
BL11333	EA12034
BL06801	EA52880
BL10620	EA81170
BL00362	EA50724
BL27435	EA74492
BL26935	EA03377
BL03288	EA01663
BL04831	EA60919
BL16325	EA07763
BL14377	EA45161
BL02842	EA73092
BL02874	EA15884
BL09597	EA43622
BL10661	EA82897
BL16465	EA32782
BL05275	EA16319
BL20927	EA56339
BL15470	EA27908
BL13589	EA71262
BL14445	EA12898
BL14477	EA74298
BL01733	EA10680
BL19677	EA27538
BL19709	EA54055
BL23810	EA20167
BL09039	EA67554
BL21585	EA44745
BL13865	EA47682
BL15553	EA52337
BL12803	EA35241
BL09984	EA41546
BL20566	EA06703
BL20598	EA06934
BL21358	EA46401
BL21810	EA22713
BL20835	EA45659
BL10260	EA57838
BL09568	EA49979
BL11337	EA23209
BL25925	EA48535
BL26228	EA80689
BL01387	EA10347
BL07081	EA84436
BL03751	EA04127
BL11379	EA29870
BL07366	EA00359
BL01001	EA52258
BL11042	EA20615
BL25946	EA85000
BL07276	EA71274
BL01771	EA31545
BL25920	EA01140
BL07250	EA15931
BL07282	EA09104
BL11157	EA30346
BL05759	EA23634
BL05791	EA46612
BL27886	EA78442
BL24105	EA54394
BL06809	EA61048
BL13547	EA54672
BL27948	EA37290
BL23429	EA41755
BL01370	EA21974
BL03339	EA07040
BL13717	EA54381
BL06688	EA46237
BL20386	EA73944
BL27853	EA20035
BL03134	EA74729
BL09996	EA41419
BL07340	EA29571
BL26108	EA35757
BL07278	EA15050
BL28144	EA78703
BL05224	EA51245
BL02794	EA19620
BL10338	EA16175
BL11079	EA65043
BL05269	EA58550
BL06418	EA30957
BL06185	EA16042
BL25756	EA39014
BL06719	EA31318
BL20937	EA56404
BL20969	EA16574
BL14355	EA35890
BL09160	EA45199
BL27821	EA18959
BL26817	EA04033
BL06858	EA09727
BL24042	EA32299
BL15753	EA66375
BL15785	EA13817
BL02025	EA58675
BL06340	EA33141
BL07997	EA03899
BL11500	EA07191
BL21987	EA22506
BL21306	EA45852
BL19449	EA64436
BL01667	EA09524
BL11144	EA19200
BL14876	EA02786
BL12457	EA13437
BL14696	EA50491
BL18247	EA73089
BL27515	EA73979
BL26552	EA05580
BL22264	EA73396
BL19540	EA64117
BL19572	EA47428
BL20405	EA03896
BL07927	EA28222
BL23723	EA31225
BL26132	EA85425
BL07238	EA69150
BL27795	EA26814
BL27116	EA21314
BL00875	EA54180
BL00907	EA52845
BL07505	EA69740
BL10832	EA77498
BL24688	EA52412
BL24327	EA02920
BL09053	EA40193
BL17385	EA78928
BL17120	EA12730
BL09097	EA55360
BL18197	EA14183
BL27274	EA24012
BL09016	EA45882
BL10298	EA10092
BL24854	EA65302
BL07833	EA33884
BL04010	EA45800
BL09825	EA70166
BL27456	EA12207
BL05516	EA46848
BL13520	EA06616
BL11761	EA72582
BL12857	EA64823
BL12889	EA15071
BL06254	EA13435
BL10305	EA63234
BL24585	EA17922
BL00088	EA64323
BL09179	EA01282
BL26870	EA83623
BL23219	EA62471
BL06693	EA05243
BL06725	EA18446
BL05422	EA58363
BL06726	EA54408
BL22684	EA02824
BL15997	EA39247
BL22413	EA38095
BL11993	EA44719
BL12336	EA24769
BL09304	EA20905
BL09336	EA24017
BL23440	EA45367
BL07624	EA38080
BL07190	EA02005
BL01273	EA62702
BL01411	EA11531
BL04993	EA10309
BL21772	EA51427
BL19307	EA45931
BL19339	EA55244
BL14255	EA78582
BL16082	EA38170
BL23897	EA23547
BL25804	EA80489
BL11407	EA16251
BL17854	EA52455
BL26929	EA00459
BL24574	EA15733
BL26098	EA35945
BL03632	EA15643
BL14193	EA51439
BL21909	EA09495
BL21941	EA72157
BL24307	EA17462
BL03277	EA17252
BL11320	EA77778
BL27555	EA18495
BL06202	EA72506
BL10175	EA62681
BL16558	EA22518
BL16590	EA83606
BL23359	EA06425
BL27510	EA76106
BL06149	EA17361
BL18195	EA41968
BL21837	EA19169
BL15536	EA27918
BL17043	EA57872
BL19897	EA06182
BL20891	EA12482
BL17099	EA61237
BL18277	EA42439
BL21192	EA69736
BL27057	EA46400
BL07898	EA50537
BL05273	EA57404
BL15139	EA85592
BL14561	EA23394
BL20172	EA71796
BL23474	EA07772
BL03682	EA15627
BL11367	EA67596
BL04760	EA62233
BL15573	EA15673
BL16888	EA69203
BL02756	EA44823
BL07212	EA11150
BL07980	EA56738
BL01263	EA52778
BL24916	EA55497
BL22884	EA62768
BL16010	EA23457
BL18150	EA85396
BL18182	EA41840
BL22272	EA23295
BL14196	EA09059
BL14556	EA11818
BL17760	EA10978
BL03792	EA79054
BL03356	EA61666
BL06310	EA32240
BL04407	EA28936
BL05878	EA14893
BL15445	EA73581
BL18514	EA13369
BL02100	EA67760
BL26633	EA28179
BL11226	EA29361
BL23699	EA51537
BL27962	EA18891
BL01746	EA53207
BL14692	EA07322
BL17283	EA75792
BL02677	EA73851
BL05927	EA39506
BL06247	EA27504
BL03135	EA07864
BL27447	EA10002
BL27479	EA02258
BL22710	EA01003
BL23950	EA70435
BL21363	EA71671
BL19410	EA49392
BL04879	EA59602
BL18686	EA29570
BL20906	EA69254
BL20938	EA55281
BL24246	EA63004
BL08225	EA28920
BL15386	EA04379
BL15451	EA02881
BL23605	EA67885
BL15963	EA70940
BL15091	EA74663
BL01165	EA50091
BL12840	EA66292
BL01977	EA38683
BL21241	EA41437
BL25168	EA72227
BL25200	EA70018
BL07174	EA69372
BL01207	EA19470
BL27973	EA79353
BL28005	EA22087
BL21781	EA24205
BL21813	EA19502
BL19693	EA14701
BL25707	EA05948
BL05271	EA68407
BL14944	EA16440
BL07051	EA68684
BL07755	EA11007
BL04396	EA26259
BL01049	EA21965
BL03744	EA53723
BL01964	EA54952
BL12065	EA74050
BL09365	EA74965
BL14866	EA18314
BL22450	EA37291
BL24388	EA69637
BL21918	EA68921
BL18935	EA17971
BL14878	EA84612
BL06292	EA00282
BL06324	EA31658
BL08997	EA55129
BL02262	EA29294
BL03051	EA28012
BL03669	EA23897
BL03247	EA71034
BL03418	EA17489
BL18406	EA44678
BL18438	EA84628
BL27665	EA12323
BL21516	EA21889
BL23682	EA82112
BL19221	EA42106
BL01502	EA53363
BL01534	EA20266
BL12504	EA14917
BL26568	EA18768
BL03953	EA39830
BL04068	EA03812
BL17211	EA30217
BL04531	EA85629
BL22842	EA37773
BL13177	EA83263
BL14901	EA05031
BL21838	EA39953
BL28121	EA74214
BL02350	EA25907
BL03564	EA48781
BL20798	EA74357
BL26936	EA43208
BL07681	EA13848
BL07713	EA40672
BL01643	EA35777
BL01675	EA52989
BL02844	EA76655
BL02876	EA79334
BL07133	EA41413
BL01607	EA36369
BL02682	EA31520
BL19909	EA31737
BL06374	EA32112
BL25882	EA75942
BL03799	EA60069
BL04177	EA18910
BL10799	EA48836
BL18145	EA05131
BL01385	EA27348
BL01929	EA77353
BL11846	EA15160
BL21778	EA72568
BL18074	EA76077
BL07126	EA17059
BL19349	EA35117
BL21128	EA48767
BL05701	EA40782
BL07367	EA35736
BL12467	EA60527
BL15412	EA01790
BL12882	EA50753
BL15103	EA00900
BL14749	EA61826
BL15783	EA24946
BL15768	EA56449
BL15800	EA14762
BL19325	EA33429
BL21381	EA83648
BL21413	EA70498
BL20389	EA61047
BL07653	EA81360
BL19025	EA33593
BL16128	EA72884
BL21878	EA70937
BL11991	EA56984
BL15827	EA14358
BL02553	EA77113
BL01855	EA59069
BL01274	EA38262
BL27055	EA83291
BL14670	EA50882
BL21511	EA71598
BL21113	EA79533
BL23403	EA29454
BL23435	EA53928
BL17992	EA80024
BL21784	EA69817
BL02619	EA70313
BL27380	EA78223
BL15318	EA01007
BL16460	EA26501
BL06970	EA04863
BL07181	EA33402
BL00492	EA28335
BL03533	EA41424
BL07531	EA48586
BL07563	EA69604
BL04028	EA01896
BL10512	EA44185
BL07215	EA12747
BL25918	EA51438
BL25808	EA68299
BL20004	EA59270
BL25134	EA15977
BL19084	EA69434
BL20653	EA67344
BL01687	EA31217
BL04171	EA64606
BL09473	EA23552
BL06066	EA32129
BL24828	EA66955
BL02561	EA15631
BL04864	EA57477
BL07676	EA23140
BL03184	EA18753
BL03376	EA25201
BL02744	EA73978
BL18219	EA24687
BL01123	EA12311
BL06923	EA13838
BL07435	EA29572
BL00782	EA17833
BL11924	EA74501
BL23998	EA44990
BL25470	EA81199
BL25413	EA54070
BL07136	EA16285
BL02444	EA45005
BL21791	EA21883
BL15690	EA09790
BL17516	EA19233
BL22638	EA20175
BL23086	EA84003
BL17204	EA64393
BL00719	EA35521
BL27972	EA18971
BL17073	EA29286
BL17105	EA41911
BL06097	EA23267
BL06385	EA35219
BL08359	EA71684
BL06147	EA48893
BL08409	EA75704
BL10000	EA10756
BL19586	EA80061
BL24934	EA64460
BL25506	EA35912
BL28045	EA75139
BL22057	EA44327
BL02429	EA55163
BL13983	EA85002
BL21902	EA16095
BL12401	EA16855
BL14224	EA82870
BL02681	EA30582
BL03459	EA16190
BL00873	EA39971
BL02426	EA43481
BL08933	EA59217
BL02776	EA34452
BL04572	EA80681
BL12844	EA45093
BL05235	EA45226
BL05267	EA33185
BL18214	EA47504
BL25046	EA67960
BL25739	EA21342
BL28123	EA12018
BL26887	EA84263
BL25814	EA48896
BL27275	EA79595
BL16297	EA43025
BL27531	EA20250
BL27563	EA35547
BL25335	EA15523
BL26948	EA58991
BL11396	EA35855
BL14872	EA03196
BL25306	EA39477
BL25338	EA28850
BL01858	EA77487
BL23534	EA16107
BL05030	EA83949
BL14608	EA75520
BL05161	EA60170
BL05193	EA18389
BL07337	EA11614
BL07369	EA17455
BL00972	EA63300
BL23354	EA27682
BL26580	EA58944
BL07692	EA81781
BL07724	EA02990
BL24249	EA59231
BL24281	EA73409
BL10959	EA09031
BL13880	EA78691
BL07742	EA50496
BL01121	EA36949
BL21130	EA76407
BL27713	EA18988
BL12864	EA74650
BL06843	EA02587
BL08860	EA28761
BL13288	EA15240
BL19856	EA28201
BL12061	EA74581
BL13948	EA76503
BL26236	EA84736
BL07342	EA17375
BL28095	EA76609
BL14851	EA02510
BL23579	EA20742
BL03363	EA60924
BL05496	EA48453
BL04051	EA07340
BL00876	EA50198
BL05386	EA51004
BL21417	EA60301
BL22578	EA06023
BL25545	EA85151
BL23483	EA52900
BL01257	EA11448
BL01289	EA49277
BL05319	EA53264
BL05543	EA16018
BL03075	EA73519
BL05692	EA35348
BL15462	EA68906
BL14087	EA70206
BL17776	EA15243
BL17808	EA13885
BL12739	EA28046
BL15565	EA08922
BL15539	EA55380
BL18782	EA39399
BL14914	EA75677
BL26662	EA01917
BL00930	EA10850
BL00962	EA36617
BL03394	EA18303
BL05551	EA58149
BL08789	EA28341
BL10363	EA49390
BL02190	EA35727
BL02222	EA27024
BL01154	EA53950
BL03283	EA68638
BL06237	EA23775
BL18629	EA46491
BL18661	EA35447
BL25343	EA81490
BL25011	EA02167
BL05017	EA68030
BL11503	EA01219
BL04076	EA06911
BL24106	EA81407
BL25554	EA49444
BL07538	EA15344
BL06998	EA70648
BL05401	EA68021
BL12020	EA39380
BL12737	EA61690
BL18723	EA34601
BL26088	EA83556
BL26120	EA50876
BL24021	EA21850
BL14787	EA82207
BL25176	EA15896
BL02220	EA36873
BL05066	EA64864
BL15336	EA24652
BL17578	EA32729
BL14478	EA10714
BL14510	EA79331
BL05109	EA11633
BL05141	EA63115
BL11979	EA84758
BL03902	EA00631
BL00784	EA30056
BL00816	EA43672
BL27943	EA38190
BL20224	EA47531
BL27564	EA57072
BL26968	EA84524
BL27000	EA84058
BL07790	EA14840
BL01393	EA18039
BL01425	EA54461
BL12051	EA47451
BL26226	EA80058
BL23487	EA06798
BL01525	EA29743
BL24422	EA16863
BL27415	EA79247
BL14840	EA66461
BL14648	EA73522
BL18039	EA13860
BL06905	EA84098
BL14676	EA39352
BL19727	EA63026
BL19759	EA60640
BL22423	EA11082
BL24722	EA18922
BL01597	EA54206
BL01629	EA51123
BL27811	EA79639
BL01142	EA37618
BL03940	EA03494
BL22881	EA06052
BL07095	EA68428
BL01562	EA19809
BL01594	EA36462
BL22315	EA81844
BL25913	EA01779
BL23360	EA54780
BL00975	EA35689
BL05930	EA12953
BL18562	EA42265
BL20926	EA45516
BL17377	EA75483
BL22133	EA80324
BL05122	EA49606
BL08405	EA69867
BL14254	EA77045
BL17778	EA10356
BL22055	EA79321
BL11967	EA38494
BL11999	EA00334
BL15507	EA12472
BL21708	EA45490
BL06546	EA07882
BL15041	EA78594
BL22799	EA15177
BL27924	EA72843
BL27436	EA76031
BL21352	EA41151
BL21384	EA72473
BL19976	EA57903
BL18522	EA83873
BL07213	EA07641
BL12878	EA14737
BL28066	EA10925
BL08671	EA15486
BL03016	EA32700
BL15064	EA02993
BL01622	EA47855
BL07619	EA11256
BL04712	EA77345
BL09121	EA32679
BL15362	EA83185
BL16901	EA02933
BL08674	EA17472
BL21007	EA18652
BL04506	EA23139
BL10059	EA80871
BL25184	EA66133
BL09185	EA62826
BL25476	EA45862
BL07686	EA13495
BL07718	EA47356
BL03271	EA09990
BL04587	EA63053
BL06065	EA31232
BL26210	EA16127
BL17632	EA12868
BL20823	EA21165
BL03200	EA76172
BL15934	EA68836
BL15966	EA16054
BL21773	EA74327
BL16270	EA27167
BL21750	EA31595
BL21782	EA38338
BL21071	EA49396
BL21975	EA71418
BL18410	EA16118
BL19941	EA00935
BL24904	EA53375
BL17326	EA60594
BL24420	EA31663
BL26506	EA11263
BL00965	EA18555
BL14674	EA31055
BL14706	EA19231
BL17654	EA68294
BL11921	EA79405
BL12484	EA46800
BL01216	EA52406
BL03950	EA57767
BL15502	EA56615
BL16084	EA60773
BL18032	EA00674
BL26051	EA02405
BL03416	EA83156
BL03947	EA59352
BL21789	EA05275
BL22888	EA30299
BL16200	EA64661
BL06116	EA31119
BL12034	EA13357
BL14057	EA75162
BL14089	EA82175
BL15987	EA20879
BL12456	EA50342
BL20932	EA68419
BL20964	EA43015
BL14309	EA57669
BL17225	EA15355
BL17257	EA29239
BL26472	EA74113
BL09837	EA34919
BL07760	EA64547
BL19899	EA23328
BL27529	EA17861
BL27561	EA24104
BL14505	EA45369
BL16669	EA55284
BL17517	EA22327
BL16436	EA40516
BL10320	EA50498
BL19265	EA53738
BL19297	EA54535
BL21493	EA45618
BL20117	EA12109
BL00610	EA13083
BL01506	EA19001
BL02835	EA68009
BL09745	EA84087
BL13588	EA83785
BL13620	EA43750
BL22790	EA04968
BL23598	EA06737
BL16881	EA64782
BL19149	EA38486
BL06297	EA20736
BL09997	EA04719
BL12086	EA29147
BL12118	EA18800
BL27438	EA38997
BL09810	EA82904
BL15279	EA82736
BL10587	EA68283
BL24689	EA46081
BL04585	EA79779
BL19923	EA70652
BL19955	EA76807
BL22941	EA70693
BL11317	EA27574
BL06878	EA40430
BL08746	EA27134
BL08778	EA19327
BL09070	EA60762
BL06708	EA45419
BL08846	EA11383
BL15649	EA77139
BL15337	EA21699
BL14221	EA54774
BL17324	EA65337
BL24169	EA41842
BL07031	EA84983
BL02042	EA26020
BL00901	EA50878
BL00933	EA36220
BL23198	EA06822
BL25345	EA02030
BL12451	EA46813
BL00619	EA18671
BL08518	EA62492
BL12722	EA19666
BL26494	EA16650
BL15152	EA70465
BL25336	EA28639
BL25993	EA09972
BL01824	EA09233
BL16305	EA54592
BL09423	EA23747
BL15663	EA27619
BL26934	EA04199
BL10774	EA80956
BL06136	EA31897
BL20706	EA81660
BL20189	EA73977
BL25995	EA52673
BL19907	EA05792
BL23601	EA16116
BL02172	EA31804
BL08397	EA07820
BL12482	EA47247
BL14479	EA73570
BL21992	EA24196
BL19533	EA52803
BL00529	EA10303
BL01052	EA55509
BL19834	EA28736
BL22563	EA34413
BL12847	EA52435
BL12879	EA67396
BL18660	EA45752
BL23693	EA41736
BL27906	EA78378
BL12850	EA81858
BL20055	EA79573
BL20087	EA39575
BL21161	EA48780
BL25197	EA65854
BL00290	EA77005
BL04524	EA34942
BL14802	EA78991
BL15060	EA58719
BL15092	EA35132
BL05612	EA29377
BL03590	EA59992
BL00877	EA53302
BL02974	EA06280
BL15035	EA78536
BL01143	EA38223
BL20686	EA48151
BL23517	EA06815
BL17725	EA09092
BL21618	EA34436
BL01866	EA10791
BL17365	EA76751
BL17397	EA77924
BL21719	EA28386
BL00636	EA06084
BL15432	EA03551
BL14662	EA59987
BL18471	EA65517
BL04404	EA26537
BL04436	EA09555
BL13445	EA65241
BL07363	EA17171
BL17040	EA17945
BL01455	EA10359
BL01487	EA53345
BL02656	EA05358
BL21239	EA54958
BL08106	EA25002
BL09013	EA35165
BL09045	EA54757
BL11260	EA60490
BL15062	EA72825
BL15542	EA61832
BL16311	EA42704
BL13617	EA06168
BL05509	EA47773
BL14392	EA15759
BL22425	EA47186
BL15102	EA82908
BL15678	EA09724
BL26893	EA41897
BL00697	EA11184
BL03306	EA09851
BL17797	EA02759
BL22010	EA03885
BL09832	EA04120
BL17630	EA11276
BL22003	EA32088
BL24808	EA44107
BL27987	EA78705
BL00221	EA68583
BL04739	EA13336
BL14207	EA48815
BL06854	EA11736
BL27603	EA02826
BL21679	EA69452
BL13769	EA22082
BL14399	EA61803
BL24004	EA34331
BL24036	EA81672
BL28017	EA62971
BL18587	EA48326
BL01210	EA61172
BL04040	EA03301
BL03971	EA46523
BL05299	EA65657
BL21064	EA11522
BL13453	EA06299
BL02739	EA05541
BL03251	EA55529
BL15256	EA79028
BL14678	EA48971
BL17792	EA85593
BL19220	EA54778
BL09666	EA38388
BL10278	EA65658
BL15325	EA11432
BL09317	EA51421
BL10925	EA64601
BL00678	EA40183
BL01542	EA47624
BL15834	EA13352
BL22399	EA46956
BL26151	EA85460
BL09646	EA70042
BL02424	EA80918
BL09478	EA18082
BL10410	EA68966
BL21069	EA50485
BL24057	EA40991
BL17286	EA66703
BL24223	EA30287
BL12817	EA35082
BL25503	EA36400
BL25535	EA10294
BL26567	EA56635
BL06975	EA46164
BL01147	EA47936
BL01179	EA34628
BL03372	EA73108
BL05633	EA72590
BL05984	EA37478
BL06016	EA36937
BL26829	EA69404
BL17991	EA55384
BL20759	EA03376
BL22814	EA61353
BL13873	EA35952
BL06068	EA56507
BL07735	EA83972
BL13173	EA82920
BL15345	EA01289
BL14680	EA39752
BL15995	EA74909
BL17313	EA08991
BL13623	EA06863
BL17230	EA33311
BL15744	EA15537
BL24059	EA34713
BL27816	EA61089
BL05063	EA60621
BL06446	EA38646
BL09726	EA49829
BL23204	EA06404
BL25740	EA66968
BL27539	EA23210
BL10200	EA52941
BL11615	EA50669
BL20570	EA59554
BL20602	EA05774
BL16973	EA19829
BL18055	EA84303
BL18087	EA39944
BL15217	EA76341
BL18256	EA24578
BL01254	EA54513
BL17229	EA26445
BL13800	EA32359
BL25480	EA04371
BL27541	EA74189
BL11263	EA35462
BL11295	EA18470
BL10656	EA77341
BL10341	EA51026
BL01689	EA19657
BL26626	EA38711
BL01220	EA50213
BL05090	EA51399
BL20115	EA21682
BL07411	EA84368
BL09989	EA78334
BL14660	EA12894
BL24807	EA52936
BL07620	EA69239
BL03046	EA19108
BL10662	EA41076
BL11847	EA48061
BL12442	EA66144
BL17129	EA60876
BL11083	EA20573
BL11115	EA25565
BL24130	EA63997
BL26194	EA03645
BL26984	EA12701
BL07985	EA14300
BL18105	EA43869
BL19649	EA51416
BL07074	EA40245
BL07338	EA20811
BL02590	EA74569
BL02945	EA32866
BL01323	EA50824
BL03462	EA06079
BL11137	EA29422
BL10581	EA29276
BL12245	EA35901
BL23349	EA82571
BL27634	EA36135
BL19687	EA54726
BL04716	EA80663
BL07472	EA70087
BL07859	EA13712
BL03049	EA75522
BL07958	EA70784
BL21687	EA43601
BL19158	EA59038
BL01077	EA70561
BL01109	EA07045
BL14870	EA69042
BL16261	EA83463
BL05268	EA34054
BL05300	EA53542
BL06257	EA81994
BL06289	EA03496
BL18299	EA67306
BL17782	EA10469
BL21387	EA85700
BL12506	EA34232
BL14793	EA77917
BL10322	EA32316
BL24447	EA33652
BL12723	EA28642
BL14973	EA54138
BL18428	EA83312
BL18806	EA42054
BL26964	EA85314
BL26996	EA03467
BL00608	EA12878
BL00640	EA23014
BL22353	EA28270
BL08533	EA47668
BL15923	EA58041
BL12586	EA22292
BL00620	EA48713
BL09430	EA18387
BL05767	EA29961
BL17266	EA65128
BL14849	EA09040
BL18398	EA33534
BL07290	EA60146
BL01117	EA82247
BL02894	EA06772
BL13500	EA11711
BL14189	EA55259
BL14516	EA33602
BL27673	EA76403
BL26981	EA45090
BL07694	EA63845
BL07726	EA36642
BL03937	EA43224
BL01026	EA10642
BL01698	EA42775
BL06275	EA48870
BL13981	EA03350
BL16524	EA52691
BL05068	EA14814
BL08543	EA00273
BL22873	EA07316
BL25885	EA77331
BL22249	EA60994
BL24812	EA82323
BL14558	EA74075
BL16129	EA01518
BL08394	EA07801
BL14495	EA16367
BL21400	EA44200
BL27890	EA76302
BL26672	EA74927
BL19219	EA44972
BL06131	EA37486
BL20255	EA06136
BL14336	EA13399
BL17828	EA04158
BL02745	EA75152
BL07223	EA13669
BL07255	EA10553
BL08092	EA19543
BL08124	EA17865
BL17939	EA85471
BL22416	EA53142
BL17644	EA68335
BL08791	EA43538
BL02107	EA62364
BL04311	EA59214
BL04343	EA29212
BL02875	EA20961
BL13956	EA66094
BL17305	EA60550
BL13969	EA80997
BL05417	EA16644
BL23814	EA25247
BL27893	EA19954
BL01527	EA50281
BL02664	EA77031
BL05207	EA29053
BL14596	EA77480
BL16892	EA79262
BL04042	EA04462
BL04074	EA59193
BL06900	EA57931
BL03410	EA59104
BL03941	EA59115
BL21976	EA43243
BL16642	EA26004
BL21383	EA69041
BL21415	EA55565
BL14260	EA14734
BL21709	EA69303
BL20035	EA38889
BL25813	EA84739
BL11168	EA66477
BL11200	EA57261
BL07072	EA04331
BL07104	EA15618
BL27964	EA77095
BL11305	EA27764
BL01244	EA53113
BL02076	EA26496
BL10276	EA49300
BL05881	EA32258
BL12644	EA35510
BL14668	EA12835
BL14700	EA38456
BL22356	EA63083
BL06137	EA42250
BL23776	EA27630
BL26866	EA68878
BL14789	EA39831
BL21348	EA21086
BL18807	EA43679
BL27404	EA72871
BL01796	EA20277
BL10117	EA71179
BL10974	EA75231
BL01781	EA51073
BL08583	EA81884
BL23437	EA54808
BL27402	EA36720
BL25997	EA20493
BL24097	EA53616
BL04124	EA74227
BL05688	EA02634
BL14679	EA37855
BL15283	EA78341
BL17232	EA60478
BL07103	EA66019
BL07521	EA71483
BL05026	EA53749
BL07705	EA84527
BL01852	EA20376
BL14290	EA15171
BL26644	EA85406
BL04858	EA78078
BL04890	EA61509
BL25558	EA19227
BL00607	EA55000
BL18563	EA85718
BL01795	EA51476
BL01827	EA49913
BL14220	EA75542
BL15439	EA12446
BL17042	EA39777
BL10345	EA63931
BL11554	EA38951
BL24200	EA76900
BL03733	EA62777
BL09811	EA15512
BL18685	EA28036
BL18717	EA29607
BL22123	EA41845
BL20074	EA43246
BL25064	EA26557
BL10788	EA17488
BL20465	EA40416
BL02890	EA21105
BL04341	EA29153
BL03446	EA12864
BL03478	EA44544
BL03991	EA05260
BL02774	EA20401
BL10935	EA59429
BL14963	EA52809
BL01766	EA54371
BL01798	EA39424
BL12703	EA65552
BL03191	EA06880
BL11372	EA26700
BL12138	EA51147
BL03088	EA07488
BL04596	EA62159
BL05405	EA49805
BL01596	EA10361
BL03811	EA32346
BL06103	EA13677
BL17580	EA70174
BL21505	EA70453
BL23348	EA20965
BL23380	EA00508
BL22046	EA03222
BL15858	EA75471
BL09584	EA48189
BL11097	EA26807
BL14989	EA01980
BL25565	EA18331
BL12795	EA54698
BL12827	EA33579
BL15559	EA17384
BL15591	EA25637
BL12337	EA23818
BL15566	EA17534
BL13526	EA42349
BL12715	EA60991
BL01328	EA50058
BL03201	EA07115
BL21428	EA23200
BL25764	EA38868
BL13047	EA85108
BL16258	EA44443
BL01258	EA48450
BL02939	EA18429
BL24651	EA66692
BL27635	EA09416
BL26911	EA32824
BL26943	EA42493
BL02404	EA33608
BL05425	EA49894
BL07018	EA43204
BL05003	EA50228
BL14617	EA31966
BL15321	EA49791
BL00964	EA49665
BL22862	EA29435
BL00679	EA50313
BL15593	EA13923
BL16042	EA36911
BL13573	EA46615
BL22008	EA85122
BL22040	EA02751
BL19896	EA58490
BL15145	EA09338
BL15625	EA69242
BL04632	EA18689
BL05982	EA17367
BL14030	EA46631
BL15799	EA29583
BL09434	EA77756
BL11348	EA65885
BL12828	EA27222
BL04708	EA78579
BL27819	EA09668
BL14033	EA04293
BL18691	EA30805
BL14197	EA55300
BL15999	EA78196
BL17275	EA26311
BL21936	EA20095
BL24853	EA52892
BL24588	EA44299
BL07605	EA58428
BL01304	EA52385
BL28009	EA18917
BL01697	EA41006
BL26189	EA00312
BL02210	EA39528
BL02242	EA19516
BL24719	EA44473
BL05933	EA14317
BL09820	EA24045
BL21948	EA13290
BL21980	EA44275
BL00189	EA11971
BL19956	EA37911
BL19988	EA44934
BL27643	EA18298
BL11860	EA18577
BL19738	EA13265
BL21236	EA21723
BL26720	EA73721
BL00444	EA70238
BL02831	EA36145
BL13625	EA54300
BL20460	EA03097
BL23567	EA61921
BL07339	EA64201
BL07371	EA42575
BL08992	EA35979
BL03369	EA73674
BL27354	EA72977
BL19479	EA45150
BL18538	EA16263
BL18570	EA14136
BL17809	EA20872
BL21830	EA76800
BL05669	EA40207
BL04880	EA27587
BL03108	EA20462
BL17710	EA84019
BL18505	EA83158
BL22020	EA27086
