FID	NbGenes	NbSpecies	NbDesc	Strata	Losses	Panther Name
PTHR12882	6	6	23	Deuterostomia	Acapla,Hemichordata,Braflo,Letjap,Myxines,Chondrichthyes,Holostei,Danrer,Sarcopterygia	Suppressor of ty 4
PTHR20937	2	2	3	Hyperoartia	Letjap	Family not named
PTHR46318	6	6	23	Deuterostomia	Echinodermata,Ptyfla,Brabel,Letjap,Myxines,Chondrichthyes,Actinopterygii,Latcha,Amniotes	Family not named
PTHR23349:SF68	6	5	23	Deuterostomia	Sackow,Cephalochordata,Letrei,Myxines,Gnathostomata	Fi14601p
PTHR24178:SF26	18	6	23	Deuterostomia	Acapla,Sackow,Braflo,Leth,Myxines,Chondrichthyes,Actinopterygii,Latcha,Amniotes	Not found
PTHR35269	19	18	23	Deuterostomia	Strpur,Letrei,Eptbur,Holostei	Family not named
PTHR46091	23	9	23	Deuterostomia	Letrei,Myxines,Gnathostomata	Family not named
PTHR15191:SF2	13	10	23	Deuterostomia	Echinodermata,Cephalochordata,Letrei,Myxines,Actinopterygii,Latcha	Pituitary tumor-transforming gene 1 protein-interacting protein
PTHR24377:SF927	8	6	23	Deuterostomia	Acapla,Sackow,Cephalochordata,Leth,Myxines,Chondrichthyes,Holostei,Latcha,Xentro,Mammalia	Not found
PTHR16134:SF127	17	14	23	Deuterostomia	Letrei,Myxines,Calmil,Holostei,Danrer,Mammalia	Not found
PTHR43900:SF3	22	10	23	Deuterostomia	Strpur,Hemichordata,Myxines,Calmil,Holostei,Sarcopterygia	Glutathione s-transferase 2
PTHR46314:SF3	8	6	19	Chordata	Brabel,Braflo,Letrei,Myxines,Chondrichthyes,Holostei,Tetrapoda	Solute carrier family 25, member 44 a
PTHR23226:SF336	1	1	1	Petmar		Not found
PTHR24006	11	10	23	Deuterostomia	Acapla,Brabel,Leth,Eptbur,Calmil,Holostei,Sarcopterygia	Family not named
PTHR24376:SF197	4	3	16	Vertebrata	Leth,Myxines,Calmil,Holostei,Orylat,Sarcopterygia	Not found
PTHR46334	4	4	23	Deuterostomia	Strpur,Hemichordata,Cephalochordata,Letrei,Myxines,Calmil,Osteichthyes	Family not named
PTHR13906:SF3	10	10	19	Chordata	Ceph2,Letrei,Myxines,Holostei,Orylat,Latcha	Ghrelin o-acyltransferase
PTHR21964	6	6	23	Deuterostomia	Acapla,Sackow,Brabel,Leth,Myxines,Calmil,Osteichthyes	Breast cancer metastasis-suppressor 1
PTHR47398	5	4	16	Vertebrata	Letrei,Myxines,Chondrichthyes,Actinopterygii,Latcha,Xentro,Galgal	Family not named
PTHR47398:SF1	5	4	16	Vertebrata	Letrei,Myxines,Chondrichthyes,Actinopterygii,Latcha,Xentro,Galgal	Proline-rich protein 3
PTHR19965:SF90	11	9	23	Deuterostomia	Ptyfla,Letrei,Myxines,Chondrichthyes,Holostei,Orylat,Sarcopterygia	Not found
PTHR13058:SF24	14	10	23	Deuterostomia	Strpur,Hemichordata,Letrei,Myxines,Chondrichthyes,Actinopterygii,Galgal	Not found
PTHR23180:SF160	1	1	1	Petmar		Arf-gap with coiled-coil, ank repeat and ph domain-containing protein 3
PTHR45897:SF5	8	7	16	Vertebrata	Myxines,Chipun,Actinopterygii,Mammalia	Not found
PTHR46756:SF14	9	9	19	Chordata	Brabel,Bralan,Letrei,Myxines,Calmil,Holostei,Orylat,Xentro	Not found
PTHR10666:SF414	9	9	23	Deuterostomia	Cephalochordata,Leth,Myxines,Chipun,Holostei,Orylat,Xentro,Galgal,Homsap	Not found
PTHR33971:SF1	5	4	19	Chordata	Bralan,Leth,Myxines,Calmil,Osteichthyes	Glycine-rich protein
PTHR34491:SF36	5	3	19	Chordata	Brabel,Leth,Myxines,Gnathostomata	Not found
PTHR47196:SF1	11	11	19	Chordata	Myxines,Calmil,Actinopterygii,Galgal	Kelch domain-containing protein 9
PTHR47196	11	11	19	Chordata	Myxines,Calmil,Actinopterygii,Galgal	Family not named
PTHR43294:SF15	18	13	19	Chordata	Brabel,Eptbur,Calmil,Holostei,Danrer	Not found
PTHR16736:SF5	4	4	16	Vertebrata	Leth,Myxines,Chipun,Actinopterygii,Latcha,Xentro,Galgal	Long intergenic non-protein coding rna 1314
PTHR45888	8	7	23	Deuterostomia	Strpur,Leth,Myxines,Gnathostomata	Family not named
PTHR23277:SF108	14	6	23	Deuterostomia	Acapla,Cephalochordata,Letrei,Eptbur,Gnathostomata	Immunoglobulin superfamily member 21
PTHR11430	3	3	3	Hyperoartia		Lipocalin
PTHR23226:SF300	7	6	23	Deuterostomia	Acapla,Hemichordata,Brabel,Braflo,Letjap,Myxines,Chondrichthyes,Actinopterygii,Latcha,Galgal,Homsap	Not found
PTHR23226:SF214	4	4	16	Vertebrata	Letjap,Eptbur,Chondrichthyes,Holostei,Orylat,Sarcopterygia	Zinc finger protein 32
PTHR10510:SF2	14	12	16	Vertebrata	Myxines,Holostei	Cytochrome c oxidase subunit 7a-related protein, mitochondrial
PTHR24377:SF878	5	4	23	Deuterostomia	Acapla,Hemichordata,Cephalochordata,Leth,Myxines,Chondrichthyes,Holostei,Orylat,Latcha,Amniotes	Not found
PTHR28436	9	8	16	Vertebrata	Letjap,Myxines,Chondrichthyes,Holostei,Latcha	Family not named
PTHR28436:SF1	9	8	16	Vertebrata	Letjap,Myxines,Chondrichthyes,Holostei,Latcha	Mitochondrial import receptor subunit tom5 homolog
PTHR10024:SF218	9	9	23	Deuterostomia	Letrei,Myxines,Gnathostomata	Fi18813p1
PTHR16294	6	5	19	Chordata	Letrei,Myxines,Gnathostomata	Dystrobrevin binding protein 1  dysbindin
PTHR45659:SF12	9	9	16	Vertebrata	Leth,Eptbur,Holostei,Danrer,Latcha	Homeobox protein hox-a7
PTHR15592:SF2	13	8	16	Vertebrata	Leth,Myxines,Actinopterygii	Matrin-3
PTHR45712	23	15	23	Deuterostomia	Eptbur,Holostei,Orylat,Latcha,Amniotes	Family not named
PTHR48225	13	10	23	Deuterostomia	Letrei,Myxines,Calmil,Osteichthyes	Not found
PTHR16320:SF1	61	11	23	Deuterostomia	Brabel,Braflo,Letrei,Eptbur,Chipun,Actinopterygii,Amniotes	Sphingomyelinase ddb_g0288017
PTHR35420:SF1	10	5	19	Chordata	Ceph2,Myxines,Chondrichthyes,Actinopterygii,Latcha,Xentro,Galgal,Homsap	Subfamily not named
PTHR15427:SF21	6	5	16	Vertebrata	Letrei,Myxines,Chondrichthyes,Holostei,Latcha,Xentro,Mammalia	Complement c1q and tumor necrosis factor-related protein 9a
PTHR10443:SF38	15	11	16	Vertebrata	Letrei,Myxines,Holostei	Not found
PTHR19256	41	8	16	Vertebrata	Leth,Myxines,Holostei,Danrer,Homsap	T-cell receptor gamma chain
PTHR24068:SF360	14	14	23	Deuterostomia	Acapla,Sackow,Cephalochordata,Eptbur,Holostei,Orylat	Not found
PTHR46135	2	2	3	Hyperoartia	Letrei	Family not named
PTHR11412:SF165	31	8	16	Vertebrata	Letjap,Myxines,Calmil,Actinopterygii	Not found
PTHR16267	12	9	23	Deuterostomia	Strpur,Braflo,Eptbur,Gnathostomata	Family not named
PTHR10510:SF5	12	11	23	Deuterostomia	Echinodermata,Sackow,Cephalochordata,Letrei,Eptbur,Calmil,Holostei,Galgal	Cytochrome c oxidase subunit 7a1, mitochondrial
PTHR12649	2	2	3	Hyperoartia	Letrei	Peptidyl-trna hydrolase 2
PTHR12522:SF4	4	2	23	Deuterostomia	Acapla,Hemichordata,Cephalochordata,Leth,Myxines,Gnathostomata	Zinc finger protein elbow
PTHR10372:SF31	8	6	16	Vertebrata	Myxines,Calmil,Holostei,Sarcopterygia	Not found
PTHR23262:SF182	9	5	23	Deuterostomia	Echinodermata,Ptyfla,Cephalochordata,Leth,Eptbur,Chondrichthyes,Actinopterygii,Latcha,Xentro,Galgal	Not found
PTHR36867:SF1	15	14	23	Deuterostomia	Myxines,Actinopterygii,Xentro,Galgal,Homsap	Mcg131172, isoform cra_a
PTHR36867	15	14	23	Deuterostomia	Myxines,Actinopterygii,Xentro,Galgal,Homsap	Family not named
PTHR24050:SF20	16	5	23	Deuterostomia	Echinodermata,Ceph2,Letrei,Myxines,Gnathostomata	Subfamily not named
PTHR14225:SF0	6	6	16	Vertebrata	Letrei,Myxines,Chondrichthyes,Actinopterygii,Latcha	Apolipoprotein c-iii
PTHR14225	6	6	16	Vertebrata	Letrei,Myxines,Chondrichthyes,Actinopterygii,Latcha	Apolipoprotein c-iii
PTHR45691:SF6	26	9	19	Chordata	Brabel,Eptbur,Calmil,Holostei,Danrer,Latcha,Xentro,Mammalia	Subfamily not named
PTHR11211:SF40	14	7	23	Deuterostomia	Strpur,Hemichordata,Myxines,Gnathostomata	Not found
PTHR21734	4	3	19	Chordata	Ceph2,Leth,Myxines,Calmil,Osteichthyes	Ikip2, 3
PTHR22933	1	1	1	Petmar		Uncharacterized
PTHR19325:SF543	5	5	16	Vertebrata	Leth,Eptbur,Chondrichthyes,Actinopterygii,Xentro,Galgal	Not found
PTHR10438	9	7	19	Chordata	Bralan,Myxines,Osteichthyes	Thioredoxin
PTHR13136:SF11	16	15	23	Deuterostomia	Strpur,Ptyfla,Leth,Myxines,Holostei	Kat8 regulatory nsl complex subunit 3
PTHR47977:SF51	14	7	23	Deuterostomia	Acapla,Sackow,Letrei,Myxines,Gnathostomata	Not found
PTHR11829:SF346	8	8	23	Deuterostomia	Ptyfla,Letjap,Myxines,Gnathostomata	Subfamily not named
PTHR10155:SF9	14	11	16	Vertebrata	Leth,Eptbur,Holostei	Cytokine-inducible sh2-containing protein
PTHR24270	145	10	23	Deuterostomia	Letrei,Myxines,Calmil,Osteichthyes	Family not named
PTHR16655:SF0	10	8	16	Vertebrata	Letrei,Myxines,Actinopterygii,Latcha	Cocaine- and amphetamine-regulated transcript protein
PTHR31576	2	2	3	Hyperoartia	Letrei	Family not named
PTHR24044:SF482	5	4	23	Deuterostomia	Acapla,Sackow,Brabel,Braflo,Leth,Myxines,Gnathostomata	Not found
PTHR44216	7	7	23	Deuterostomia	Strpur,Braflo,Letrei,Myxines,Gnathostomata	Family not named
PTHR11387:SF31	8	6	16	Vertebrata	Myxines,Chondrichthyes,Holostei,Tetrapoda	Cytochrome c oxidase subunit
PTHR24377:SF189	4	3	16	Vertebrata	Leth,Myxines,Chondrichthyes,Actinopterygii,Latcha,Xentro,Galgal	Zinc finger protein 7
PTHR47881	9	7	23	Deuterostomia	Echinodermata,Sackow,Cephalochordata,Letrei,Eptbur,Calmil,Actinopterygii,Latcha,Xentro,Galgal	Family not named
PTHR47881:SF1	9	7	23	Deuterostomia	Echinodermata,Sackow,Cephalochordata,Letrei,Eptbur,Calmil,Actinopterygii,Latcha,Xentro,Galgal	Tumor necrosis factor receptor superfamily member 4
PTHR45704	13	6	23	Deuterostomia	Strpur,Cephalochordata,Letrei,Eptbur,Gnathostomata	Family not named
PTHR47653:SF1	42	7	23	Deuterostomia	Echinodermata,Letrei,Myxines,Gnathostomata	Protein bark beetle
PTHR47653	42	7	23	Deuterostomia	Echinodermata,Letrei,Myxines,Gnathostomata	Family not named
PTHR32382:SF67	1	1	1	Petmar		Not found
PTHR24407	23	3	23	Deuterostomia	Hemichordata,Cephalochordata,Leth,Myxines,Gnathostomata	Family not named
PTHR24394:SF27	17	9	23	Deuterostomia	Acapla,Sackow,Brabel,Letrei,Myxines,Chondrichthyes,Holostei,Latcha,Amniotes	Not found
PTHR21512	4	3	23	Deuterostomia	Echinodermata,Ptyfla,Cephalochordata,Letrei,Myxines,Gnathostomata	Trafficking protein particle complex subunit 9
PTHR21654	6	5	23	Deuterostomia	Strpur,Sackow,Cephalochordata,Leth,Myxines,Chondrichthyes,Holostei,Sarcopterygia	Family not named
PTHR15414	15	15	23	Deuterostomia	Ptyfla,Brabel,Eptbur,Chondrichthyes,Holostei,Latcha	Os-9-related
PTHR47177:SF5	2	2	16	Vertebrata	Leth,Myxines,Chondrichthyes,Holostei,Orylat,Sarcopterygia	Not found
PTHR25465:SF14	103	9	16	Vertebrata	Myxines,Calmil,Holostei,Galgal,Homsap	Tripartite motif-containing protein 65
PTHR21695:SF0	19	15	19	Chordata	Braflo,Eptbur,Holostei	Zinc finger protein 414
PTHR21695	19	15	19	Chordata	Braflo,Eptbur,Holostei	Uncharacterized
PTHR13305	8	8	23	Deuterostomia	Strpur,Hemichordata,Brabel,Bralan,Letrei,Myxines,Chondrichthyes,Holostei,Amniotes	Ribosome biogenesis protein nop10
PTHR11863:SF113	8	6	16	Vertebrata	Letrei,Myxines,Chondrichthyes,Holostei,Amniotes	Cholesterol 25-hydroxylase-like protein 1, member 2
PTHR23050:SF354	16	16	23	Deuterostomia	Ptyfla,Letrei,Myxines,Holostei,Orylat	Ef-hand calcium-binding domain-containing protein 11
PTHR13832:SF354	14	11	23	Deuterostomia	Myxines,Calmil,Osteichthyes	Gm14138p
PTHR16861:SF4	37	10	23	Deuterostomia	Braflo,Letrei,Myxines,Calmil,Actinopterygii,Latcha,Amniotes	Subfamily not named
PTHR16861	37	10	23	Deuterostomia	Braflo,Letrei,Myxines,Calmil,Actinopterygii,Latcha,Amniotes	Glycoprotein 38
PTHR11515	4	4	23	Deuterostomia	Echinodermata,Ptyfla,Cephalochordata,Letjap,Eptbur,Gnathostomata	Glycoprotein hormone beta chain
PTHR24381:SF30	3	3	16	Vertebrata	Leth,Myxines,Calmil,Actinopterygii,Latcha,Xentro,Galgal,Musmus	Zinc finger protein 596
PTHR10270:SF313	6	5	23	Deuterostomia	Echinodermata,Sackow,Cephalochordata,Letrei,Myxines,Chondrichthyes,Holostei,Danrer,Latcha,Amniotes	Not found
PTHR24058	20	7	23	Deuterostomia	Hemichordata,Letrei,Myxines,Gnathostomata	Dual specificity protein kinase
PTHR45791	5	5	16	Vertebrata	Letrei,Eptbur,Chipun,Actinopterygii,Tetrapoda	Family not named
PTHR15065:SF6	8	8	16	Vertebrata	Leth,Myxines,Calmil,Holostei,Galgal	Insulinoma-associated protein 2
PTHR15960	5	5	23	Deuterostomia	Echinodermata,Sackow,Leth,Myxines,Gnathostomata	Family not named
PTHR43286:SF1	6	6	23	Deuterostomia	Echinodermata,Ptyfla,Cephalochordata,Myxines,Calmil,Actinopterygii,Latcha,Amniotes	Endonuclease iii-like protein 1
PTHR13738:SF2	10	9	16	Vertebrata	Letrei,Eptbur,Chondrichthyes,Holostei,Galgal	Troponin i, cardiac muscle
PTHR35718	3	2	3	Hyperoartia	Letrei	Family not named
PTHR35385:SF3	33	5	23	Deuterostomia	Hemichordata,Cephalochordata,Letrei,Myxines,Chondrichthyes,Holostei,Orylat,Sarcopterygia	Not found
PTHR15858:SF0	20	17	23	Deuterostomia	Brabel,Letrei,Eptbur,Holostei,Xentro	Immediate early response 3-interacting protein 1
PTHR24377:SF243	6	4	19	Chordata	Ceph2,Leth,Myxines,Chondrichthyes,Actinopterygii,Latcha,Xentro,Galgal	Mcg61508-related
PTHR35836	23	10	23	Deuterostomia	Myxines,Gnathostomata	Family not named
PTHR35836:SF1	23	10	23	Deuterostomia	Myxines,Gnathostomata	Subfamily not named
PTHR24373:SF288	6	5	16	Vertebrata	Letrei,Myxines,Chondrichthyes,Actinopterygii,Latcha,Xentro	Protein elfn1
PTHR18863	12	10	23	Deuterostomia	Strpur,Myxines,Calmil,Osteichthyes	Tsec-2-related
PTHR11955:SF56	12	11	16	Vertebrata	Letrei,Myxines,Holostei	Retinol-binding protein 1
PTHR10201:SF24	11	10	23	Deuterostomia	Acapla,Hemichordata,Cephalochordata,Leth,Eptbur,Calmil,Holostei,Galgal	Matrix metalloproteinase-14
PTHR20934:SF0	7	6	16	Vertebrata	Leth,Myxines,Chondrichthyes,Holostei,Danrer,Xentro	Transcription elongation factor 1 homolog
PTHR48012:SF20	3	3	3	Hyperoartia		Not found
PTHR24219	12	8	23	Deuterostomia	Strpur,Braflo,Myxines,Gnathostomata	Family not named
PTHR23252:SF24	44	18	23	Deuterostomia	Myxines,Holostei,Galgal	Transmembrane protein 145
PTHR21584	10	9	23	Deuterostomia	Strpur,Cephalochordata,Letrei,Eptbur,Actinopterygii,Tetrapoda	Differential display and activated by p53  dda3 /g2 s phase expressed 1
PTHR24054:SF51	4	2	3	Hyperoartia	Letrei	Not found
PTHR46103	11	10	23	Deuterostomia	Strpur,Letrei,Eptbur,Chondrichthyes,Holostei,Orylat,Sarcopterygia	Family not named
PTHR46136	3	3	19	Chordata	Braflo,Leth,Myxines,Gnathostomata	Family not named
PTHR22420	3	3	16	Vertebrata	Leth,Myxines,Calmil,Actinopterygii,Tetrapoda	Uncharacterized
PTHR24399:SF49	14	8	23	Deuterostomia	Strpur,Hemichordata,Brabel,Letjap,Myxines,Chondrichthyes,Holostei,Orylat,Latcha,Galgal,Homsap	Not found
PTHR14119	11	11	23	Deuterostomia	Myxines,Chondrichthyes,Holostei,Danrer,Sarcopterygia	Hydrolase
PTHR24366:SF144	6	6	16	Vertebrata	Letrei,Myxines,Chipun,Holostei,Orylat,Xentro,Mammalia	Not found
PTHR32097:SF17	4	3	23	Deuterostomia	Strpur,Hemichordata,Ceph2,Leth,Myxines,Gnathostomata	Not found
PTHR10036:SF21	15	7	23	Deuterostomia	Strpur,Ptyfla,Letrei,Myxines,Gnathostomata	Not found
PTHR24393:SF21	4	4	16	Vertebrata	Leth,Myxines,Chondrichthyes,Holostei,Danrer,Latcha,Xentro,Galgal	Zinc finger protein 628
PTHR46573	16	15	23	Deuterostomia	Letrei,Eptbur,Chondrichthyes,Holostei,Danrer,Latcha	Family not named
PTHR34396	5	3	3	Hyperoartia		Family not named
PTHR15527:SF0	8	8	16	Vertebrata	Leth,Myxines,Chipun,Holostei,Latcha	Mitochondrial import receptor subunit tom6 homolog
PTHR15527	8	8	16	Vertebrata	Leth,Myxines,Chipun,Holostei,Latcha	Mitochondrial import receptor subunit tom6 homolog
PTHR19300	4	3	19	Chordata	Brabel,Braflo,Letrei,Myxines,Gnathostomata	Beta-1,4-galactosyltransferase
PTHR46280	7	6	16	Vertebrata	Eptbur,Chondrichthyes,Holostei,Sarcopterygia	Family not named
PTHR45620:SF25	9	6	16	Vertebrata	Letrei,Myxines,Chondrichthyes,Actinopterygii,Latcha	Glucagon-like peptide 1 receptor
PTHR13710	82	8	23	Deuterostomia	Leth,Myxines,Gnathostomata	Dna helicase recq family member
PTHR24058:SF128	6	6	16	Vertebrata	Eptbur,Chondrichthyes,Holostei,Sarcopterygia	Not found
PTHR14526	7	7	16	Vertebrata	Leth,Myxines,Calmil,Holostei,Latcha,Galgal	Family not named
PTHR14526:SF2	7	7	16	Vertebrata	Leth,Myxines,Calmil,Holostei,Latcha,Galgal	Aurora kinase a and ninein-interacting protein
PTHR12044:SF10	14	10	16	Vertebrata	Letrei,Eptbur,Actinopterygii	Meiosis inhibitor protein 1
PTHR10292:SF1	6	5	23	Deuterostomia	Ptyfla,Cephalochordata,Letrei,Myxines,Gnathostomata	Clathrin heavy chain
PTHR11711:SF400	9	7	23	Deuterostomia	Strpur,Ptyfla,Letrei,Myxines,Gnathostomata	Not found
PTHR15487:SF5	10	9	16	Vertebrata	Leth,Myxines,Holostei,Orylat	Not found
PTHR43294:SF1	10	8	16	Vertebrata	Myxines,Calmil,Actinopterygii,Latcha	Potassium-transporting atpase alpha chain 2
PTHR24381:SF119	2	2	16	Vertebrata	Leth,Myxines,Chondrichthyes,Actinopterygii,Latcha,Xentro,Galgal,Musmus	Zinc finger protein 133
PTHR14758:SF2	11	11	16	Vertebrata	Letrei,Myxines,Holostei	Protein fam110b
PTHR12106:SF41	4	4	16	Vertebrata	Letrei,Myxines,Chondrichthyes,Holostei,Sarcopterygia	Sortilin
PTHR48070:SF6	19	19	23	Deuterostomia	Letrei,Eptbur,Holostei	Not found
PTHR28604	4	3	16	Vertebrata	Letrei,Myxines,Chipun,Osteichthyes	Family not named
PTHR21243:SF21	5	4	16	Vertebrata	Myxines,Calmil,Osteichthyes	Not found
PTHR10430:SF16	21	17	23	Deuterostomia	Ptyfla,Letrei,Eptbur,Holostei,Galgal	Peroxiredoxin-5, mitochondrial
PTHR11471:SF13	35	9	23	Deuterostomia	Letjap,Myxines,Gnathostomata	Subfamily not named
PTHR24377:SF619	15	7	16	Vertebrata	Leth,Myxines,Chipun,Holostei,Latcha,Homsap	Subfamily not named
PTHR13857	9	4	23	Deuterostomia	Strpur,Hemichordata,Cephalochordata,Myxines,Gnathostomata	Apolipoprotein b
PTHR23291:SF81	25	10	23	Deuterostomia	Letrei,Myxines,Chondrichthyes,Actinopterygii,Tetrapoda	X-box promoter element regulated
PTHR48234:SF1	5	3	5	Cyclostomata	Letjap,Eptbur	Not found
PTHR48234	5	3	5	Cyclostomata	Letjap,Eptbur	Not found
PTHR45985	5	5	19	Chordata	Letrei,Myxines,Gnathostomata	Family not named
PTHR18939:SF6	34	14	23	Deuterostomia	Acapla,Ptyfla,Bralan,Letjap,Eptbur,Actinopterygii	Not found
PTHR12044	4	4	23	Deuterostomia	Acapla,Ptyfla,Cephalochordata,Letjap,Myxines,Gnathostomata	Bcl2 interacting mediator of cell death
PTHR10857	6	4	23	Deuterostomia	Echinodermata,Sackow,Cephalochordata,Myxines,Gnathostomata	Copine
PTHR10589:SF17	2	2	23	Deuterostomia	Strpur,Hemichordata,Cephalochordata,Leth,Myxines,Gnathostomata	Ubiquitin carboxyl-terminal hydrolase
PTHR19860	13	7	23	Deuterostomia	Strpur,Ptyfla,Leth,Myxines,Chondrichthyes,Actinopterygii,Latcha,Amniotes	Family not named
PTHR36175:SF1	5	4	23	Deuterostomia	Echinodermata,Sackow,Brabel,Leth,Myxines,Gnathostomata	Subfamily not named
PTHR36175	5	4	23	Deuterostomia	Echinodermata,Sackow,Brabel,Leth,Myxines,Gnathostomata	Family not named
PTHR46062:SF1	3	3	23	Deuterostomia	Acapla,Hemichordata,Brabel,Bralan,Leth,Myxines,Gnathostomata	Lp12374p
PTHR42985	39	9	23	Deuterostomia	Strpur,Bralan,Letjap,Myxines,Osteichthyes	Family not named
PTHR10390:SF13	9	9	16	Vertebrata	Myxines,Actinopterygii,Latcha	Homeobox protein six1
PTHR12381	11	7	23	Deuterostomia	Brabel,Bralan,Leth,Eptbur,Gnathostomata	Ribonucleoprotein
PTHR46984:SF1	15	12	23	Deuterostomia	Letrei,Myxines,Chipun,Actinopterygii,Amniotes	Leucine-rich repeat-containing protein 71
PTHR46984	15	12	23	Deuterostomia	Letrei,Myxines,Chipun,Actinopterygii,Amniotes	Family not named
PTHR18945:SF197	11	10	16	Vertebrata	Myxines,Chipun,Holostei,Danrer	Gamma-aminobutyric acid receptor subunit rho-2
PTHR12461:SF53	29	10	23	Deuterostomia	Myxines,Gnathostomata	Subfamily not named
PTHR24046:SF5	42	9	23	Deuterostomia	Letrei,Myxines,Gnathostomata	Not found
PTHR11409:SF39	24	11	23	Deuterostomia	Acapla,Letrei,Myxines,Chondrichthyes,Actinopterygii,Latcha,Musmus	Adenosine deaminase cecr1
PTHR24393:SF78	10	7	23	Deuterostomia	Ceph2,Letjap,Myxines,Gnathostomata	Not found
PTHR21367	5	5	23	Deuterostomia	Strpur,Ceph2,Leth,Myxines,Gnathostomata	Arginine-trna-protein transferase 1
PTHR10078:SF30	13	9	16	Vertebrata	Leth,Myxines,Holostei,Latcha	Interleukin-1 beta
PTHR24377:SF806	1	1	1	Petmar		Not found
PTHR21502:SF3	1	1	1	Petmar		Subfamily not named
PTHR23295	11	7	23	Deuterostomia	Strpur,Ptyfla,Brabel,Braflo,Eptbur,Gnathostomata	Nuclear receptor coactivator 5-related
PTHR23226:SF268	1	1	1	Petmar		Not found
PTHR11955:SF62	24	11	23	Deuterostomia	Echinodermata,Leth,Myxines,Chondrichthyes,Holostei,Latcha,Xentro	Cellular retinoic acid-binding protein 1
PTHR10827	4	4	23	Deuterostomia	Echinodermata,Sackow,Brabel,Leth,Myxines,Gnathostomata	Reticulocalbin
PTHR48251	16	16	23	Deuterostomia	Letrei,Myxines,Holostei,Orylat,Galgal	Not found
PTHR43161	28	12	23	Deuterostomia	Myxines,Osteichthyes	Family not named
PTHR24384:SF229	2	2	23	Deuterostomia	Echinodermata,Ptyfla,Cephalochordata,Leth,Myxines,Gnathostomata	Not found
PTHR10468:SF0	18	15	23	Deuterostomia	Strpur,Leth,Myxines,Holostei,Galgal	Alpha-1,3-mannosyl-glycoprotein 2-beta-n-acetylglucosaminyltransferase
PTHR10206	10	5	16	Vertebrata	Letjap,Myxines,Calmil,Actinopterygii,Latcha,Galgal,Musmus	Cathelicidin
PTHR13551	4	3	23	Deuterostomia	Strpur,Hemichordata,Cephalochordata,Letrei,Myxines,Gnathostomata	Brain protein i3
PTHR23189:SF47	4	4	16	Vertebrata	Letrei,Myxines,Chondrichthyes,Holostei,Sarcopterygia	Si:ch1073-335m2.2
PTHR12352:SF25	7	4	23	Deuterostomia	Echinodermata,Cephalochordata,Letrei,Myxines,Gnathostomata	Proteoglycan cow
PTHR23300:SF0	6	6	23	Deuterostomia	Acapla,Brabel,Braflo,Leth,Myxines,Calmil,Osteichthyes	Selenium-binding protein 1
PTHR12439:SF13	4	4	16	Vertebrata	Letrei,Myxines,Chondrichthyes,Holostei,Sarcopterygia	Poly(u)-specific endoribonuclease-c
PTHR10812	5	5	16	Vertebrata	Letrei,Eptbur,Calmil,Holostei,Orylat,Sarcopterygia	Transcription factor ap-2
PTHR12480:SF19	30	12	23	Deuterostomia	Myxines,Osteichthyes	Ip10855p
PTHR16483	21	7	23	Deuterostomia	Acapla,Sackow,Bralan,Myxines,Gnathostomata	Gastrokine 1
PTHR24113	6	5	23	Deuterostomia	Acapla,Brabel,Bralan,Leth,Myxines,Gnathostomata	Family not named
PTHR44303:SF1	6	6	23	Deuterostomia	Strpur,Ptyfla,Cephalochordata,Letjap,Myxines,Chondrichthyes,Holostei,Sarcopterygia	Dnaj (hsp40) homolog, subfamily c, member 16-like
PTHR24381:SF324	2	2	16	Vertebrata	Leth,Myxines,Chondrichthyes,Actinopterygii,Latcha,Xentro,Galgal,Musmus	Not found
PTHR15075	9	9	23	Deuterostomia	Acapla,Myxines,Gnathostomata	Alpha-mannoside beta-1,6-n-acetylglucosaminyltransferase
PTHR19971	12	9	23	Deuterostomia	Sackow,Cephalochordata,Leth,Myxines,Actinopterygii,Mammalia	Tyrosine protein phosphatase
PTHR11783:SF48	13	8	23	Deuterostomia	Echinodermata,Cephalochordata,Letjap,Myxines,Calmil,Actinopterygii,Latcha,Homsap	Sulfotransferase 1 family member d1
PTHR14995	11	10	19	Chordata	Myxines,Chipun,Holostei,Tetrapoda	Amnionless
PTHR35378:SF1	42	10	23	Deuterostomia	Echinodermata,Myxines,Calmil,Actinopterygii,Latcha,Amniotes	Subfamily not named
PTHR35378	42	10	23	Deuterostomia	Echinodermata,Myxines,Calmil,Actinopterygii,Latcha,Amniotes	Family not named
PTHR46007	5	4	23	Deuterostomia	Strpur,Hemichordata,Cephalochordata,Letrei,Eptbur,Gnathostomata	Family not named
PTHR41158:SF2	2	2	19	Chordata	Brabel,Braflo,Leth,Myxines,Gnathostomata	Subfamily not named
PTHR41158	2	2	19	Chordata	Brabel,Braflo,Leth,Myxines,Gnathostomata	Family not named
PTHR23024:SF24	4	3	23	Deuterostomia	Echinodermata,Sackow,Cephalochordata,Letrei,Myxines,Gnathostomata	Carboxylesterase 15-related
PTHR14647:SF81	71	16	23	Deuterostomia	Myxines,Calmil,Holostei,Xentro,Galgal	Not found
PTHR12286	10	9	23	Deuterostomia	Echinodermata,Ptyfla,Eptbur,Chipun,Osteichthyes	Uncharacterized
PTHR31912	15	5	23	Deuterostomia	Ptyfla,Brabel,Braflo,Leth,Myxines,Gnathostomata	Family not named
