fid	clg	Bflo	Spu	Blan	Skow	Pfla	Apla	Chipun	Lepocu	Xentro	Galgal	Lepocu	Petmar	Parata
OG_1295	CLGI	BF18782	LOC591793	BL04453	Sakowv30040805m	pfl_40v0_9_20150316_1g134	LOC110977112		Lepocu_ENSLOCG00000011956|beta2	Xentro_ddx41|beta1	Galgal_ENSGALG00000042994|beta2	Lepocu_ENSLOCG00000011956|beta2		
OG_12810	CLGI		LOC576121	BL13495	Sakowv30008074m	pfl_40v0_9_20150316_1g13627	LOC110977057	Chipun_Chipu0020718|alpha1;Chipun_Chipu0010566|beta2	Lepocu_ENSLOCG00000003750|alpha1;Lepocu_ENSLOCG00000001061|alpha2;Lepocu_ENSLOCG00000009589|beta2	Xentro_LOC100497395|alpha1;Xentro_cdc25c|beta1;Xentro_cdc25b|alpha2		Lepocu_ENSLOCG00000003750|alpha1;Lepocu_ENSLOCG00000001061|alpha2;Lepocu_ENSLOCG00000009589|beta2	Petmar_LOC116941398|chrm11	Parata_EA42303|chr2
OG_12534	CLGI	BF06720	LOC578461	BL17384	Sakowv30022310m		LOC110982443	Chipun_Chipu0013783|beta1;Chipun_Chipu0029181|beta2	Lepocu_ENSLOCG00000015252|beta1;Lepocu_ENSLOCG00000012170|beta2	Xentro_lman2l|beta1	Galgal_ENSGALG00000033232|beta2	Lepocu_ENSLOCG00000015252|beta1;Lepocu_ENSLOCG00000012170|beta2	Petmar_LOC116940691|chrm9;Petmar_LOC116941419|chrm11	Parata_EA68894|chr12;Parata_EA42050|chr2
OG_14721	CLGI	BF21964	LOC589113	BL09883	Sakowv30007552m		LOC110977052	Chipun_Chipu0008620|alpha1;Chipun_Chipu0010969|alpha2	Lepocu_ENSLOCG00000008016|alpha1;Lepocu_ENSLOCG00000012124|alpha2	Xentro_fam175a|alpha2	Galgal_ENSGALG00000038054|alpha1;Galgal_ENSGALG00000011210|alpha2	Lepocu_ENSLOCG00000008016|alpha1;Lepocu_ENSLOCG00000012124|alpha2	Petmar_ABRAXAS2|chrm11;Petmar_LOC116940632|chrm9	Parata_EA71637|chr12
OG_2605	CLGI	BF21960	LOC115918634	BL10900	Sakowv30002601m	pfl_40v0_9_20150316_1g1803	LOC110977073	Chipun_Chipu0016747|beta2	Lepocu_ENSLOCG00000012274|beta2	Xentro_rab24|beta1	Galgal_ENSGALG00000002984|beta2	Lepocu_ENSLOCG00000012274|beta2		Parata_EA69354|chr12
OG_123	CLGI	BF09605	LOC763478	BL19983	Sakowv30046139m		LOC110987892	Chipun_Chipu0018221|alpha1	Lepocu_ENSLOCG00000012693|alpha1;Lepocu_ENSLOCG00000015256|beta1;Lepocu_ENSLOCG00000010965|beta2	Xentro_arl3|alpha1	Galgal_ENSGALG00000008049|alpha1;Galgal_ENSGALG00000003134|beta2	Lepocu_ENSLOCG00000012693|alpha1;Lepocu_ENSLOCG00000015256|beta1;Lepocu_ENSLOCG00000010965|beta2	Petmar_ARL3|chrm9	Parata_EA70107|chr12
OG_7981	CLGI	BF21859		BL22326				Chipun_Chipu0004412|alpha1;Chipun_Chipu0024117|beta1	Lepocu_ENSLOCG00000005878|alpha1;Lepocu_ENSLOCG00000014999|beta1;Lepocu_ENSLOCG00000012324|alpha2	Xentro_lgi1|alpha1;Xentro_lgi2|alpha2	Galgal_ENSGALG00000031720|alpha1;Galgal_ENSGALG00000043283|alpha2	Lepocu_ENSLOCG00000005878|alpha1;Lepocu_ENSLOCG00000014999|beta1;Lepocu_ENSLOCG00000012324|alpha2	Petmar_LGI1|chrm11	Parata_EA39903|chr2;Parata_EA45514|chr2
OG_1413	CLGI	BF21927	LOC587009	BL11564	Sakowv30040081m	pfl_40v0_9_20150316_1g115	LOC110983389	Chipun_Chipu0009468|alpha1	Lepocu_ENSLOCG00000011648|alpha1;Lepocu_ENSLOCG00000001890|alpha2	Xentro_lbx1|alpha1	Galgal_ENSGALG00000034189|alpha1	Lepocu_ENSLOCG00000011648|alpha1;Lepocu_ENSLOCG00000001890|alpha2	Petmar_LBX2|chrm9	Parata_EA70606|chr12
OG_3716	CLGI	BF08094	LOC585279	BL09992	Sakowv30008076m	pfl_40v0_9_20150316_1g13629	LOC110983076	Chipun_Chipu0011668|alpha2;Chipun_Chipu0004735|beta2	Lepocu_ENSLOCG00000012813|alpha2;Lepocu_ENSLOCG00000011884|beta2	Xentro_rnf44|beta1;Xentro_rnf38|alpha2	Galgal_ENSGALG00000026443|beta2	Lepocu_ENSLOCG00000012813|alpha2;Lepocu_ENSLOCG00000011884|beta2		
OG_16215	CLGI	BF21966	LOC115924095	BL31950	Sakowv30020005m	pfl_40v0_9_20150316_1g14178	LOC110977143	Chipun_Chipu0015551|alpha1;Chipun_Chipu0030136|beta1;Chipun_Chipu0019494|alpha2	Lepocu_ENSLOCG00000012377|alpha1;Lepocu_ENSLOCG00000015316|beta1;Lepocu_ENSLOCG00000011644|alpha2	Xentro_add2|beta1;Xentro_Xetrov90000358m|alpha2	Galgal_ENSGALG00000008542|alpha1;Galgal_ENSGALG00000026948|beta1;Galgal_ENSGALG00000015664|alpha2	Lepocu_ENSLOCG00000012377|alpha1;Lepocu_ENSLOCG00000015316|beta1;Lepocu_ENSLOCG00000011644|alpha2	Petmar_ADD1|chrm9	Parata_EA56336|chr12
OG_16091	CLGI	BF21938	LOC105442319	BL01910	Sakowv30039477m		LOC110979876	Chipun_Chipu0004395|alpha1;Chipun_Chipu0010569|beta2	Lepocu_ENSLOCG00000009613|beta2	Xentro_kif20b-like|alpha1;Xentro_kif20a-like|beta1	Galgal_ENSGALG00000038799|alpha1;Galgal_ENSGALG00000035030|beta2	Lepocu_ENSLOCG00000009613|beta2	Petmar_LOC116941381|chrm11	Parata_EA44850|chr2
OG_12442	CLGI	BF21961	LOC587315	BL07054	Sakowv30002600m		LOC110977035	Chipun_Chipu0005025|beta2	Lepocu_ENSLOCG00000009255|beta2	Xentro_LOC100487878-like|beta1	Galgal_ENSGALG00000003722|beta2	Lepocu_ENSLOCG00000009255|beta2		
OG_14056	CLGI	BF09683	LOC100887834	BL04228	Sakowv30001506m	pfl_40v0_9_20150316_1g17760	LOC110979927		Lepocu_ENSLOCG00000006834|alpha1;Lepocu_ENSLOCG00000002435|alpha2	Xentro_znf365|alpha1;Xentro_fbxo41|alpha2	Galgal_ENSGALG00000002967|alpha1;Galgal_ENSGALG00000039477|alpha2	Lepocu_ENSLOCG00000006834|alpha1;Lepocu_ENSLOCG00000002435|alpha2	Petmar_LOC116941217|chrm11;Petmar_FBXO41|chrm9	Parata_EA70128|chr12
OG_3489.1	CLGI	BF21689		BL12441		pfl_40v0_9_20150316_1g8586		Chipun_Chipu0004598|beta2	Lepocu_ENSLOCG00000010260|alpha2;Lepocu_ENSLOCG00000009362|beta2	Xentro_sh3tc2|beta1;Xentro_sh3tc1-like|alpha2	Galgal_ENSGALG00000015568|alpha2;Galgal_ENSGALG00000043688|beta2	Lepocu_ENSLOCG00000010260|alpha2;Lepocu_ENSLOCG00000009362|beta2	Petmar_SH3TC1|chrm9	Parata_EA72184|chr12
OG_13906	CLGI	BF21778	LOC115924013	BL00099	Sakowv30023399m	pfl_40v0_9_20150316_1g5110	LOC110973911	Chipun_Chipu0008618|alpha1;Chipun_Chipu0010565|beta2	Lepocu_ENSLOCG00000008053|alpha1;Lepocu_ENSLOCG00000011011|alpha2;Lepocu_ENSLOCG00000009584|beta2	Xentro_fam53c-like|beta1;Xentro_fam53a|alpha2	Galgal_ENSGALG00000009718|alpha1;Galgal_ENSGALG00000015713|alpha2	Lepocu_ENSLOCG00000008053|alpha1;Lepocu_ENSLOCG00000011011|alpha2;Lepocu_ENSLOCG00000009584|beta2	Petmar_FAM53A|chrm9	Parata_EA72568|chr12
OG_3588	CLGI	BF21474	LOC593718	BL20768	Sakowv30045305m	pfl_40v0_9_20150316_1g12880	LOC110981294	Chipun_Chipu0000689|alpha1;Chipun_Chipu0007980|beta2	Lepocu_ENSLOCG00000007212|alpha1;Lepocu_ENSLOCG00000009433|beta2	Xentro_ccnj|alpha1	Galgal_ENSGALG00000006955|alpha1;Galgal_ENSGALG00000040152|beta2	Lepocu_ENSLOCG00000007212|alpha1;Lepocu_ENSLOCG00000009433|beta2	Petmar_LOC116941237|chrm11;Petmar_LOC116940464|chrm9	Parata_EA46139|chr2;Parata_EA71917|chr12
OG_1335	CLGI	BF06723	LOC580047	BL27203	Sakowv30041822m	pfl_40v0_9_20150316_1g14997	LOC110979905	Chipun_Chipu0001435|beta1;Chipun_Chipu0016748|beta2	Lepocu_ENSLOCG00000015087|beta1;Lepocu_ENSLOCG00000006985|alpha2;Lepocu_ENSLOCG00000012285|beta2	Xentro_nsd1-like|beta1;Xentro_whsc1|alpha2	Galgal_ENSGALG00000003299|beta1;Galgal_ENSGALG00000015705|alpha2;Galgal_ENSGALG00000002971|beta2	Lepocu_ENSLOCG00000015087|beta1;Lepocu_ENSLOCG00000006985|alpha2;Lepocu_ENSLOCG00000012285|beta2	Petmar_LOC116940694|chrm9;Petmar_LOC116941181|chrm11	Parata_EA71815|chr12;Parata_EA43307|chr2;Parata_EA46580|chr2
OG_2714	CLGI	BF21388	LOC590398	BL14867	Sakowv30037179m	pfl_40v0_9_20150316_1g27075	LOC110988951	Chipun_Chipu0000708|alpha1;Chipun_Chipu0005764|alpha2	Lepocu_ENSLOCG00000007441|alpha1;Lepocu_ENSLOCG00000010013|alpha2	Xentro_lrrc27-like|alpha1		Lepocu_ENSLOCG00000007441|alpha1;Lepocu_ENSLOCG00000010013|alpha2	Petmar_LRRC27|chrm9	
OG_2676	CLGI	BF21482	LOC591551	BL06007	Sakowv30042252m	pfl_40v0_9_20150316_1g15343				Xentro_LOC100490752-like|beta1;Xentro_pus1|alpha2				
OG_1232	CLGI	BF21965	LOC581884	BL10897	Sakowv30007550m	pfl_40v0_9_20150316_1g5757	LOC110979928	Chipun_Chipu0020603|beta1;Chipun_Chipu0020138|beta2	Lepocu_ENSLOCG00000009187|alpha1;Lepocu_ENSLOCG00000015312|beta1;Lepocu_ENSLOCG00000012316|beta2	Xentro_hk1|alpha1;Xentro_LOC100492955|beta1	Galgal_ENSGALG00000004222|alpha1;Galgal_ENSGALG00000031359|beta1;Galgal_ENSGALG00000036895|beta2	Lepocu_ENSLOCG00000009187|alpha1;Lepocu_ENSLOCG00000015312|beta1;Lepocu_ENSLOCG00000012316|beta2	Petmar_GCK|chrm9;Petmar_LOC116940736|chrm9	Parata_EA71019|chr12
OG_1505	CLGI	BF06724	LOC575637	BL13366	Sakowv30041842m	pfl_40v0_9_20150316_1g14998	LOC110983104	Chipun_Chipu0001433|beta1	Lepocu_ENSLOCG00000015084|beta1;Lepocu_ENSLOCG00000007015|alpha2	Xentro_letm2|beta1;Xentro_letm1|alpha2	Galgal_ENSGALG00000036049|beta1;Galgal_ENSGALG00000015706|alpha2	Lepocu_ENSLOCG00000015084|beta1;Lepocu_ENSLOCG00000007015|alpha2	Petmar_LOC116941178|chrm11	Parata_EA45936|chr2
OG_6825	CLGI	BF21497	LOC100888634	BL17006	Sakowv30030962m		LOC110981288	Chipun_Chipu0004729|beta2	Lepocu_ENSLOCG00000010914|beta2	Xentro_simc1|beta1	Galgal_ENSGALG00000003377|beta2	Lepocu_ENSLOCG00000010914|beta2		
OG_8647	CLGI	BF21722		BL06976				Chipun_Chipu0020308|alpha1;Chipun_Chipu0020309|beta1	Lepocu_ENSLOCG00000008953|alpha1;Lepocu_ENSLOCG00000015445|beta1;Lepocu_ENSLOCG00000002120|alpha2	Xentro_loxl4|alpha1;Xentro_loxl2|beta1	Galgal_ENSGALG00000013090|alpha1;Galgal_ENSGALG00000000402|beta1	Lepocu_ENSLOCG00000008953|alpha1;Lepocu_ENSLOCG00000015445|beta1;Lepocu_ENSLOCG00000002120|alpha2	Petmar_LOC116940506|chrm9;Petmar_LOXL4|chrm11	Parata_EA46150|chr2;Parata_EA68912|chr12
OG_1358	CLGI	BF21873	LOC575596	BL24436	Sakowv30006585m	pfl_40v0_9_20150316_1g3880	LOC110979950	Chipun_Chipu0018224|alpha1;Chipun_Chipu0017680|beta2	Lepocu_ENSLOCG00000012312|alpha1;Lepocu_ENSLOCG00000002395|alpha2		Galgal_ENSGALG00000008700|alpha1	Lepocu_ENSLOCG00000012312|alpha1;Lepocu_ENSLOCG00000002395|alpha2	Petmar_PDCD4|chrm11	Parata_EA40322|chr2
OG_7425	CLGI	BF21708	LOC579114	BL15517	Sakowv30001496m	pfl_40v0_9_20150316_1g14237	LOC110979891	Chipun_Chipu0010306|beta2	Lepocu_ENSLOCG00000002566|alpha2;Lepocu_ENSLOCG00000011845|beta2	Xentro_ctnna1|beta1;Xentro_ctnna2|alpha2	Galgal_ENSGALG00000015966|alpha2;Galgal_ENSGALG00000002447|beta2	Lepocu_ENSLOCG00000002566|alpha2;Lepocu_ENSLOCG00000011845|beta2	Petmar_LOC116941299|chrm11	Parata_EA45490|chr2
OG_1599	CLGI	BF21906	LOC579294	BL00870	Sakowv30006634m		LOC110979946	Chipun_Chipu0001468|beta1	Lepocu_ENSLOCG00000015187|beta1;Lepocu_ENSLOCG00000012165|beta2	Xentro_tmed4|beta1		Lepocu_ENSLOCG00000015187|beta1;Lepocu_ENSLOCG00000012165|beta2	Petmar_TMED4|chrm11	Parata_EA43274|chr2
OG_4248	CLGI	BF21726	LOC105446963	BL14101	Sakowv30046136m	pfl_40v0_9_20150316_1g10628	LOC110990487	Chipun_Chipu0000711|alpha1;Chipun_Chipu0005771|alpha2;Chipun_Chipu0012561|beta2	Lepocu_ENSLOCG00000007499|alpha1;Lepocu_ENSLOCG00000010109|alpha2;Lepocu_ENSLOCG00000010819|beta2	Xentro_jakmip3|alpha1;Xentro_jakmip2|beta1;Xentro_jakmip1|alpha2	Galgal_ENSGALG00000010486|alpha1;Galgal_ENSGALG00000015528|alpha2;Galgal_ENSGALG00000007593|beta2	Lepocu_ENSLOCG00000007499|alpha1;Lepocu_ENSLOCG00000010109|alpha2;Lepocu_ENSLOCG00000010819|beta2	Petmar_LOC116941207|chrm11;Petmar_LOC116940740|chrm9;Petmar_LOC116940762|chrm9	Parata_EA69734|chr12;Parata_EA43308|chr2;Parata_EA42305|chr2
OG_7452	CLGI	BF21849		BL13105				Chipun_Chipu0001451|beta1;Chipun_Chipu0010963|alpha2	Lepocu_ENSLOCG00000015174|beta1;Lepocu_ENSLOCG00000012090|alpha2	Xentro_myl7|beta1;Xentro_myl2|alpha2		Lepocu_ENSLOCG00000015174|beta1;Lepocu_ENSLOCG00000012090|alpha2		Parata_EA39994|chr2
OG_14055	CLGI	BF09660		BL06097	Sakowv30006558m	pfl_40v0_9_20150316_1g24456	LOC110977098	Chipun_Chipu0004408|alpha1;Chipun_Chipu0005779|alpha2	Lepocu_ENSLOCG00000005974|alpha1;Lepocu_ENSLOCG00000010162|alpha2	Xentro_tbc1d12|alpha1;Xentro_tbc1d14-like|alpha2	Galgal_ENSGALG00000034044|alpha1;Galgal_ENSGALG00000015546|alpha2	Lepocu_ENSLOCG00000005974|alpha1;Lepocu_ENSLOCG00000010162|alpha2	Petmar_TBC1D14|chrm9	Parata_EA43723|chr2
OG_7271	CLGI	BF21875	LOC578954	BL17403	Sakowv30039484m	pfl_40v0_9_20150316_1g17097	LOC110983423	Chipun_Chipu0011961|beta1;Chipun_Chipu0017765|beta2	Lepocu_ENSLOCG00000011652|alpha1;Lepocu_ENSLOCG00000009708|beta2	Xentro_btrc|alpha1	Galgal_ENSGALG00000007820|alpha1;Galgal_ENSGALG00000002229|beta2	Lepocu_ENSLOCG00000011652|alpha1;Lepocu_ENSLOCG00000009708|beta2	Petmar_LOC116940554|chrm9	Parata_EA70351|chr12
OG_1670	CLGI	BF21918	LOC591483	BL07339	Sakowv30012669m	pfl_40v0_9_20150316_1g18411	LOC110977114	Chipun_Chipu0017682|beta2	Lepocu_ENSLOCG00000009715|beta2	Xentro_etf1|beta1	Galgal_ENSGALG00000002262|beta2	Lepocu_ENSLOCG00000009715|beta2	Petmar_ETF1|chrm9	Parata_EA68921|chr12;Parata_EA71411|chr12
OG_934	CLGI	BF21511	LOC762521	BL07680	Sakowv30012649m	pfl_40v0_9_20150316_1g2837	LOC110973839	Chipun_Chipu0000699|alpha1;Chipun_Chipu0023514|beta1	Lepocu_ENSLOCG00000007306|alpha1;Lepocu_ENSLOCG00000014947|beta1;Lepocu_ENSLOCG00000012367|alpha2	Xentro_gpr123|alpha1;Xentro_gpr124|beta1;Xentro_gpr125|alpha2	Galgal_ENSGALG00000007045|alpha1;Galgal_ENSGALG00000003118|beta1;Galgal_ENSGALG00000033470|alpha2	Lepocu_ENSLOCG00000007306|alpha1;Lepocu_ENSLOCG00000014947|beta1;Lepocu_ENSLOCG00000012367|alpha2	Petmar_LOC116940664|chrm9;Petmar_ADGRA1|chrm11	Parata_EA71598|chr12;Parata_EA46310|chr2
OG_2392	CLGI	BF21409	LOC756811	BL20242	Sakowv30045247m	pfl_40v0_9_20150316_1g30588	LOC110984949	Chipun_Chipu0008634|alpha1;Chipun_Chipu0005027|beta2	Lepocu_ENSLOCG00000007799|alpha1;Lepocu_ENSLOCG00000007839|alpha2;Lepocu_ENSLOCG00000009244|beta2	Xentro_adam12|alpha1;Xentro_adam19|beta1;Xentro_adam33|alpha2	Galgal_ENSGALG00000041255|alpha1;Galgal_ENSGALG00000030602|alpha2;Galgal_ENSGALG00000003744|beta2	Lepocu_ENSLOCG00000007799|alpha1;Lepocu_ENSLOCG00000007839|alpha2;Lepocu_ENSLOCG00000009244|beta2	Petmar_LOC116941244|chrm11;Petmar_LOC116941303|chrm11	Parata_EA40686|chr2;Parata_EA40344|chr2
OG_11280	CLGI	BF09646	LOC581937	BL01462	Sakowv30039480m	pfl_40v0_9_20150316_1g17098	LOC110983356	Chipun_Chipu0011963|beta1;Chipun_Chipu0012275|beta2	Lepocu_ENSLOCG00000014884|beta1	Xentro_xpo7|beta1	Galgal_ENSGALG00000001838|beta1	Lepocu_ENSLOCG00000014884|beta1	Petmar_XPO7|chrm9	Parata_EA70042|chr12
OG_16525	CLGI	BF21630	LOC756375	BL15839	Sakowv30007124m	pfl_40v0_9_20150316_1g1581	LOC110988180	Chipun_Chipu0000644|alpha1;Chipun_Chipu0014866|alpha2;Chipun_Chipu0017592|beta2	Lepocu_ENSLOCG00000011376|alpha1;Lepocu_ENSLOCG00000015151|beta1;Lepocu_ENSLOCG00000010446|alpha2;Lepocu_ENSLOCG00000012330|beta2	Xentro_grk5|beta1;Xentro_grk4|alpha2	Galgal_ENSGALG00000009403|alpha1;Galgal_ENSGALG00000015645|alpha2;Galgal_ENSGALG00000014054|beta2	Lepocu_ENSLOCG00000011376|alpha1;Lepocu_ENSLOCG00000015151|beta1;Lepocu_ENSLOCG00000010446|alpha2;Lepocu_ENSLOCG00000012330|beta2	Petmar_LOC116940731|chrm9	Parata_EA72409|chr12
OG_11279	CLGI	BF21747			Sakowv30038618m	pfl_40v0_9_20150316_1g10631	LOC110979886	Chipun_Chipu0009469|alpha1;Chipun_Chipu0012270|beta2	Lepocu_ENSLOCG00000011635|alpha1;Lepocu_ENSLOCG00000014896|beta1;Lepocu_ENSLOCG00000001985|alpha2	Xentro_kazald1|alpha1	Galgal_ENSGALG00000007837|alpha1;Galgal_ENSGALG00000033591|beta2	Lepocu_ENSLOCG00000011635|alpha1;Lepocu_ENSLOCG00000014896|beta1;Lepocu_ENSLOCG00000001985|alpha2	Petmar_KAZALD1|chrm9	Parata_EA40665|chr2
OG_7213	CLGI	BF21817	LOC589501	BL00748	Sakowv30030948m	pfl_40v0_9_20150316_1g19176	LOC110982483	Chipun_Chipu0000676|alpha1;Chipun_Chipu0013785|beta1	Lepocu_ENSLOCG00000005726|alpha1;Lepocu_ENSLOCG00000001150|alpha2	Xentro_LOC100495526|alpha1;Xentro_Xetrov90007663m|beta1;Xentro_Xetrov90000622m|alpha2	Galgal_ENSGALG00000006705|alpha1;Galgal_ENSGALG00000045645|beta1;Galgal_ENSGALG00000016105|alpha2	Lepocu_ENSLOCG00000005726|alpha1;Lepocu_ENSLOCG00000001150|alpha2	Petmar_LOC116941265|chrm11;Petmar_LOC116940442|chrm9	Parata_EA41447|chr2;Parata_EA41069|chr2;Parata_EA71029|chr12;Parata_EA69974|chr12;Parata_EA46006|chr2;Parata_EA40400|chr2;Parata_EA44515|chr2;Parata_EA41808|chr2
OG_3241	CLGI	BF17566	LOC115924210	BL16992	Sakowv30045810m	pfl_40v0_9_20150316_1g10178	LOC110983073	Chipun_Chipu0012057|alpha1;Chipun_Chipu0016877|beta1;Chipun_Chipu0017188|beta2	Lepocu_ENSLOCG00000006809|alpha1;Lepocu_ENSLOCG00000015055|beta1;Lepocu_ENSLOCG00000005151|alpha2	Xentro_arid5b-like.1|alpha1	Galgal_ENSGALG00000031534|alpha1;Galgal_ENSGALG00000039206|beta1	Lepocu_ENSLOCG00000006809|alpha1;Lepocu_ENSLOCG00000015055|beta1;Lepocu_ENSLOCG00000005151|alpha2	Petmar_LOC116941215|chrm11;Petmar_LOC116940670|chrm9	Parata_EA71989|chr12;Parata_EA42962|chr2
OG_7207	CLGI	BF21821	LOC100893289	BL18622	Sakowv30008099m	pfl_40v0_9_20150316_1g8811	LOC110990005	Chipun_Chipu0000623|alpha1;Chipun_Chipu0004597|beta2	Lepocu_ENSLOCG00000018253|alpha1;Lepocu_ENSLOCG00000014961|beta1;Lepocu_ENSLOCG00000009352|beta2	Xentro_adrb2|beta1	Galgal_ENSGALG00000008949|alpha1;Galgal_ENSGALG00000019018|beta1;Galgal_ENSGALG00000040035|beta2	Lepocu_ENSLOCG00000018253|alpha1;Lepocu_ENSLOCG00000014961|beta1;Lepocu_ENSLOCG00000009352|beta2	Petmar_LOC116941334|chrm11;Petmar_ADRB1|chrm9	Parata_EA43941|chr2;Parata_EA71032|chr12
OG_11266	CLGI		LOC100894047	BL30735	Sakowv30001559m		LOC110973804	Chipun_Chipu0004732|beta2	Lepocu_ENSLOCG00000012348|beta2	Xentro_nop16|beta1	Galgal_ENSGALG00000003355|beta2	Lepocu_ENSLOCG00000012348|beta2		
OG_2291	CLGI	BF08103	LOC105443131	BL07229	Sakowv30042781m		LOC110982496	Chipun_Chipu0017189|beta2	Lepocu_ENSLOCG00000012160|beta2	Xentro_b4galt7|beta1	Galgal_ENSGALG00000032145|beta2	Lepocu_ENSLOCG00000012160|beta2		
OG_4107	CLGI	BF21402	LOC100892559	BL15791	Sakowv30009664m	pfl_40v0_9_20150316_1g3137	LOC110977045	Chipun_Chipu0019877|beta2	Lepocu_ENSLOCG00000009516|beta2	Xentro_egr1|beta1	Galgal_ENSGALG00000007669|beta2	Lepocu_ENSLOCG00000009516|beta2		
OG_16248	CLGI	BF17595	LOC581920	BL04799	Sakowv30044376m		LOC110981265	Chipun_Chipu0012051|alpha1;Chipun_Chipu0001481|beta1;Chipun_Chipu0010579|beta2	Lepocu_ENSLOCG00000006912|alpha1;Lepocu_ENSLOCG00000010840|alpha2;Lepocu_ENSLOCG00000009527|beta2	Xentro_reep3|alpha1;Xentro_reep4|beta1	Galgal_ENSGALG00000002904|alpha1;Galgal_ENSGALG00000015786|alpha2;Galgal_ENSGALG00000017365|beta2	Lepocu_ENSLOCG00000006912|alpha1;Lepocu_ENSLOCG00000010840|alpha2;Lepocu_ENSLOCG00000009527|beta2	Petmar_LOC116940647|chrm9	Parata_EA72375|chr12
OG_11322	CLGI	BF21459	LOC115924096	BL22751	Sakowv30009662m	pfl_40v0_9_20150316_1g13467	LOC110977126	Chipun_Chipu0013847|alpha1;Chipun_Chipu0015536|beta1	Lepocu_ENSLOCG00000006714|alpha1;Lepocu_ENSLOCG00000014937|beta1;Lepocu_ENSLOCG00000005114|alpha2	Xentro_rhobtb1|alpha1;Xentro_rhobtb2|beta1	Galgal_ENSGALG00000003073|alpha1;Galgal_ENSGALG00000034020|beta1	Lepocu_ENSLOCG00000006714|alpha1;Lepocu_ENSLOCG00000014937|beta1;Lepocu_ENSLOCG00000005114|alpha2	Petmar_LOC116940668|chrm9;Petmar_LOC116941211|chrm11	Parata_EA70348|chr12;Parata_EA44911|chr2
OG_2678	CLGI	BF16437	LOC590069	BL20667	Sakowv30042246m	pfl_40v0_9_20150316_1g87	LOC110973824	Chipun_Chipu0016710|alpha1;Chipun_Chipu0013890|beta2	Lepocu_ENSLOCG00000012590|alpha1;Lepocu_ENSLOCG00000010830|beta2	Xentro_sfxn3|alpha1;Xentro_sfxn1|beta1	Galgal_ENSGALG00000023621|alpha1;Galgal_ENSGALG00000033956|beta2	Lepocu_ENSLOCG00000012590|alpha1;Lepocu_ENSLOCG00000010830|beta2	Petmar_LOC116940609|chrm9	Parata_EA56413|chr12
OG_5522	CLGI	BF18783	LOC588196	BL06427	Sakowv30010570m	pfl_40v0_9_20150316_1g18635	LOC110974797	Chipun_Chipu0000612|alpha1;Chipun_Chipu0011964|beta1;Chipun_Chipu0017190|beta2	Lepocu_ENSLOCG00000014900|beta1;Lepocu_ENSLOCG00000001428|alpha2;Lepocu_ENSLOCG00000011952|beta2	Xentro_dok2|beta1	Galgal_ENSGALG00000026250|beta1;Galgal_ENSGALG00000026914|beta2	Lepocu_ENSLOCG00000014900|beta1;Lepocu_ENSLOCG00000001428|alpha2;Lepocu_ENSLOCG00000011952|beta2	Petmar_LOC116940472|chrm9	Parata_EA71664|chr12
OG_2138	CLGI	BF22350		BL01075	Sakowv30007122m	pfl_40v0_9_20150316_1g31572		Chipun_Chipu0004404|alpha2	Lepocu_ENSLOCG00000005988|alpha1;Lepocu_ENSLOCG00000012168|alpha2	Xentro_tnks2|alpha1;Xentro_tnks-like|alpha2	Galgal_ENSGALG00000014614|alpha1;Galgal_ENSGALG00000043164|alpha2	Lepocu_ENSLOCG00000005988|alpha1;Lepocu_ENSLOCG00000012168|alpha2	Petmar_TNKS2|chrm9	Parata_EA70079|chr12
OG_2192	CLGI	BF21454	LOC100894102	BL22753	Sakowv30008114m	pfl_40v0_9_20150316_1g1795	LOC110979880	Chipun_Chipu0009464|alpha1;Chipun_Chipu0020860|beta1;Chipun_Chipu0020296|beta2	Lepocu_ENSLOCG00000011679|alpha1;Lepocu_ENSLOCG00000014874|beta1;Lepocu_ENSLOCG00000001921|alpha2;Lepocu_ENSLOCG00000009693|beta2	Xentro_fgf8|alpha1	Galgal_ENSGALG00000007706|alpha1;Galgal_ENSGALG00000002203|beta2	Lepocu_ENSLOCG00000011679|alpha1;Lepocu_ENSLOCG00000014874|beta1;Lepocu_ENSLOCG00000001921|alpha2;Lepocu_ENSLOCG00000009693|beta2	Petmar_LOC116940553|chrm9;Petmar_LOC116941408|chrm11	Parata_EA69622|chr12;Parata_EA46387|chr2
OG_20207	CLGI	BF21815	LOC115924144	BL24432	Sakowv30030889m	pfl_40v0_9_20150316_1g18364	LOC110981239	Chipun_Chipu0012507|alpha1	Lepocu_ENSLOCG00000018243|alpha1;Lepocu_ENSLOCG00000018172|alpha2		Galgal_ENSGALG00000027980|alpha1	Lepocu_ENSLOCG00000018243|alpha1;Lepocu_ENSLOCG00000018172|alpha2	Petmar_NANOS1|chrm9	Parata_EA72444|chr12
